QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MAJAPPLY,MAJA_PLY,GFTC_MAJ,GFTC0MAJ,MAJ_MO,MAJ_MO_,MAJPURX,MAJPURX_,MAJRENTX,MAJR_NTX,MAJINSTX,MAJI_STX,MJAPPL1,MJAPPL1_,MJAPPL2,MJAPPL2_,MJAPPL3,MJAPPL3_,MJAPPL4,MJAPPL4_,MJAPPL5,MJAPPL5_,MJAPPL6,MJAPPL6_,MJAPPL7,MJAPPL7_,MJAPPL8,MJAPPL8_,MJAPPL9,APAPURCH,MJAPPL9_
20241,05545662,1,0,1,195,D,1,D,10,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05545842,1,0,1,120,D,1,D,11,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05546092,1,0,1,120,D,1,D,10,D,200,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05546482,1,0,1,195,D,1,D,10,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05547142,1,0,1,160,D,1,D,11,D,492,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05547312,1,0,1,220,D,1,D,11,D,,H,,A,,H,100,D,160,D,,A,,A,,A,,A,,A,,A,,,A
20241,05547312,1,1,1,100,D,1,D,11,D,939,E,,A,160,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05547312,1,2,1,160,D,1,D,11,D,761,E,,A,140,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05547312,2,0,1,100,D,1,D,11,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05547762,1,0,1,140,D,1,D,12,D,1955,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05547762,2,0,1,195,D,1,D,12,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05548082,1,0,1,120,D,1,D,10,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05548902,1,0,1,100,D,1,D,12,D,2700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05548902,2,0,1,140,D,1,D,12,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05548902,3,0,1,140,D,1,D,12,D,3600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20241,05548902,4,0,1,140,D,1,D,12,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20241,05549452,1,0,1,120,D,1,D,12,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05549492,1,0,1,120,D,1,D,12,D,259,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05549492,2,0,2,195,D,1,D,10,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05549832,1,0,1,120,D,1,D,11,D,330,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20241,05550512,1,0,1,160,D,1,D,12,D,345,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05551632,1,0,1,120,D,1,D,11,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05552372,1,0,1,120,D,1,D,11,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05552372,2,0,1,195,D,2,D,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05552622,1,0,1,100,D,1,D,01,D,1200,D,,A,50,F,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05552692,1,0,1,100,D,1,D,11,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20241,05552902,1,0,1,120,D,1,D,01,D,200,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05552902,2,0,1,140,D,1,D,01,D,800,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05553092,1,0,1,120,D,3,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05554152,1,0,1,140,D,1,D,12,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05554152,2,0,1,100,D,1,D,12,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05554672,1,0,1,120,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05554672,2,0,1,140,D,1,D,11,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05554672,3,0,1,180,D,1,D,12,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05555572,1,0,1,195,D,1,D,01,D,510,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05555812,1,0,1,195,D,1,D,11,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05556102,1,0,1,100,D,1,D,01,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05556212,1,0,1,140,D,1,D,12,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05556352,1,0,1,195,D,1,D,01,D,850,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05556764,1,0,1,220,D,1,D,11,D,,H,,A,,A,100,D,140,D,,A,,A,,A,,A,,A,,A,,,A
20241,05556764,1,1,1,100,D,1,D,11,D,186,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05556764,1,2,1,140,D,1,D,11,D,464,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05557282,1,0,1,195,D,1,D,11,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05557402,1,0,1,195,D,1,D,12,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05557642,1,0,1,100,D,3,D,11,D,150,D,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05558072,1,0,1,170,D,1,D,11,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05558452,1,0,1,120,D,1,D,01,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05558462,1,0,1,195,D,1,D,11,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05558494,1,0,1,120,D,1,D,11,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05558692,1,0,1,160,D,1,D,12,D,500,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05559302,1,0,1,120,D,1,D,01,D,57,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05560952,1,0,2,195,D,1,D,11,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05561592,1,0,1,160,D,3,D,11,D,450,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05562642,1,0,1,195,D,1,D,01,D,1080,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05563052,1,0,1,100,D,1,D,12,D,329,D,,A,55,F,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05563052,2,0,1,140,D,1,D,12,D,1500,D,,A,50,F,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05563052,3,0,1,160,D,1,D,12,D,229,D,,A,150,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05563202,1,0,1,220,D,1,D,12,D,,H,,A,,A,140,D,100,D,,A,,A,,A,,A,,A,,A,,,A
20241,05563202,1,1,1,140,D,1,D,12,D,686,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05563202,1,2,1,100,D,1,D,12,D,914,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05563502,1,0,1,120,D,1,D,02,D,164,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05563522,1,0,1,140,D,1,D,02,D,976,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05563942,1,0,1,195,D,1,D,01,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05564072,1,0,1,140,D,1,D,01,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05564072,2,0,1,160,D,1,D,02,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05564212,1,0,1,210,D,1,D,02,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05564452,1,0,1,210,D,1,D,02,D,2400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05564632,1,0,1,160,D,1,D,12,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05564762,1,0,2,140,D,1,D,12,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05564972,1,0,1,220,D,1,D,12,D,,H,,A,,A,220,D,120,D,,A,,A,,A,,A,,A,,A,,,A
20241,05564972,1,1,1,120,D,1,D,12,D,275,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05565452,1,0,1,140,D,1,D,02,D,1427,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05565622,1,0,2,195,D,1,D,12,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05566022,1,0,1,140,D,1,D,12,D,10000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05566712,1,0,1,100,D,1,D,01,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05566712,2,0,1,140,D,1,D,01,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05566722,1,0,1,120,D,1,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05566822,1,0,1,120,D,1,D,02,D,2000,D,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05567812,1,0,1,100,D,1,D,01,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05567862,1,0,1,180,D,1,D,12,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05567882,1,0,2,120,D,1,D,12,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05568022,1,0,1,195,D,1,D,02,D,660,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05568072,1,0,1,100,D,1,D,12,D,3400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,3,A
20241,05568682,1,0,2,120,D,1,D,12,D,208,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05568862,1,0,2,180,D,1,D,12,D,150,D,,A,30,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05569112,1,0,1,120,D,1,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05569272,1,0,1,195,D,1,D,02,D,1600,D,,A,205,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05569402,1,0,1,195,D,1,D,02,D,600,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05570152,1,0,2,100,D,1,D,12,D,2600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05570202,1,0,1,120,D,1,D,01,D,325,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05570202,2,0,1,100,D,1,D,01,D,1250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05570202,3,0,1,140,D,1,D,01,D,2950,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05570342,1,0,2,140,D,3,D,12,D,109,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05570642,1,0,1,120,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05571012,1,0,1,170,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05571022,1,0,1,120,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05571752,1,0,1,100,D,1,D,12,D,720,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05571752,2,0,1,140,D,1,D,01,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05572112,1,0,1,140,D,1,D,12,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05572192,1,0,1,140,D,1,D,02,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05572192,2,0,1,160,D,1,D,02,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05572722,1,0,1,100,D,1,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05572722,2,0,1,195,D,1,D,02,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05573012,1,0,1,120,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05573012,2,0,1,140,D,1,D,12,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05573112,1,0,2,100,D,1,D,12,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05574281,1,0,1,100,D,1,D,12,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05574281,2,0,1,195,D,1,D,12,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05574571,1,0,1,140,D,1,D,11,D,2200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05574581,1,0,1,100,D,1,D,11,D,1200,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05574601,1,0,1,195,D,1,D,11,D,2035,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05574671,1,0,1,140,D,1,D,10,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05575011,1,0,1,120,D,1,D,11,D,299,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05575111,1,0,1,120,D,1,D,10,D,56,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05575441,1,0,1,140,D,1,D,10,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05575441,2,0,1,195,D,1,D,10,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05575451,1,0,1,100,D,1,D,10,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05575451,2,0,1,180,D,1,D,12,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05575451,3,0,1,120,D,1,D,10,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05575801,1,0,1,100,D,1,D,10,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05576081,1,0,1,140,D,1,D,12,D,2100,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05576161,1,0,1,100,D,1,D,10,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05576211,1,0,1,140,D,1,D,11,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05576341,1,0,1,140,D,1,D,11,D,2100,D,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05576341,2,0,1,140,D,1,D,10,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05576701,1,0,1,140,D,1,D,11,D,2800,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05576721,1,0,1,100,D,1,D,10,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05576901,1,0,1,140,D,1,D,10,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05576901,2,0,1,120,D,1,D,10,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05576921,1,0,1,195,D,3,D,11,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05576951,1,0,1,195,D,1,D,10,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05578012,1,0,1,140,D,1,D,12,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05578061,1,0,1,120,D,1,D,11,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05578701,1,0,1,195,D,1,D,11,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05579061,1,0,1,140,D,1,D,12,D,2700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05579211,1,0,1,100,D,1,D,10,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,4,A
20241,05579211,2,0,1,140,D,1,D,11,D,600,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,4,A
20241,05579341,1,0,1,120,D,1,D,10,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05579351,1,0,1,120,D,1,D,10,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05579691,1,0,1,120,D,1,D,11,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20241,05579911,1,0,1,195,D,1,D,11,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05580082,1,0,1,195,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05580131,1,0,1,195,D,1,D,10,D,2200,D,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20241,05580221,1,0,1,160,D,1,D,11,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05580221,2,0,1,195,D,1,D,11,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05580421,1,0,1,140,D,1,D,10,D,1900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05580781,1,0,1,180,D,1,D,10,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05581341,1,0,1,120,D,1,D,10,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05581401,1,0,1,140,D,1,D,11,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05581401,2,0,1,100,D,1,D,11,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05581401,3,0,1,120,D,1,D,11,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05581401,4,0,1,160,D,1,D,11,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05581461,1,0,1,160,D,1,D,12,D,973,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05582371,1,0,1,120,D,1,D,12,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05582881,1,0,1,180,D,1,D,11,D,378,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05583141,1,0,1,120,D,1,D,10,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05583141,2,0,1,100,D,1,D,10,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05583181,1,0,1,140,D,1,D,11,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05583321,1,0,1,140,D,1,D,12,D,860,D,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05583391,1,0,1,195,D,1,D,12,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05584323,1,0,1,120,D,1,D,12,D,93,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05584391,1,0,1,195,D,1,D,12,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05584401,1,0,1,100,D,1,D,11,D,500,D,,A,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05584421,1,0,1,120,D,1,D,11,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05584451,1,0,1,195,D,1,D,12,D,1600,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05584761,1,0,1,160,D,1,D,10,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05584931,1,0,1,100,D,1,D,11,D,145,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05585091,1,0,1,120,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05585291,1,0,1,160,D,1,D,11,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05585461,1,0,1,160,D,1,D,11,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05585671,1,0,1,120,D,1,D,11,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05585671,2,0,1,160,D,1,D,11,D,499,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05585671,3,0,1,140,D,1,D,11,D,1600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05585671,4,0,1,100,D,1,D,11,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05585941,1,0,1,160,D,1,D,11,D,400,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05586101,1,0,1,100,D,1,D,01,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05586101,2,0,1,140,D,1,D,01,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05586101,3,0,1,160,D,1,D,01,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05586101,4,0,1,195,D,1,D,01,D,850,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05586201,1,0,1,120,D,1,D,11,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05586411,1,0,1,120,D,1,D,11,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05586461,1,0,1,140,D,1,D,12,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05586611,1,0,1,180,D,1,D,11,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05586861,1,0,1,140,D,1,D,12,D,600,D,,A,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05587051,1,0,1,100,D,1,D,01,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05587051,2,0,1,210,D,1,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05587051,3,0,1,120,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05587211,1,0,1,180,D,1,D,12,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05587211,2,0,1,140,D,1,D,12,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05587341,1,0,1,100,D,1,D,11,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05587601,1,0,1,120,D,1,D,11,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05587601,2,0,1,210,D,1,D,11,D,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05587601,3,0,1,180,D,1,D,11,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05587711,1,0,1,195,D,1,D,11,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05588171,1,0,1,195,D,1,D,01,D,650,D,,A,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05588651,1,0,1,140,D,2,D,,A,,A,47,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05588691,1,0,1,120,D,1,D,11,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05589121,1,0,1,100,D,1,D,11,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05589121,2,0,1,195,D,1,D,11,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590231,1,0,1,120,D,1,D,11,D,258,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590281,1,0,1,160,D,1,D,11,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590571,1,0,1,195,D,1,D,12,D,900,D,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591271,1,0,1,140,D,1,D,11,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05591311,1,0,1,100,D,1,D,01,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591311,2,0,1,120,D,1,D,01,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591311,3,0,1,160,D,1,D,01,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591581,1,0,1,140,D,1,D,11,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592221,1,0,1,140,D,1,D,11,D,700,D,,A,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592221,2,0,1,195,D,1,D,11,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592341,1,0,1,140,D,1,D,12,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05592551,1,0,1,100,D,1,D,11,D,1000,D,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593301,1,0,1,140,D,1,D,12,D,1500,D,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594041,1,0,1,140,D,1,D,11,D,2198,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594231,1,0,1,120,D,1,D,12,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05595351,1,0,1,195,D,1,D,11,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,,A
