QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VEHICYB,VEHICYB_,VEHICYR,VEHICYR_,VEHBSNZ,VEHBSNZ_,VEHNEWU,VEHNEWU_,VEHGFTC,VEHGFTC_,VEHPURMO,VEHP_RMO,VEHPURYR,VEHP_RYR,VFINSTAT,VFIN_TAT,TRADEX,TRADEX_,NETPURX,NETPURX_,DNPAYMTX,DNPA_MTX,PRINCIPX,PRIN_IPX,VEHQPMT,VEHQPMT_,PMT1MO,PMT1MO_,PMT1YR,PMT1YR_,PAYMENTX,PAYM_NTX,QINTRSTZ,QINT_STZ,QLOANM1Q,QLOA_M1Q,QBALNM1X,QBAL_M1X,QVINTM1X,QVIN_M1X,QVPRIM1X,QVPR_M1X,QLOANM2Q,QLOA_M2Q,QBALNM2X,QBAL_M2X,QVINTM2X,QVIN_M2X,QVPRIM2X,QVPR_M2X,QLOANM3Q,QLOA_M3Q,QBALNM3X,QBAL_M3X,QVINTM3X,QVIN_M3X,QVPRIM3X,QVPR_M3X,QTRADEX,QTRADEX_,QREIMBRZ,QREI_BRZ,QADITR1X,QADI_R1X,QADITR2X,QADI_R2X,QADITR3X,QADI_R3X,QDNPYMTX,QDNP_MTX,VEHEQTLN,VEHE_TLN,VEHICIB,VEHICIB_,MAKE,MAKE_,OVBPURCH,VFINANCE,FUELTYPE,FUEL_YPE,VPURINDV,VPUR_NDV,VINTRATE,VINT_ATE
20242,05436804,16,0,5,110,D,43,D,,A,1,D,1,D,,C,,C,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,BMW,D,,2,1,D,2,D,,A
20242,05436804,17,0,5,110,D,41,D,,A,1,D,1,D,,C,,C,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,JAG,D,,2,1,D,2,D,,A
20242,05436834,36,0,5,100,D,43,D,,A,1,D,1,D,07,D,2022,D,2,D,,A,42000,D,5000,D,37000,D,48,D,09,D,2022,D,910,D,.0840,D,19,D,24558,D,172,D,738,D,20,D,23820,D,167,D,743,D,21,D,23077,D,162,D,748,D,42000,D,,A,172,D,167,D,162,D,5000,D,2,D,01,D,MIN,D,2,1,1,D,2,D,.0375,D
20242,05436834,37,0,5,110,D,38,D,,A,1,D,1,D,,C,2017,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,FOR,D,,1,1,D,2,D,,A
20242,05436834,38,0,5,110,D,25,D,,A,2,D,1,D,11,D,2022,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,TOY,D,,2,1,D,1,D,,A
20242,05436834,39,0,5,110,D,30,D,,A,2,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,SCI,D,,,1,D,,A,,A
20242,05436894,21,0,5,100,D,33,D,,A,1,D,1,D,09,D,2013,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,LEX,D,,1,1,D,2,D,,A
20242,05436894,22,0,5,100,D,35,D,,A,2,D,1,D,01,D,2023,D,2,D,,A,23000,D,0,D,23000,D,60,D,02,D,2023,D,400,D,.0170,D,14,D,18183,D,26,D,374,D,15,D,17809,D,25,D,375,D,16,D,17434,D,25,D,375,D,23000,D,,A,26,D,25,D,25,D,0,D,2,D,02,D,FOR,D,,1,1,D,1,D,.0650,D
20242,05436904,30,0,5,100,D,41,D,,A,2,D,1,D,06,D,2023,D,2,D,5000,D,35000,D,10000,D,25000,D,60,D,08,D,2023,D,485,D,.0615,D,8,D,22463,D,115,D,370,D,9,D,22093,D,113,D,372,D,10,D,21721,D,111,D,374,D,35000,D,,A,115,D,113,D,111,D,10000,D,2,D,01,D,LEX,D,,1,1,D,2,D,.0574,D
20242,05436904,31,0,5,110,D,39,D,,A,1,D,1,D,08,D,2019,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,LEX,D,2,1,1,D,2,D,,A
20242,05436954,21,0,5,110,D,35,D,,A,1,D,1,D,12,D,2014,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,NIS,D,,2,1,D,2,D,,A
20242,05436974,34,0,5,110,D,32,D,,A,2,D,1,D,,C,2015,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,MRB,D,,2,1,D,1,D,,A
20242,05436974,35,0,5,110,D,43,D,,A,1,D,1,D,11,D,2022,D,2,D,,A,78000,D,15600,D,40061,D,60,D,12,D,2022,D,756,D,.0500,D,16,D,30962,D,129,D,627,D,17,D,30335,D,126,D,630,D,18,D,29706,D,124,D,632,D,78000,D,,A,129,D,126,D,124,D,15600,D,2,D,02,D,BMW,D,2,1,3,D,2,D,.0500,D
20242,05436984,42,0,5,100,D,34,D,0.50,D,2,D,1,D,,C,,C,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,SUB,D,,1,1,D,2,D,,A
20242,05436994,16,0,1,110,D,40,D,,A,2,D,1,D,04,D,2023,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,FOR,D,,1,1,D,2,D,,A
20242,05437014,28,0,5,100,D,,C,,A,2,D,1,D,,C,,C,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,,A,,2,1,D,2,D,,A
20242,05437014,29,0,1,100,D,37,D,,A,1,D,1,D,03,D,2017,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,MIT,D,,1,1,D,2,D,,A
20242,05437144,26,0,5,110,D,23,D,,A,1,D,1,D,08,D,2003,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,ACU,D,,2,1,D,2,D,,A
20242,05437144,27,0,5,100,D,30,D,,A,2,D,1,D,12,D,2019,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,INF,D,,2,1,D,1,D,,A
20242,05437144,28,0,5,110,D,31,D,,A,2,D,1,D,12,D,2019,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,TOY,D,,2,1,D,1,D,,A
20242,05437174,25,0,5,100,D,29,D,,A,1,D,1,D,07,D,2009,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,CHE,D,,1,1,D,2,D,,A
20242,05437174,26,0,5,110,D,34,D,,A,1,D,1,D,08,D,2014,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,FOR,D,,1,1,D,2,D,,A
20242,05437174,27,0,5,110,D,41,D,,A,1,D,1,D,07,D,2021,D,2,D,,A,60000,D,30000,D,30000,D,60,D,08,D,2021,D,522,D,.0170,D,32,D,14815,D,21,D,501,D,33,D,14314,D,20,D,502,D,34,D,13813,D,20,D,502,D,60000,D,,A,21,D,20,D,20,D,30000,D,2,D,03,D,LEX,D,2,1,1,D,2,D,.0190,D
20242,05437174,28,0,5,150,D,,A,,A,2,D,1,D,,C,2008,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,,2,,A,1,D,,A
20242,05437234,37,0,5,100,D,41,D,,A,1,D,1,D,09,D,2020,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,AUD,D,2,2,1,D,2,D,,A
20242,05437234,38,0,5,110,D,38,D,,A,1,D,1,D,06,D,2017,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,TOY,D,,1,1,D,2,D,,A
20242,05437234,39,0,5,110,D,39,D,,A,1,D,1,D,05,D,2019,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,FOR,D,3,2,2,D,2,D,,A
20242,05437234,40,0,5,165,D,,A,,A,2,D,1,D,05,D,2018,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,,1,,A,1,D,,A
20242,05437234,41,0,5,125,D,,A,,A,2,D,1,D,06,D,2018,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,,2,,A,1,D,,A
20242,05437284,31,0,5,100,D,39,D,,A,2,D,1,D,11,D,2020,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,NIS,D,,1,1,D,2,D,,A
20242,05437284,32,0,5,100,D,42,D,,A,1,D,1,D,03,D,2022,D,2,D,,A,65000,D,6000,D,50087,D,60,D,04,D,2022,D,900,D,.0300,D,24,D,31768,D,79,D,821,D,25,D,30948,D,77,D,823,D,26,D,30125,D,75,D,825,D,65000,D,,A,79,D,77,D,75,D,6000,D,2,D,03,D,TES,D,2,1,4,D,2,D,.0300,D
20242,05437284,33,0,5,110,D,44,D,,A,1,D,1,D,11,D,2023,D,2,D,22000,D,65000,D,0,D,65000,D,60,D,01,D,2024,D,1100,D,.0060,D,3,D,62864,D,31,D,1069,D,4,D,61796,D,31,D,1069,D,5,D,60727,D,30,D,1070,D,65000,D,,A,31,D,31,D,30,D,0,D,2,D,04,D,MRB,D,2,1,1,D,2,D,.0490,D
20242,05437304,22,0,5,125,D,,A,,A,1,D,1,D,04,D,2022,D,2,D,,A,33000,D,10000,D,4505,D,24,D,05,D,2022,D,200,D,.0615,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,33000,D,,A,,A,,A,,A,10000,D,2,D,01,D,,A,2,1,,A,2,D,,C
20242,05437384,49,0,5,110,D,35,D,,A,1,D,1,D,07,D,2015,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,RAM,D,,1,1,D,2,D,,A
20242,05437384,50,0,5,110,D,39,D,,A,1,D,1,D,,C,2019,D,2,D,,A,,C,,C,22995,D,60,D,10,D,2019,D,435,D,.0510,D,54,D,2994,D,13,D,422,D,55,D,2571,D,11,D,424,D,56,D,2147,D,9,D,426,D,,B,0.20,D,10,D,9,D,7,D,,C,2,D,02,D,CHE,D,,1,1,D,2,D,,C
20242,05437414,31,0,5,110,D,26,D,,A,1,D,1,D,04,D,2006,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,TOY,D,,1,1,D,2,D,,A
20242,05437414,32,0,5,100,D,36,D,,A,1,D,1,D,03,D,2016,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,SUB,D,,1,1,D,2,D,,A
20242,05437414,33,0,5,100,D,40,D,,A,1,D,1,D,01,D,2020,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,SUB,D,,1,1,D,2,D,,A
20242,05437424,30,0,5,110,D,31,D,,A,1,D,1,D,08,D,2011,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,MIT,D,,2,1,D,2,D,,A
20242,05437424,31,0,5,110,D,39,D,,A,1,D,1,D,03,D,2019,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,HON,D,2,2,1,D,2,D,,A
20242,05437464,24,0,5,100,D,32,D,,A,2,D,1,D,07,D,2015,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,VOK,D,,1,1,D,2,D,,A
20242,05437484,29,0,5,100,D,32,D,,A,1,D,1,D,11,D,2011,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,TOY,D,,2,1,D,2,D,,A
20242,05437484,30,0,5,110,D,43,D,,A,1,D,1,D,06,D,2023,D,,A,,A,33000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,33000,D,,A,,A,,A,,A,,A,,A,02,D,MAZ,D,2,2,1,D,2,D,,A
20242,05437504,14,0,5,110,D,38,D,,A,1,D,1,D,,C,,C,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,DOD,D,,1,1,D,2,D,,A
20242,05437504,15,0,5,100,D,,C,,A,1,D,1,D,,C,,C,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,FOR,D,,1,1,D,2,D,,A
20242,05437584,38,0,5,110,D,31,D,,A,2,D,1,D,11,D,2021,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,FOR,D,,2,1,D,1,D,,A
20242,05437584,39,0,5,100,D,39,D,,A,2,D,1,D,06,D,2020,D,2,D,,A,20000,D,2500,D,19736,D,60,D,07,D,2020,D,370,D,.0470,D,45,D,5711,D,22,D,348,D,46,D,5363,D,21,D,349,D,47,D,5014,D,20,D,350,D,20000,D,,A,22,D,21,D,20,D,2500,D,2,D,02,D,FOR,D,,1,1,D,2,D,.0400,D
20242,05437584,40,0,5,125,D,,A,,A,2,D,1,D,11,D,2021,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,,2,,A,1,D,,A
20242,05437764,15,0,5,100,D,37,D,,A,2,D,1,D,10,D,2022,D,2,D,,A,24000,D,2000,D,22000,D,60,D,11,D,2022,D,450,D,.0835,D,17,D,16993,D,118,D,332,D,18,D,16661,D,116,D,334,D,19,D,16327,D,114,D,336,D,24000,D,,A,118,D,116,D,114,D,2000,D,2,D,01,D,FOR,D,,1,1,D,2,D,.0850,D
20242,05437784,22,0,5,110,D,41,D,,A,1,D,1,D,12,D,2020,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,FOR,D,2,2,1,D,2,D,,A
20242,05437784,23,0,5,100,D,40,D,,A,1,D,1,D,05,D,2021,D,2,D,38050,D,55000,D,0,D,43217,D,60,D,12,D,2021,D,800,D,.0420,D,28,D,24880,D,87,D,713,D,29,D,24167,D,85,D,715,D,30,D,23452,D,82,D,718,D,55000,D,,A,87,D,85,D,82,D,0,D,2,D,02,D,LIN,D,1,1,1,D,2,D,,C
20242,05437794,24,0,5,100,D,35,D,,A,2,D,1,D,06,D,2017,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,LIN,D,,1,1,D,2,D,,A
20242,05437794,25,0,5,110,D,39,D,,A,2,D,1,D,03,D,2023,D,2,D,9500,D,21000,D,0,D,21000,D,60,D,04,D,2023,D,436,D,.0905,D,12,D,17828,D,134,D,302,D,13,D,17527,D,132,D,304,D,14,D,17223,D,130,D,306,D,21000,D,,A,134,D,132,D,130,D,0,D,2,D,02,D,GMC,D,,1,1,D,2,D,,C
20242,05437794,26,0,5,165,D,,A,,A,2,D,1,D,,C,,C,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,,1,,A,1,D,,A
20242,05437894,24,0,1,100,D,32,D,,A,2,D,1,D,11,D,2023,D,2,D,,A,18000,D,1500,D,14481,D,36,D,12,D,2023,D,455,D,.0815,D,4,D,13404,D,91,D,364,D,5,D,13040,D,89,D,366,D,6,D,12673,D,86,D,369,D,18000,D,,A,91,D,89,D,86,D,1500,D,2,D,01,D,DOD,D,,1,1,D,2,D,,C
20242,05437914,17,0,5,110,D,36,D,,A,2,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,NIS,D,,,1,D,,A,,A
20242,05437914,18,0,5,100,D,32,D,,A,2,D,1,D,01,D,2021,D,2,D,,A,12000,D,3000,D,7515,D,48,D,02,D,2021,D,168,D,.0350,D,38,D,1816,D,5,D,163,D,39,D,1654,D,5,D,163,D,40,D,1490,D,4,D,164,D,12000,D,,A,5,D,5,D,4,D,3000,D,2,D,02,D,HYU,D,,1,3,D,2,D,.0350,D
20242,05437934,28,0,5,110,D,39,D,,A,1,D,1,D,06,D,2019,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,TOY,D,1,1,1,D,2,D,,A
20242,05437934,29,0,5,110,D,41,D,,A,1,D,1,D,03,D,2021,D,2,D,8000,D,31000,D,20000,D,15000,D,60,D,04,D,2021,D,278,D,.0425,D,36,D,6637,D,24,D,254,D,37,D,6382,D,23,D,255,D,38,D,6127,D,22,D,256,D,31000,D,,A,24,D,23,D,22,D,20000,D,2,D,02,D,TOY,D,2,1,1,D,2,D,.0230,D
20242,05438044,18,0,5,110,D,35,D,,A,2,D,1,D,09,D,2015,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,KIA,D,,1,1,D,2,D,,A
20242,05438134,19,0,5,110,D,22,D,,A,2,D,1,D,,C,,C,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,FOR,D,,2,1,D,2,D,,A
20242,05438274,10,0,5,110,D,24,D,,A,2,D,1,D,04,D,2020,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,FOR,D,,2,1,D,1,D,,A
20242,05438294,26,0,5,100,D,24,D,,A,2,D,1,D,08,D,2008,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,TOY,D,,2,1,D,1,D,,A
20242,05438294,27,0,5,110,D,36,D,,A,2,D,1,D,02,D,2024,D,,A,,A,10950,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,10950,D,,A,,A,,A,,A,,A,,A,02,D,HON,D,,2,1,D,1,D,,A
20242,05438304,23,0,5,110,D,38,D,,A,1,D,1,D,04,D,2017,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,CHE,D,,2,1,D,2,D,,A
20242,05438314,29,0,5,100,D,42,D,,A,1,D,1,D,01,D,2022,D,2,D,6500,D,22000,D,10000,D,12500,D,48,D,02,D,2022,D,292,D,.0570,D,26,D,6340,D,30,D,262,D,27,D,6079,D,29,D,263,D,28,D,5815,D,28,D,264,D,22000,D,,A,30,D,29,D,28,D,10000,D,2,D,01,D,HON,D,2,1,1,D,2,D,.0190,D
20242,05438314,30,0,5,110,D,22,D,,A,2,D,1,D,05,D,2019,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,TOY,D,,2,1,D,1,D,,A
20242,05438314,31,0,5,100,D,41,D,,A,2,D,1,D,01,D,2021,D,2,D,,A,30000,D,,C,24772,D,48,D,01,D,2022,D,600,D,.0755,D,27,D,12269,D,77,D,523,D,28,D,11746,D,74,D,526,D,29,D,11220,D,71,D,529,D,30000,D,,A,77,D,74,D,71,D,,C,2,D,03,D,SUB,D,,1,1,D,2,D,.0499,D
20242,05438314,32,0,5,180,D,,A,,A,2,D,1,D,02,D,2022,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,,2,,A,1,D,,A
20242,05438384,17,0,5,100,D,33,D,,A,2,D,1,D,,C,2016,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,TOY,D,,2,1,D,1,D,,A
20242,05438444,46,0,5,100,D,39,D,,A,1,D,1,D,01,D,2020,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,MAZ,D,2,2,1,D,2,D,,A
20242,05438444,47,0,5,100,D,36,D,,A,1,D,1,D,07,D,2016,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,HON,D,,2,1,D,2,D,,A
20242,05438444,48,0,5,165,D,,A,,A,1,D,2,D,05,D,2020,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,,A,2,2,,A,2,D,,A
20242,05438454,30,0,5,110,D,42,D,,A,2,D,1,D,10,D,2022,D,2,D,,A,47000,D,2000,D,45000,D,72,D,10,D,2022,D,747,D,.0605,D,18,D,35792,D,180,D,567,D,19,D,35226,D,178,D,569,D,20,D,34656,D,175,D,572,D,47000,D,,A,180,D,178,D,175,D,2000,D,2,D,01,D,MRB,D,,1,1,D,2,D,,C
20242,05438454,31,0,5,110,D,33,D,,A,2,D,1,D,,C,2016,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,TOY,D,,1,1,D,2,D,,A
20242,05438544,50,0,5,100,D,38,D,,A,2,D,1,D,01,D,2021,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,SUB,D,,2,1,D,2,D,,A
20242,05438554,15,0,5,110,D,40,D,,A,1,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,NIS,D,,,1,D,2,D,,A
20242,05438554,16,0,5,110,D,42,D,,A,1,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,02,D,FOR,D,,,1,D,2,D,,A
20242,05438574,32,0,5,100,D,20,D,,A,2,D,1,D,,C,,C,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,HON,D,,2,1,D,1,D,,A
20242,05438574,33,0,5,100,D,42,D,,A,1,D,1,D,,C,2022,D,2,D,,C,,C,,C,40000,D,60,D,09,D,2022,D,755,D,.0500,D,19,D,29026,D,121,D,634,D,20,D,28392,D,118,D,637,D,21,D,27756,D,116,D,639,D,,B,0.20,D,97,D,94,D,93,D,,C,2,D,02,D,DOD,D,2,1,1,D,2,D,.0500,D
20242,05438574,34,0,1,110,D,28,D,,A,2,D,1,D,05,D,2024,D,2,D,905,D,2000,D,0,D,2000,D,60,D,07,D,2024,D,44,D,.1140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2000,D,,A,,A,,A,,A,0,D,2,D,03,D,MAZ,D,,1,1,D,2,D,.0600,D
20242,05438584,18,0,5,100,D,36,D,,A,2,D,1,D,09,D,2020,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,01,D,FOR,D,,2,1,D,1,D,,A
