QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TELBSNZ,TELBSNZ_,TELRESD,TELRESD_,TELCELL,TELCELL_,TINTNET,TINTNET_,TCABLE,TCABLE_,BILPERD,BILPERD_,QADINE1X,QADI_E1X,QADINE2X,QADI_E2X,QADINE3X,QADI_E3X,QADCAB1X,QADC_B1X,QADCAB2X,QADC_B2X,QADCAB3X,QADC_B3X,TELRES1X,TELR_S1X,TELRES2X,TELR_S2X,TELRES3X,TELR_S3X,TELCEL1X,TELC_L1X,TELCEL2X,TELC_L2X,TELCEL3X,TELC_L3X,TELBLPRS,TELB_PRS,TPHONE,TPHONE_,TELPURCH,TELMOBI,TELMOBI_,TELLAND,TELLAND_,TELOTHER,TELO_HER
20242,05539613,45,0,1,,A,,A,,A,1,D,2,D,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05539613,46,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,174,D,174,D,174,D,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20242,05539623,24,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05539623,25,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,,A,2,1,D,2,D,2,D
20242,05539623,26,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05539633,39,0,1,,A,,A,,A,1,D,2,D,,A,105,E,105,E,105,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,1,D,2,D
20242,05539633,40,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,115,D,115,D,115,D,,A,,A,2,1,D,2,D,2,D
20242,05539643,40,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,36,D,36,D,36,D,,A,,A,1,1,D,2,D,2,D
20242,05539643,41,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,,A,1,1,D,2,D,2,D
20242,05539643,42,0,1,,A,,A,,A,1,D,2,D,,A,80,D,85,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05539663,9,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05539663,10,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,45,D,45,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05539663,11,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,,A,1,1,D,2,D,2,D
20242,05539693,50,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,,A,3,1,D,2,D,2,D
20242,05539693,51,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20242,05539703,28,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,,A,,1,D,2,D,2,D
20242,05539703,29,0,1,,A,,A,,A,1,D,1,D,,A,72,E,73,E,71,E,84,E,83,E,85,E,,A,,A,,A,,A,,A,,A,,A,,A,,2,D,2,D,2,D
20242,05539753,15,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,,A,4,1,D,2,D,2,D
20242,05539783,19,0,1,,A,,A,,A,1,D,2,D,,A,45,E,46,E,45,E,,A,,A,,A,,A,,A,,A,63,E,62,E,63,E,,A,,A,2,1,D,2,D,2,D
20242,05539783,20,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,98,D,98,D,98,D,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05539793,21,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,165,D,165,D,165,D,,A,,A,1,1,D,2,D,2,D
20242,05539803,19,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,90,D,90,D,,A,,A,1,1,D,2,D,2,D
20242,05539813,11,0,1,,A,,A,,A,1,D,2,D,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20242,05539823,22,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,121,D,121,D,121,D,,A,,A,2,1,D,2,D,2,D
20242,05539823,23,0,1,,A,,A,,A,1,D,1,D,,A,49,E,49,E,48,E,86,E,86,E,87,E,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05539853,26,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,199,D,199,D,199,D,,A,,A,1,1,D,2,D,2,D
20242,05539853,27,0,1,,A,,A,,A,1,D,2,D,,A,91,D,91,D,91,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05539863,33,0,1,,A,,A,,A,1,D,2,D,,A,109,E,109,E,109,E,,A,,A,,A,,A,,A,,A,216,E,216,E,216,E,,A,,A,1,1,D,2,D,2,D
20242,05539863,34,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05539883,36,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,,A,1,1,D,2,D,2,D
20242,05539913,24,0,1,,A,,A,,A,1,D,2,D,,A,57,E,58,E,58,E,,A,,A,,A,26,E,25,E,25,E,,A,,A,,A,,A,,A,2,2,D,1,D,2,D
20242,05539943,25,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,49,D,49,D,49,D,,A,,A,2,1,D,2,D,2,D
20242,05539943,26,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05540003,29,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,210,D,210,D,210,D,,A,,A,2,1,D,2,D,2,D
20242,05540003,30,0,1,,A,,A,,A,1,D,2,D,,A,170,D,170,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05540113,40,0,1,,A,,A,,A,1,D,2,D,,A,52,E,52,E,51,E,,A,,A,,A,,A,,A,,A,88,E,88,E,89,E,,A,,A,1,1,D,2,D,2,D
20242,05540153,54,0,1,,A,,A,,A,1,D,1,D,,A,64,E,66,E,67,E,114,E,113,E,118,E,55,E,54,E,48,E,,A,,A,,A,,A,,A,,2,D,1,D,2,D
20242,05540153,55,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,92,D,92,D,92,D,,A,,A,,1,D,2,D,2,D
20242,05540213,25,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,,A,1,1,D,2,D,2,D
20242,05540213,26,0,1,,A,,A,,A,1,D,2,D,,A,150,D,150,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05540223,27,0,1,,A,,A,,A,1,D,2,D,,A,61,E,61,E,61,E,,A,,A,,A,,A,,A,,A,84,E,84,E,84,E,,A,,A,2,1,D,2,D,2,D
20242,05540243,47,0,1,,A,,A,,A,1,D,1,D,,A,141,E,142,E,150,E,152,E,151,E,160,E,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20242,05540243,48,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,137,D,137,D,138,D,,A,,A,1,1,D,2,D,2,D
20242,05540293,26,0,1,,A,,A,,A,1,D,2,D,,A,103,E,120,E,103,E,,A,,A,,A,103,E,86,E,103,E,,A,,A,,A,,A,,A,3,2,D,1,D,2,D
20242,05540293,27,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,185,D,185,D,185,D,,A,,A,3,1,D,2,D,2,D
20242,05540303,20,0,1,,A,,A,,A,1,D,2,D,,A,57,E,56,E,56,E,,A,,A,,A,41,E,42,E,42,E,,A,,A,,A,,A,,A,3,2,D,1,D,2,D
20242,05540303,21,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,64,D,64,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20242,05540313,44,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,,A,1,1,D,2,D,2,D
20242,05540313,45,0,1,,A,,A,,A,1,D,2,D,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05540323,32,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,,A,,A,2,1,D,2,D,2,D
20242,05540323,33,0,1,,A,,A,,A,1,D,2,D,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05540323,34,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,155,D,155,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05540363,33,0,1,,A,,A,,A,1,D,1,D,,A,140,E,139,E,136,E,160,E,161,E,164,E,,A,,A,,A,,A,,A,,A,,A,,A,,2,D,2,D,2,D
20242,05540363,34,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,158,D,158,D,158,D,,A,,A,2,1,D,2,D,2,D
20242,05540403,25,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,155,D,150,D,155,D,,A,,A,2,1,D,2,D,2,D
20242,05540403,26,0,1,,A,,A,,A,1,D,2,D,,A,75,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05540433,30,0,1,,A,,A,,A,1,D,1,D,,A,60,E,60,E,60,E,112,E,112,E,112,E,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20242,05540433,31,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,155,D,155,D,155,D,,A,,A,1,1,D,2,D,2,D
20242,05540463,39,0,1,,A,,A,,A,1,D,1,D,,A,61,E,60,E,60,E,79,E,83,E,82,E,54,E,51,E,52,E,,A,,A,,A,,A,,A,2,2,D,1,D,2,D
20242,05540493,35,0,1,,A,,A,,A,1,D,2,D,,A,78,E,79,E,78,E,,A,,A,,A,19,E,18,E,19,E,,A,,A,,A,,A,,A,3,2,D,1,D,2,D
20242,05540493,36,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,307,D,307,D,307,D,,A,,A,2,1,D,2,D,2,D
20242,05540523,31,0,1,,A,,A,,A,1,D,1,D,,A,111,E,111,E,111,E,177,E,177,E,179,E,90,E,90,E,88,E,,A,,A,,A,,A,,A,1,2,D,1,D,2,D
20242,05540523,32,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,227,D,227,D,227,D,,A,,A,1,1,D,2,D,2,D
20242,05540533,8,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,110,D,110,D,110,D,,A,,A,2,1,D,2,D,2,D
20242,05540533,9,0,1,,A,,A,,A,1,D,2,D,,A,82,D,82,D,82,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05540553,33,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,164,D,164,D,164,D,,A,,A,,1,D,2,D,2,D
20242,05540553,34,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05540563,27,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,,A,1,1,D,2,D,2,D
20242,05540563,28,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,25,D,45,D,45,D,,A,,A,2,1,D,2,D,2,D
20242,05540563,29,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05540563,30,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05540593,9,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,,A,,A,4,1,D,2,D,2,D
20242,05540663,36,0,1,,A,,A,,A,1,D,1,D,,A,67,E,68,E,68,E,109,E,108,E,108,E,54,E,54,E,54,E,,A,,A,,A,,A,,A,3,2,D,1,D,2,D
20242,05540663,37,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,135,D,135,D,135,D,,A,,A,3,1,D,2,D,2,D
20242,05540673,26,0,1,,A,,A,,A,1,D,1,D,,A,65,E,65,E,66,E,79,E,79,E,78,E,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05540673,27,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,210,D,210,D,210,D,,A,,A,1,1,D,2,D,2,D
20242,05540703,20,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,66,D,66,D,66,D,,A,,A,,A,,A,,A,2,2,D,1,D,2,D
20242,05540703,21,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,95,D,96,D,96,D,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05540733,17,0,1,,A,,A,,A,1,D,1,D,,A,60,E,60,E,60,E,60,E,60,E,60,E,69,E,69,E,69,E,,A,,A,,A,,A,,A,2,2,D,1,D,2,D
20242,05540743,23,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,,A,2,1,D,2,D,2,D
20242,05540743,24,0,1,,A,,A,,A,1,D,2,D,,A,100,D,100,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05540753,18,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,93,D,93,D,93,D,,A,,A,2,1,D,2,D,2,D
20242,05540753,19,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05540763,37,0,1,,A,,A,,A,1,D,1,D,,A,130,E,130,E,130,E,155,E,155,E,155,E,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20242,05540763,38,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,175,D,175,D,175,D,,A,,A,2,1,D,2,D,2,D
20242,05540823,27,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,240,D,240,D,240,D,,A,,A,1,1,D,2,D,2,D
20242,05540913,15,0,1,,A,,A,,A,1,D,2,D,,A,105,E,105,E,106,E,,A,,A,,A,,A,,A,,A,145,E,145,E,144,E,,A,,A,1,1,D,2,D,2,D
20242,05540963,28,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D,,A,,A,1,1,D,2,D,2,D
20242,05540963,29,0,1,,A,,A,,A,1,D,2,D,,A,25,D,25,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05540973,48,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,170,D,170,D,170,D,,A,,A,3,1,D,2,D,2,D
20242,05540973,49,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20242,05541003,25,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,146,D,146,D,146,D,,A,,A,1,1,D,2,D,2,D
20242,05541003,26,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,,A,,A,,A,,A,1,2,D,1,D,2,D
20242,05541003,27,0,1,,A,,A,,A,1,D,1,D,,A,47,E,47,E,47,E,70,E,70,E,70,E,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05541013,24,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,,A,,A,3,1,D,2,D,2,D
20242,05541013,25,0,1,,A,,A,,A,1,D,1,D,,A,48,E,48,E,48,E,102,E,102,E,102,E,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20242,05541043,21,0,1,,A,,A,,A,1,D,2,D,,A,53,D,53,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05541043,22,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,,A,1,1,D,2,D,2,D
20242,05541083,49,0,1,,A,,A,,A,1,D,1,D,,A,131,E,131,E,128,E,124,E,124,E,122,E,85,E,85,E,90,E,,A,,A,,A,,A,,A,3,2,D,1,D,2,D
20242,05541083,50,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,,A,1,1,D,2,D,2,D
20242,05541113,20,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,105,D,105,D,105,D,,A,,A,1,1,D,2,D,2,D
20242,05541144,7,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,50,D,50,D,,A,,A,,1,D,2,D,2,D
20242,05541163,18,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,190,D,190,D,190,D,,A,,A,2,1,D,2,D,2,D
20242,05541163,19,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05541183,20,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,2,1,D,2,D,2,D
20242,05541183,21,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20242,05541224,11,0,1,,A,,A,,A,1,D,2,D,,A,40,D,40,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05541243,14,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,,A,2,1,D,2,D,2,D
20242,05541273,9,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,95,D,95,D,95,D,,A,,A,2,1,D,2,D,2,D
20242,05541323,20,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,144,D,144,D,144,D,,A,,A,2,1,D,2,D,2,D
20242,05541323,21,0,1,,A,,A,,A,1,D,2,D,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05541343,12,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,,A,2,1,D,2,D,2,D
20242,05541343,13,0,1,,A,,A,,A,1,D,1,D,,A,18,E,17,E,18,E,31,E,32,E,31,E,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05541363,17,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,1,1,D,2,D,2,D
20242,05541373,22,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,174,E,174,E,174,E,326,E,326,E,326,E,,A,,A,1,1,D,1,D,2,D
20242,05541373,23,0,1,,A,,A,,A,1,D,2,D,,A,150,D,150,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05541403,18,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,220,D,220,D,220,D,,A,,A,2,1,D,2,D,2,D
20242,05541403,19,0,1,,A,,A,,A,1,D,2,D,,A,110,D,110,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05541413,14,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,313,D,313,D,313,D,,A,,A,2,1,D,2,D,2,D
20242,05541413,15,0,1,,A,,A,,A,1,D,1,D,,A,56,E,56,E,56,E,77,E,77,E,77,E,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05541444,48,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,155,D,155,D,155,D,,A,,A,2,1,D,2,D,2,D
20242,05541444,49,0,1,,A,,A,,A,1,D,2,D,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05541483,38,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,34,D,34,D,34,D,,A,,A,2,1,D,2,D,2,D
20242,05541523,31,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,106,D,106,D,106,D,,A,,A,3,1,D,2,D,2,D
20242,05541523,32,0,1,,A,,A,,A,1,D,2,D,,A,190,D,190,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20242,05541533,37,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,187,D,187,D,187,D,,A,,A,1,1,D,2,D,2,D
20242,05541533,38,0,1,,A,,A,,A,1,D,2,D,,A,134,D,134,D,134,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05541554,17,0,1,0.80,D,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,28,D,28,D,28,D,,A,,A,1,1,D,2,D,2,D
20242,05541593,18,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,83,D,83,D,83,D,,A,,A,2,1,D,2,D,2,D
20242,05541593,19,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05541623,48,0,1,,A,,A,,A,1,D,2,D,,A,60,E,61,E,66,E,,A,,A,,A,52,E,51,E,46,E,,A,,A,,A,,A,,A,2,2,D,1,D,2,D
20242,05541623,49,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,105,D,105,D,105,D,,A,,A,2,1,D,2,D,2,D
20242,05541623,50,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,51,D,51,D,51,D,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05541663,8,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,,A,2,1,D,2,D,2,D
20242,05541663,9,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,135,D,135,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,3,2,D,2,D,2,D
20242,05541693,48,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,,A,1,1,D,2,D,2,D
20242,05541693,49,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05541703,13,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,22,E,22,E,22,E,,A,,A,,A,23,E,23,E,23,E,,A,,A,2,1,D,2,D,2,D
20242,05541743,40,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05541743,41,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,145,D,145,D,145,D,,A,,A,2,1,D,2,D,2,D
20242,05541753,17,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,105,D,105,D,105,D,,A,,A,2,1,D,2,D,2,D
20242,05541753,18,0,1,,A,,A,,A,1,D,2,D,,A,74,D,74,D,74,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,2,D,2,D,2,D
20242,05541763,31,0,1,0.50,D,,A,,A,1,D,1,D,,A,42,E,42,E,44,E,51,E,50,E,51,E,33,E,32,E,31,E,74,E,76,E,74,E,,A,,A,3,1,D,1,D,2,D
20242,05541783,29,0,1,,A,,A,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,,A,1,1,D,2,D,2,D
20242,05541783,30,0,1,,A,,A,,A,1,D,2,D,,A,112,D,112,D,112,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
20242,05541783,31,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,108,D,108,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,1,2,D,2,D,2,D
