QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MISCCODE,MISC_ODE,MISCMO,MISCMO_,MISCGFTC,MISC_FTC,MISCEXPX,MISC_XPX,MISCDE1,MISCDE1_,MISCDE2,MISCDE2_,MISCDE3,MISCDE3_,MISCDE4,MISCDE4_,MISCDE5,MISCDE5_,MISCDE6,MISCDE6_,MISCDE7,MISCDE7_,MISCDE8,MISCDE8_,MISCDE9,MISPURCH,MISCDE9_
20241,05590231,25,0,1,460,D,12,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590281,36,0,1,140,D,13,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590281,37,0,1,150,D,11,D,1,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590281,38,0,1,160,D,13,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590281,39,0,1,170,D,11,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590281,40,0,1,170,D,12,D,1,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590281,41,0,1,180,D,13,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590281,42,0,1,400,D,11,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590281,43,0,1,390,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590281,44,0,1,460,D,12,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590291,25,0,1,140,D,01,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590291,26,0,1,180,D,13,D,1,D,340,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05590291,27,0,1,250,D,11,D,1,D,340,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590291,28,0,1,260,D,11,D,1,D,625,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590291,29,0,1,260,D,11,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590291,30,0,1,240,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590291,31,0,1,240,D,13,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590311,24,0,1,370,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590311,25,0,1,230,D,13,D,1,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590321,18,0,1,240,D,13,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590331,19,0,1,210,D,01,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590331,20,0,1,170,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05590331,21,0,1,210,D,01,D,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590461,7,0,1,240,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590511,15,0,1,240,D,01,D,1,D,127,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590561,8,0,1,330,D,01,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590571,12,0,1,140,D,11,D,1,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590571,13,0,1,140,D,12,D,1,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590571,14,0,1,140,D,01,D,1,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590571,15,0,1,360,D,12,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590571,16,0,1,330,D,12,D,2,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590571,17,0,1,250,D,11,D,1,D,93,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590571,18,0,1,250,D,12,D,1,D,93,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590571,19,0,1,250,D,01,D,1,D,93,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590621,18,0,1,330,D,12,D,2,D,572,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590621,19,0,1,340,D,12,D,2,D,459,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590621,20,0,1,240,D,11,D,2,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590731,26,0,1,380,D,01,D,1,D,182,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590731,28,0,1,210,D,01,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590731,29,0,1,390,D,11,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590731,30,0,1,390,D,12,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590731,31,0,1,390,D,01,D,1,D,360,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590731,32,0,1,260,D,12,D,1,D,1156,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590731,33,0,1,420,D,01,D,1,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590821,11,0,1,330,D,12,D,2,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590831,17,0,1,330,D,12,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05590851,11,0,1,345,D,12,D,1,D,,H,340,D,330,D,,A,,A,,A,,A,,A,,A,,1,A
20241,05590851,11,1,1,340,D,12,D,1,D,58,E,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20241,05590851,11,2,1,330,D,12,D,1,D,142,E,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20241,05591051,12,0,1,180,D,13,D,1,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591051,13,0,1,370,D,01,D,1,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591051,14,0,1,330,D,12,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591051,15,0,1,240,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591051,16,0,1,250,D,13,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591061,17,0,1,240,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591061,18,0,1,250,D,12,D,1,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05591061,19,0,1,260,D,11,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05591171,19,0,1,170,D,13,D,1,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591271,26,0,1,140,D,13,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05591271,27,0,1,170,D,13,D,1,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591271,28,0,1,180,D,13,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591271,29,0,1,370,D,01,D,1,D,86,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591271,30,0,1,150,D,11,D,1,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591271,31,0,1,240,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591271,32,0,1,460,D,11,D,1,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591311,25,0,1,260,D,11,D,1,D,447,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591311,26,0,1,260,D,12,D,1,D,388,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591451,23,0,1,380,D,13,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591451,24,0,1,370,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591451,25,0,1,330,D,12,D,2,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591451,26,0,1,340,D,12,D,2,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591501,13,0,1,240,D,13,D,1,D,68,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05591501,14,0,1,240,D,13,D,1,D,52,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05591501,15,0,1,260,D,12,D,1,D,324,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591501,16,0,1,260,D,11,D,1,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591511,33,0,1,140,D,12,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591521,12,0,1,330,D,12,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591521,13,0,1,240,D,13,D,1,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05591531,16,0,1,370,D,13,D,1,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591531,17,0,1,370,D,13,D,1,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591531,18,0,1,330,D,12,D,1,D,68,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591531,19,0,1,240,D,11,D,1,D,156,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591531,20,0,1,260,D,12,D,1,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591541,13,0,1,140,D,12,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591541,14,0,1,330,D,12,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591581,14,0,1,390,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591581,15,0,1,330,D,12,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591641,13,0,1,210,D,11,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591641,14,0,1,210,D,12,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591641,15,0,1,210,D,01,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591641,16,0,1,240,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591701,11,0,1,330,D,12,D,2,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591771,15,0,1,380,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591851,12,0,1,360,D,11,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591851,13,0,1,330,D,12,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591921,6,0,1,170,D,13,D,1,D,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591981,7,0,1,140,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05591981,8,0,1,240,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592001,11,0,1,360,D,12,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592041,12,0,1,240,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592041,13,0,1,260,D,01,D,1,D,136,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592071,30,0,1,160,D,01,D,1,D,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592071,31,0,1,370,D,13,D,1,D,11,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592071,32,0,1,360,D,01,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05592071,33,0,1,340,D,12,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592221,15,0,1,240,D,12,D,1,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592281,11,0,1,160,D,11,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592281,12,0,1,370,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592301,20,0,1,140,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592301,21,0,1,380,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592301,22,0,1,330,D,12,D,2,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592301,23,0,1,250,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592321,12,0,1,240,D,12,D,1,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592411,10,0,1,390,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592431,7,0,1,140,D,11,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592471,20,0,1,210,D,01,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592471,21,0,1,240,D,13,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592501,12,0,1,140,D,12,D,2,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592501,13,0,1,390,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592501,14,0,1,340,D,12,D,2,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592501,15,0,1,240,D,12,D,1,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592511,16,0,1,140,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592511,17,0,1,250,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592511,18,0,1,240,D,13,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592511,19,0,1,420,D,12,D,1,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592641,18,0,1,340,D,12,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592641,19,0,1,460,D,12,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20241,05592751,6,0,1,340,D,12,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592781,21,0,1,390,D,13,D,1,D,128,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592791,18,0,1,240,D,01,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592791,19,0,1,250,D,11,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592811,12,0,1,260,D,01,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592831,14,0,1,380,D,01,D,1,D,495,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592831,15,0,1,380,D,01,D,1,D,495,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592871,14,0,1,210,D,11,D,1,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592921,15,0,1,170,D,13,D,1,D,53,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592921,16,0,1,330,D,12,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592921,17,0,1,340,D,01,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592941,13,0,1,265,D,11,D,1,D,,H,240,D,250,D,260,D,,A,,A,,A,,A,,A,,,A
20241,05592941,13,1,1,240,D,11,D,1,D,216,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592941,13,2,1,250,D,11,D,1,D,355,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592941,13,3,1,260,D,11,D,1,D,679,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592941,14,0,1,265,D,01,D,1,D,,H,240,D,250,D,260,D,,A,,A,,A,,A,,A,,,A
20241,05592941,14,1,1,240,D,01,D,1,D,216,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592941,14,2,1,250,D,01,D,1,D,355,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592941,14,3,1,260,D,01,D,1,D,679,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592941,15,0,1,265,D,12,D,1,D,,H,240,D,250,D,260,D,,A,,A,,A,,A,,A,,,A
20241,05592941,15,1,1,240,D,12,D,1,D,146,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592941,15,2,1,250,D,12,D,1,D,243,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05592941,15,3,1,260,D,12,D,1,D,461,E,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593011,19,0,1,170,D,01,D,1,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593011,20,0,1,330,D,12,D,1,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593051,27,0,1,140,D,01,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593051,28,0,1,240,D,13,D,1,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05593051,29,0,1,250,D,12,D,1,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593051,30,0,1,260,D,12,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593071,32,0,1,140,D,11,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593071,33,0,1,140,D,12,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593071,34,0,1,170,D,13,D,1,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20241,05593071,35,0,1,180,D,11,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20241,05593071,36,0,1,370,D,12,D,1,D,380,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593071,37,0,1,130,D,11,D,1,D,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593081,10,0,1,390,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593081,11,0,1,240,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593101,8,0,1,160,D,12,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593301,26,0,1,140,D,13,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05593301,27,0,1,170,D,13,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593301,28,0,1,180,D,13,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593301,29,0,1,240,D,13,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593301,30,0,1,240,D,01,D,1,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593311,6,0,1,170,D,13,D,1,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593321,14,0,1,140,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593321,15,0,1,390,D,13,D,1,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593321,16,0,1,260,D,11,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593321,17,0,1,260,D,01,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593321,18,0,1,240,D,13,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593401,11,0,1,330,D,12,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593431,12,0,1,240,D,13,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593451,25,0,1,260,D,13,D,1,D,210,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593491,21,0,1,380,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593491,22,0,1,180,D,13,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593491,23,0,1,330,D,12,D,1,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593491,24,0,1,240,D,01,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593641,21,0,1,140,D,12,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05593641,22,0,1,360,D,01,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593641,23,0,1,230,D,13,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593641,24,0,1,240,D,13,D,1,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593651,23,0,1,380,D,13,D,1,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593651,24,0,1,170,D,11,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593651,25,0,1,460,D,12,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593721,9,0,1,210,D,01,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593791,8,0,1,140,D,12,D,2,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593791,9,0,1,340,D,12,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593881,14,0,1,140,D,12,D,1,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593881,15,0,1,250,D,13,D,1,D,520,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593881,16,0,1,260,D,13,D,1,D,380,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593961,11,0,1,330,D,12,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05593971,9,0,1,180,D,13,D,1,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05593971,10,0,1,390,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594041,15,0,1,170,D,12,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594071,13,0,1,330,D,12,D,1,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594141,9,0,1,160,D,12,D,1,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05594151,11,0,1,140,D,12,D,2,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594151,12,0,1,240,D,12,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05594151,13,0,1,250,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594151,14,0,1,260,D,12,D,1,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594211,9,0,1,170,D,13,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594261,14,0,1,380,D,13,D,1,D,120,F,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594301,9,0,1,140,D,12,D,1,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594341,10,0,1,240,D,13,D,1,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594341,11,0,1,240,D,12,D,1,D,17,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594351,15,0,1,330,D,12,D,1,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594431,11,0,1,380,D,13,D,1,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594431,12,0,1,330,D,12,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594501,22,0,1,380,D,13,D,1,D,168,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594501,23,0,1,210,D,11,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594501,24,0,1,230,D,12,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594501,25,0,1,390,D,13,D,1,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594511,9,0,1,240,D,11,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20241,05594511,10,0,1,240,D,12,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20241,05594511,11,0,1,240,D,01,D,1,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20241,05594511,12,0,1,260,D,11,D,1,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594561,10,0,1,240,D,13,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594581,16,0,1,140,D,12,D,1,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594581,17,0,1,380,D,13,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594581,18,0,1,380,D,12,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594581,19,0,1,340,D,12,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594581,20,0,1,240,D,01,D,1,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594581,21,0,1,240,D,12,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594581,22,0,1,250,D,11,D,1,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594581,23,0,1,260,D,11,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594581,24,0,1,260,D,01,D,1,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594581,25,0,1,240,D,13,D,1,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594841,13,0,1,170,D,01,D,1,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594841,14,0,1,390,D,12,D,1,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594841,15,0,1,240,D,12,D,1,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,2,A
20241,05594901,14,0,1,240,D,13,D,1,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
20241,05594901,15,0,1,460,D,11,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20241,05594901,16,0,1,460,D,12,D,1,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,1,A
20241,05594901,17,0,1,260,D,01,D,1,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,,A
