NEWID,SEQNO,ALCNO,ADLTCLOX,ADLT_LOX,CHLDCLOX,CHLD_LOX,CLOGFTX,CLOGFTX_,QYEAR,REC_STAT
05439563,2,0,0,D,,A,250,D,20241,1
05439583,1,0,0,D,,A,0,D,20241,1
05439593,2,0,0,D,,A,0,D,20241,1
05439603,1,0,70,D,,A,0,D,20241,1
05439613,2,0,150,D,,A,250,D,20241,1
05439633,4,0,0,D,50,D,0,D,20241,1
05439693,15,0,400,D,250,D,150,D,20241,1
05439723,2,0,0,D,100,D,0,D,20241,1
05439733,4,0,200,D,,A,0,D,20241,1
05439743,3,0,600,D,,A,500,D,20241,1
05439783,7,0,110,F,0,D,100,F,20241,1
05439793,1,0,0,D,,A,200,D,20241,1
05439843,2,0,60,D,,A,300,D,20241,1
05439883,2,0,0,D,,A,0,D,20241,1
05439893,1,0,1100,D,,A,0,D,20241,1
05439943,1,0,89,D,,A,0,D,20241,1
05439963,2,0,0,D,1000,D,0,D,20241,1
05440053,3,0,1150,D,,A,0,D,20241,1
05440173,1,0,300,D,0,D,900,D,20241,1
05440183,2,0,0,D,,A,35,D,20241,1
05440203,1,0,300,D,,A,0,D,20241,1
05440223,1,0,200,D,,A,50,D,20241,1
05440234,2,0,300,D,,A,150,D,20241,1
05440253,4,0,400,D,,A,300,D,20241,1
05440263,3,0,600,D,,A,50,D,20241,1
05440283,2,0,200,D,,A,0,D,20241,1
05440303,1,0,200,F,,A,0,D,20241,1
05440323,5,0,350,D,250,D,300,D,20241,1
05440393,1,0,5,D,,A,0,D,20241,1
05440503,2,0,140,D,,A,0,D,20241,1
05440513,1,0,50,D,100,D,0,D,20241,1
05440523,1,0,70,D,,A,0,D,20241,1
05440543,3,0,400,D,,A,0,D,20241,1
05440603,1,0,250,D,,A,0,D,20241,1
05440623,3,0,30,D,,A,0,D,20241,1
05440643,1,0,175,D,,A,0,D,20241,1
05440713,2,0,20,D,,A,0,D,20241,1
05440753,1,0,0,D,,A,0,D,20241,1
05440813,2,0,115,D,,A,0,D,20241,1
05440873,3,0,0,D,,A,0,D,20241,1
05440893,10,0,200,D,500,D,0,D,20241,1
05440923,1,0,0,D,,A,0,D,20241,1
05440983,5,0,0,D,,A,0,D,20241,1
05441123,2,0,0,D,100,D,250,D,20241,1
05441133,1,0,289,D,66,D,0,D,20241,1
05441143,1,0,0,D,,A,0,D,20241,1
05441153,1,0,50,D,150,D,0,D,20241,1
05441253,2,0,400,D,,A,0,D,20241,1
05441263,1,0,450,D,,A,0,D,20241,1
05441273,1,0,70,D,,A,0,D,20241,1
05441283,1,0,0,D,,A,0,D,20241,1
05441293,2,0,2000,D,500,D,300,D,20241,1
05441323,1,0,0,D,,A,600,D,20241,1
05441343,1,0,250,D,,A,0,D,20241,1
05441353,2,0,200,D,,A,0,D,20241,1
05441383,1,0,300,F,,A,0,D,20241,1
05441403,1,0,0,D,,A,0,D,20241,1
05441463,2,0,60,D,0,D,0,D,20241,1
05441483,1,0,0,D,,A,0,D,20241,1
05441493,1,0,12,D,,A,0,D,20241,1
05441553,1,0,200,D,,A,350,D,20241,1
05441593,2,0,400,D,,A,100,D,20241,1
05441633,1,0,0,D,,A,0,D,20241,1
05441643,1,0,0,D,,A,0,D,20241,1
05441683,1,0,0,D,,A,0,D,20241,1
05441693,1,0,320,D,,A,0,D,20241,1
05441743,5,0,300,D,,A,150,D,20241,1
05441753,1,0,126,D,,A,0,D,20241,1
05441823,2,0,0,D,,A,0,D,20241,1
05441903,1,0,2000,D,,A,0,D,20241,1
05441913,1,0,1274,D,,A,262,D,20241,1
05441933,6,0,0,D,,A,0,D,20241,1
05441963,5,0,220,D,230,D,0,D,20241,1
05441973,4,0,180,D,140,D,0,D,20241,1
05441983,2,0,200,D,,A,500,D,20241,1
05441993,4,0,122,D,,A,0,D,20241,1
05442003,6,0,320,D,,A,200,D,20241,1
05442053,4,0,0,D,,A,0,D,20241,1
05442063,1,0,1500,D,,A,600,D,20241,1
05442123,1,0,0,D,,A,100,D,20241,1
05442163,3,0,150,D,,A,0,D,20241,1
05442243,1,0,0,D,0,D,0,D,20241,1
05442253,1,0,300,D,1000,D,100,D,20241,1
05442273,1,0,0,D,,A,0,D,20241,1
05442283,2,0,920,D,,A,250,D,20241,1
05442293,3,0,150,D,100,D,50,D,20241,1
05442313,1,0,0,D,,A,0,D,20241,1
05442343,5,0,100,D,,A,0,D,20241,1
05442383,1,0,0,D,,A,0,D,20241,1
05442453,1,0,250,D,,A,0,D,20241,1
05442463,5,0,120,D,50,D,0,D,20241,1
05442503,1,0,500,D,,A,500,D,20241,1
05442513,1,0,500,D,,A,400,D,20241,1
05442523,2,0,170,D,200,D,0,D,20241,1
05442533,1,0,350,D,200,D,0,D,20241,1
05442573,1,0,200,D,,A,0,D,20241,1
05442583,1,0,140,D,,A,0,D,20241,1
05442593,3,0,68,D,128,D,0,D,20241,1
05442623,2,0,360,D,,A,0,D,20241,1
05442673,1,0,500,D,,A,0,D,20241,1
05442683,15,0,100,D,,A,35,D,20241,1
05442753,2,0,100,D,,A,0,D,20241,1
05442783,2,0,700,D,,A,300,D,20241,1
05442933,1,0,175,D,,A,0,D,20241,1
05442973,1,0,0,D,,A,0,D,20241,1
05443033,3,0,80,D,,A,0,D,20241,1
05443043,3,0,40,D,,A,0,D,20241,1
05443083,1,0,0,D,,A,0,D,20241,1
05443113,1,0,400,D,,A,100,F,20241,1
05443163,4,0,100,D,,A,200,D,20241,1
05443203,1,0,0,D,,A,0,D,20241,1
05443223,1,0,0,D,,A,0,D,20241,1
05443233,2,0,0,D,,A,0,D,20241,1
05443273,1,0,150,F,,A,200,F,20241,1
05443283,1,0,150,D,100,D,0,D,20241,1
05443313,1,0,70,D,,A,0,D,20241,1
05443323,2,0,50,D,,A,200,D,20241,1
05443333,2,0,100,D,0,D,0,D,20241,1
05443343,1,0,50,F,300,F,1500,F,20241,1
05443373,2,0,500,D,2500,D,0,D,20241,1
05443393,1,0,450,D,0,D,0,D,20241,1
05443403,3,0,200,D,,A,0,D,20241,1
05443413,1,0,0,D,0,D,0,D,20241,1
05443433,1,0,120,D,,A,0,D,20241,1
05443453,2,0,0,D,0,D,0,D,20241,1
05443493,1,0,192,D,,A,100,D,20241,1
05443533,1,0,0,D,,A,0,D,20241,1
05443543,1,0,600,D,0,D,130,D,20241,1
05443633,1,0,100,D,800,D,200,D,20241,1
05443643,1,0,0,D,,A,0,D,20241,1
05443663,2,0,400,D,,A,0,D,20241,1
05443673,1,0,0,D,,A,0,D,20241,1
05443693,1,0,0,D,,A,0,D,20241,1
05443723,1,0,600,D,,A,450,D,20241,1
05443763,1,0,84,D,,A,0,D,20241,1
05443793,4,0,300,D,,A,0,D,20241,1
05443803,1,0,0,D,,A,0,D,20241,1
05443823,3,0,600,D,300,D,0,D,20241,1
05443833,1,0,220,D,,A,0,D,20241,1
05443843,1,0,10,D,,A,0,D,20241,1
05443863,1,0,0,D,,A,0,D,20241,1
05443883,1,0,0,D,,A,0,D,20241,1
05443903,1,0,100,D,,A,0,D,20241,1
05443933,1,0,0,D,0,D,0,D,20241,1
05443993,1,0,0,D,,A,0,D,20241,1
05444003,2,0,2500,D,1000,D,0,D,20241,1
05444043,2,0,180,D,,A,0,D,20241,1
05444053,1,0,300,D,300,D,300,D,20241,1
05444073,1,0,200,D,,A,200,D,20241,1
05444163,1,0,0,D,0,D,0,D,20241,1
05444233,1,0,400,D,,A,0,D,20241,1
05444303,1,0,0,D,,A,0,D,20241,1
05444313,1,0,200,D,,A,500,D,20241,1
05444323,2,0,50,D,150,D,0,D,20241,1
05444423,3,0,125,D,,A,50,D,20241,1
05444504,1,0,175,D,,A,0,D,20241,1
05444523,1,0,52,D,,A,0,D,20241,1
05444573,2,0,300,D,,A,50,D,20241,1
05444683,5,0,100,D,0,D,200,D,20241,1
05444693,1,0,100,D,,A,0,D,20241,1
05444733,2,0,250,D,,A,200,D,20241,1
05444763,5,0,6,D,,A,60,D,20241,1
05444833,1,0,44,D,,A,0,D,20241,1
05444883,1,0,0,D,,A,0,D,20241,1
05444913,1,0,200,D,,A,20,D,20241,1
05444963,1,0,30,D,,A,0,D,20241,1
05444983,1,0,400,D,,A,200,D,20241,1
05445053,4,0,40,D,,A,0,D,20241,1
05445073,4,0,598,D,143,D,282,D,20241,1
05445093,1,0,300,D,,A,200,D,20241,1
05445133,1,0,0,D,,A,0,D,20241,1
05445173,1,0,2000,D,,A,0,D,20241,1
05445183,1,0,40,D,300,D,0,D,20241,1
05445243,1,0,0,D,,A,0,D,20241,1
05445263,1,0,0,D,,A,0,D,20241,1
05445313,4,0,0,D,,A,1000,D,20241,1
05445393,1,0,300,D,,A,0,D,20241,1
05445423,1,0,0,D,0,D,0,D,20241,1
05445533,1,0,300,D,500,D,0,D,20241,1
05445553,1,0,0,D,,A,0,D,20241,1
05445573,1,0,400,D,300,D,0,D,20241,1
05445583,1,0,250,D,100,D,0,D,20241,1
05445603,1,0,500,D,1000,D,150,D,20241,1
05445613,1,0,0,D,,A,0,D,20241,1
05445623,2,0,0,D,,A,0,D,20241,1
05445663,4,0,400,D,250,D,0,D,20241,1
05445673,1,0,0,D,,A,0,D,20241,1
05445733,1,0,0,D,,A,0,D,20241,1
05445743,2,0,0,D,,A,0,D,20241,1
05445753,4,0,0,D,,A,100,D,20241,1
05445773,1,0,0,D,,A,0,D,20241,1
05445783,5,0,200,D,,A,0,D,20241,1
05445793,1,0,13,D,,A,0,D,20241,1
05445803,5,0,300,F,300,F,125,F,20241,1
05445823,1,0,400,D,,A,225,D,20241,1
05445853,1,0,0,D,,A,0,D,20241,1
05445863,1,0,150,D,,A,0,D,20241,1
05445913,1,0,25,D,,A,0,D,20241,1
05445983,1,0,400,D,35,D,0,D,20241,1
05445993,2,0,0,D,,A,0,D,20241,1
05446013,2,0,350,D,250,D,200,D,20241,1
05446033,5,0,100,D,,A,0,D,20241,1
05446043,6,0,100,D,100,D,0,D,20241,1
05446113,7,0,100,D,0,D,0,D,20241,1
05446133,3,0,100,D,,A,0,D,20241,1
05446153,1,0,2000,D,,A,0,D,20241,1
05446183,1,0,0,D,0,D,0,D,20241,1
05446193,1,0,0,D,50,D,0,D,20241,1
05446203,2,0,300,D,,A,150,D,20241,1
05446273,1,0,0,D,,A,0,D,20241,1
05446393,1,0,150,D,,A,0,D,20241,1
05446403,2,0,150,D,,A,0,D,20241,1
05446413,1,0,500,D,,A,0,D,20241,1
05446453,4,0,500,D,,A,0,D,20241,1
05446503,3,0,0,D,350,D,0,D,20241,1
05446533,5,0,600,D,,A,100,D,20241,1
05446553,2,0,200,D,,A,400,D,20241,1
05538002,1,0,200,D,,A,0,D,20241,1
05538032,7,0,800,D,500,D,200,D,20241,1
05538052,1,0,0,D,,A,0,D,20241,1
05538062,1,0,100,D,,A,0,D,20241,1
05538092,15,0,300,D,,A,300,D,20241,1
05538142,3,0,100,D,150,D,0,D,20241,1
05538172,1,0,0,D,,A,200,D,20241,1
05538182,2,0,500,D,,A,0,D,20241,1
05538192,1,0,300,D,,A,0,D,20241,1
05538202,1,0,0,D,,A,0,D,20241,1
05538232,1,0,200,D,400,D,0,D,20241,1
05538272,1,0,300,D,300,D,0,D,20241,1
05538282,2,0,0,D,,A,0,D,20241,1
05538292,1,0,0,D,,A,0,D,20241,1
05538312,2,0,0,D,,A,0,D,20241,1
05538362,2,0,40,D,0,D,0,D,20241,1
05538372,3,0,0,D,,A,0,D,20241,1
05538392,1,0,100,D,,A,500,D,20241,1
05538402,1,0,0,D,,A,0,D,20241,1
05538442,1,0,100,D,,A,0,D,20241,1
05538512,1,0,0,D,,A,0,D,20241,1
05538542,4,0,574,D,,A,0,D,20241,1
05538662,1,0,0,D,,A,0,D,20241,1
05538682,2,0,500,D,,A,300,D,20241,1
05538692,3,0,400,D,,A,0,D,20241,1
05538732,3,0,1200,D,,A,0,D,20241,1
05538752,1,0,0,D,,A,50,D,20241,1
05538792,1,0,0,D,,A,500,D,20241,1
05538832,3,0,150,D,,A,156,D,20241,1
05538882,2,0,30,D,,A,0,D,20241,1
05538912,4,0,500,D,,A,0,D,20241,1
05538922,9,0,150,D,,A,800,D,20241,1
05538932,2,0,0,D,,A,250,D,20241,1
05538942,4,0,0,D,,A,0,D,20241,1
05538952,3,0,0,D,,A,0,D,20241,1
05538982,1,0,200,F,,A,30,F,20241,1
05539032,1,0,0,D,,A,0,D,20241,1
05539042,1,0,0,D,,A,0,D,20241,1
05539052,1,0,130,D,,A,0,D,20241,1
05539072,1,0,200,D,100,D,0,D,20241,1
05539102,1,0,0,D,,A,0,D,20241,1
05539142,1,0,150,D,,A,0,D,20241,1
05539152,2,0,100,D,,A,200,D,20241,1
05539162,3,0,300,D,,A,0,D,20241,1
05539172,1,0,0,D,80,D,0,D,20241,1
05539262,2,0,0,D,,A,0,D,20241,1
05539312,1,0,0,D,,A,0,D,20241,1
05539322,1,0,0,D,30,D,0,D,20241,1
05539362,5,0,150,D,,A,150,D,20241,1
05539452,1,0,250,D,,A,0,D,20241,1
05539462,3,0,0,D,100,D,0,D,20241,1
05539472,5,0,100,D,,A,0,D,20241,1
05539582,4,0,600,D,200,D,0,D,20241,1
05539592,2,0,1000,D,,A,0,D,20241,1
05539612,1,0,500,D,,A,300,D,20241,1
05539632,2,0,300,D,,A,150,D,20241,1
05539642,5,0,500,D,,A,0,D,20241,1
05539652,1,0,350,D,300,D,200,D,20241,1
05539662,1,0,0,D,,A,0,D,20241,1
05539692,4,0,100,D,,A,0,D,20241,1
05539702,1,0,0,D,,A,0,D,20241,1
05539772,3,0,0,D,,A,0,D,20241,1
05539792,5,0,600,D,,A,500,D,20241,1
05539802,1,0,300,D,100,D,0,D,20241,1
05539822,1,0,150,D,,A,50,D,20241,1
05539852,1,0,0,D,300,D,0,D,20241,1
05539862,4,0,0,D,800,D,0,D,20241,1
05539882,8,0,200,D,,A,0,D,20241,1
05539942,2,0,100,D,,A,0,D,20241,1
05539952,1,0,100,D,,A,0,D,20241,1
05539982,5,0,180,D,30,D,80,D,20241,1
05540002,1,0,300,D,,A,0,D,20241,1
05540033,2,0,500,D,,A,0,D,20241,1
05540112,2,0,300,D,,A,0,D,20241,1
05540152,2,0,0,D,,A,470,D,20241,1
05540202,3,0,50,D,50,D,0,D,20241,1
05540212,1,0,0,D,0,D,0,D,20241,1
05540232,2,0,0,D,,A,0,D,20241,1
05540242,5,0,493,D,,A,0,D,20241,1
05540262,2,0,50,D,100,D,100,D,20241,1
05540272,3,0,900,D,,A,1000,D,20241,1
05540292,1,0,200,D,,A,0,D,20241,1
05540302,2,0,74,D,,A,0,D,20241,1
05540312,2,0,390,D,200,D,0,D,20241,1
05540322,1,0,75,D,,A,0,D,20241,1
05540352,1,0,150,D,,A,0,D,20241,1
05540362,2,0,0,D,,A,0,D,20241,1
05540402,4,0,350,D,,A,100,D,20241,1
05540432,3,0,300,D,,A,0,D,20241,1
05540462,1,0,0,D,,A,0,D,20241,1
05540482,1,0,400,D,300,D,0,D,20241,1
05540492,2,0,100,D,500,D,0,D,20241,1
05540522,1,0,200,D,,A,75,D,20241,1
05540532,1,0,0,D,,A,0,D,20241,1
05540552,1,0,0,D,0,D,0,D,20241,1
05540562,1,0,20,D,,A,0,D,20241,1
05540592,1,0,0,D,,A,0,D,20241,1
05540662,2,0,320,D,,A,130,D,20241,1
05540702,1,0,0,D,,A,0,D,20241,1
05540732,1,0,55,D,,A,100,D,20241,1
05540752,1,0,0,D,0,D,0,D,20241,1
05540762,3,0,167,D,,A,0,D,20241,1
05540782,3,0,352,D,,A,0,D,20241,1
05540822,1,0,500,D,500,D,500,D,20241,1
05540842,1,0,100,D,,A,0,D,20241,1
05540874,1,0,100,D,150,D,0,D,20241,1
05540892,2,0,300,D,450,D,0,D,20241,1
05540932,1,0,100,D,,A,0,D,20241,1
05540944,1,0,1440,D,,A,0,D,20241,1
05540962,1,0,480,D,,A,0,D,20241,1
05540972,6,0,200,D,300,D,400,D,20241,1
05540992,4,0,250,D,,A,100,D,20241,1
05541002,1,0,500,D,300,D,0,D,20241,1
05541012,1,0,300,D,,A,200,D,20241,1
05541042,2,0,50,D,,A,0,D,20241,1
05541082,1,0,0,D,,A,0,D,20241,1
05541112,2,0,0,D,,A,0,D,20241,1
05541162,4,0,0,D,339,D,0,D,20241,1
05541182,1,0,69,D,100,D,0,D,20241,1
05541223,1,0,100,D,,A,0,D,20241,1
05541272,1,0,0,D,,A,0,D,20241,1
05541302,2,0,50,D,,A,0,D,20241,1
05541312,1,0,0,D,,A,0,D,20241,1
05541322,1,0,8,D,,A,0,D,20241,1
05541342,2,0,100,D,,A,0,D,20241,1
05541362,1,0,200,D,,A,0,D,20241,1
05541372,1,0,0,D,,A,0,D,20241,1
05541402,1,0,100,D,100,D,300,D,20241,1
05541412,1,0,0,D,250,D,0,D,20241,1
05541443,2,0,300,D,200,D,200,D,20241,1
05541482,3,0,95,D,,A,25,D,20241,1
05541522,2,0,100,D,,A,0,D,20241,1
05541532,5,0,65,D,13,D,80,D,20241,1
05541553,6,0,0,D,,A,150,D,20241,1
05541582,2,0,200,D,500,D,100,D,20241,1
05541592,1,0,0,D,,A,0,D,20241,1
05541622,6,0,70,D,,A,200,D,20241,1
05541642,11,0,1500,D,2000,D,350,D,20241,1
05541662,1,0,150,D,,A,30,D,20241,1
05541672,2,0,15,D,,A,0,D,20241,1
05541692,8,0,400,D,,A,300,D,20241,1
05541742,2,0,200,D,200,D,200,D,20241,1
05541752,1,0,0,D,,A,0,D,20241,1
05541762,1,0,0,D,,A,0,D,20241,1
05541782,6,0,30,D,,A,30,D,20241,1
05541814,1,0,200,D,,A,100,D,20241,1
05541822,2,0,0,D,,A,0,D,20241,1
05541852,1,0,30,F,,A,0,D,20241,1
05541892,1,0,50,D,,A,0,D,20241,1
05541932,1,0,0,D,,A,0,D,20241,1
05541972,1,0,30,D,,A,45,D,20241,1
05541982,2,0,300,D,,A,0,D,20241,1
05542012,4,0,900,D,,A,0,D,20241,1
05542022,2,0,300,D,,A,0,D,20241,1
05542072,2,0,754,D,,A,300,D,20241,1
05542082,4,0,500,D,300,D,0,D,20241,1
05542132,1,0,0,D,,A,0,D,20241,1
05542152,7,0,500,D,235,D,0,D,20241,1
05542162,8,0,1000,D,500,D,0,D,20241,1
05542172,1,0,150,D,500,D,0,D,20241,1
05542182,1,0,300,D,,A,0,D,20241,1
05542252,1,0,300,D,400,D,0,D,20241,1
05542264,2,0,200,D,,A,0,D,20241,1
05542282,3,0,100,D,,A,400,D,20241,1
05542292,1,0,800,D,,A,600,D,20241,1
05542302,1,0,300,D,,A,0,D,20241,1
05542332,4,0,300,D,150,D,100,D,20241,1
05542422,1,0,0,D,,A,0,D,20241,1
05542452,2,0,0,D,,A,0,D,20241,1
05542472,1,0,0,D,60,D,0,D,20241,1
05542504,3,0,450,D,,A,600,D,20241,1
05542562,9,0,360,D,,A,15,D,20241,1
05542592,1,0,0,D,,A,0,D,20241,1
05542612,1,0,0,D,,A,0,D,20241,1
05542622,2,0,500,D,,A,0,D,20241,1
05542632,1,0,0,D,,A,0,D,20241,1
05542652,1,0,150,D,,A,0,D,20241,1
05542662,2,0,240,D,,A,43,D,20241,1
05542712,1,0,400,D,,A,500,D,20241,1
05542742,3,0,200,D,,A,0,D,20241,1
05542762,1,0,380,D,,A,0,D,20241,1
05542782,8,0,300,F,800,F,60,F,20241,1
05542792,2,0,25,D,,A,455,D,20241,1
05542802,1,0,38,D,,A,0,D,20241,1
05542823,1,0,70,D,,A,350,D,20241,1
05542892,1,0,450,D,700,D,0,D,20241,1
05542902,5,0,103,D,,A,0,D,20241,1
05542952,2,0,150,D,,A,0,D,20241,1
05542982,3,0,150,D,350,D,50,D,20241,1
05543012,3,0,1000,D,,A,500,D,20241,1
05543022,2,0,0,D,,A,0,D,20241,1
05543032,2,0,60,D,,A,0,D,20241,1
05543042,3,0,100,D,,A,0,D,20241,1
05543122,2,0,40,D,,A,0,D,20241,1
05543152,3,0,400,D,200,D,0,D,20241,1
05543182,6,0,0,D,200,D,0,D,20241,1
05543202,2,0,1000,D,500,D,1000,D,20241,1
05543222,1,0,0,D,,A,0,D,20241,1
05543272,2,0,500,D,,A,300,D,20241,1
05543282,1,0,400,D,,A,400,D,20241,1
05543292,1,0,200,D,100,D,50,D,20241,1
05543382,6,0,39,D,,A,0,D,20241,1
05543422,2,0,0,D,,A,0,D,20241,1
05543462,2,0,100,D,300,D,0,D,20241,1
05543512,2,0,0,D,,A,0,D,20241,1
05543522,1,0,0,D,,A,0,D,20241,1
05543532,7,0,2000,D,,A,500,D,20241,1
05543552,1,0,0,D,100,D,0,D,20241,1
05543562,1,0,0,D,,A,0,D,20241,1
05543622,1,0,300,D,,A,150,D,20241,1
05543702,1,0,200,D,200,D,0,D,20241,1
05543712,3,0,100,D,,A,1000,D,20241,1
05543802,1,0,130,D,,A,0,D,20241,1
05543822,1,0,0,D,,A,0,D,20241,1
05543842,2,0,185,D,,A,250,D,20241,1
05543852,1,0,0,D,,A,0,D,20241,1
05543862,2,0,0,D,,A,0,D,20241,1
05543872,2,0,50,D,50,D,200,D,20241,1
05543912,3,0,500,D,,A,0,D,20241,1
05543922,2,0,20,D,,A,0,D,20241,1
05543942,3,0,150,D,0,D,0,D,20241,1
05544002,4,0,0,D,,A,200,D,20241,1
05544062,1,0,400,D,,A,500,D,20241,1
05544072,5,0,500,D,,A,5000,D,20241,1
05544092,1,0,230,D,,A,0,D,20241,1
05544112,3,0,200,D,400,D,300,D,20241,1
05544142,3,0,600,D,,A,0,D,20241,1
05544172,1,0,100,F,,A,45,F,20241,1
05544182,1,0,500,D,,A,0,D,20241,1
05544192,2,0,500,F,,A,500,F,20241,1
05544212,1,0,0,D,,A,500,D,20241,1
05544222,2,0,150,D,,A,0,D,20241,1
05544262,4,0,180,D,,A,150,D,20241,1
05544292,1,0,130,D,,A,0,D,20241,1
05544312,1,0,200,D,200,D,0,D,20241,1
05544412,1,0,200,D,,A,200,D,20241,1
05544422,4,0,70,D,,A,0,D,20241,1
05544432,6,0,300,D,,A,250,D,20241,1
05544462,1,0,400,D,,A,0,D,20241,1
05544482,2,0,500,D,,A,150,D,20241,1
05544492,5,0,200,D,,A,200,D,20241,1
05544512,1,0,0,D,,A,0,D,20241,1
05544522,1,0,0,D,,A,0,D,20241,1
05544532,3,0,0,D,0,D,0,D,20241,1
05544572,8,0,300,D,400,D,200,D,20241,1
05544592,1,0,192,F,300,D,0,D,20241,1
05544612,1,0,30,D,60,D,0,D,20241,1
05544652,4,0,120,D,,A,130,D,20241,1
05544672,1,0,0,D,,A,0,D,20241,1
05544682,3,0,500,D,300,D,0,D,20241,1
05544732,1,0,0,D,,A,400,D,20241,1
05544752,1,0,450,D,,A,300,D,20241,1
05544772,1,0,0,D,,A,50,D,20241,1
05544792,1,0,100,D,,A,150,D,20241,1
05544802,1,0,0,D,,A,0,D,20241,1
05544922,7,0,110,D,200,D,0,D,20241,1
05544952,1,0,0,D,,A,800,D,20241,1
05544992,2,0,120,D,,A,0,D,20241,1
05545002,2,0,0,D,120,D,0,D,20241,1
05545042,1,0,0,D,,A,0,D,20241,1
05545062,2,0,150,D,,A,0,D,20241,1
05545122,2,0,2000,D,500,D,300,D,20241,1
05545142,1,0,400,D,,A,0,D,20241,1
05545152,1,0,200,D,500,D,0,D,20241,1
05545162,1,0,159,D,,A,0,D,20241,1
05545172,3,0,0,D,,A,0,D,20241,1
05545182,2,0,100,D,,A,0,D,20241,1
05545222,3,0,500,D,,A,0,D,20241,1
05545232,6,0,300,D,100,D,0,D,20241,1
05545342,5,0,300,D,,A,150,D,20241,1
05545352,2,0,500,D,,A,200,D,20241,1
05545362,1,0,200,D,,A,300,D,20241,1
05545372,1,0,400,D,400,D,0,D,20241,1
05545382,4,0,105,D,,A,0,D,20241,1
05545422,3,0,150,D,,A,150,D,20241,1
05545502,2,0,0,D,,A,0,D,20241,1
05545523,5,0,200,D,300,D,0,D,20241,1
05545542,13,0,0,D,,A,0,D,20241,1
05545582,4,0,200,D,,A,200,D,20241,1
05545652,6,0,255,D,,A,137,D,20241,1
05545662,4,0,200,D,,A,100,D,20241,1
05545802,2,0,300,D,300,D,200,D,20241,1
05545842,6,0,0,D,,A,0,D,20241,1
05545882,2,0,60,D,,A,500,D,20241,1
05545902,1,0,1000,D,1000,D,0,D,20241,1
05545942,3,0,50,D,50,D,0,D,20241,1
05545952,9,0,252,D,,A,0,D,20241,1
05546002,1,0,100,D,40,D,0,D,20241,1
05546062,1,0,50,D,,A,10,D,20241,1
05546082,2,0,0,D,,A,0,D,20241,1
05546092,2,0,0,D,,A,0,D,20241,1
05546102,6,0,300,D,,A,0,D,20241,1
05546112,5,0,400,D,250,D,100,D,20241,1
05546142,1,0,120,D,,A,0,D,20241,1
05546162,3,0,500,D,,A,0,D,20241,1
05546192,1,0,629,D,83,D,245,D,20241,1
05546202,4,0,1500,D,,A,0,D,20241,1
05546292,3,0,38,D,,A,0,D,20241,1
05546362,1,0,150,D,,A,0,D,20241,1
05546382,2,0,100,D,,A,70,D,20241,1
05546392,1,0,500,D,,A,0,D,20241,1
05546402,1,0,60,D,,A,40,D,20241,1
05546422,3,0,80,D,,A,0,D,20241,1
05546432,5,0,200,D,1200,D,0,D,20241,1
05546472,1,0,200,D,,A,200,D,20241,1
05546482,2,0,0,D,,A,0,D,20241,1
05546512,1,0,300,D,,A,0,D,20241,1
05546522,4,0,300,D,,A,100,D,20241,1
05546572,1,0,300,D,,A,300,D,20241,1
05546632,4,0,35,D,,A,0,D,20241,1
05546642,1,0,0,D,,A,0,D,20241,1
05546652,1,0,0,D,,A,0,D,20241,1
05546672,2,0,180,D,,A,80,D,20241,1
05546712,8,0,625,D,150,D,0,D,20241,1
05546722,1,0,200,D,,A,0,D,20241,1
05546752,2,0,600,D,500,D,0,D,20241,1
05546782,3,0,80,D,,A,0,D,20241,1
05546822,4,0,500,D,,A,0,D,20241,1
05546842,3,0,300,D,,A,100,D,20241,1
05546852,1,0,0,D,,A,0,D,20241,1
05546862,1,0,200,D,,A,0,D,20241,1
05546872,3,0,0,D,,A,0,D,20241,1
05546912,4,0,500,D,100,D,100,D,20241,1
05546922,1,0,100,D,,A,0,D,20241,1
05546962,1,0,0,D,,A,0,D,20241,1
05546972,3,0,0,D,500,D,0,D,20241,1
05547022,1,0,0,D,,A,0,D,20241,1
05547042,1,0,200,D,,A,100,D,20241,1
05547052,2,0,242,D,,A,800,D,20241,1
05547142,4,0,343,D,128,D,0,D,20241,1
05547152,1,0,15,D,,A,50,D,20241,1
05547172,1,0,0,D,,A,0,D,20241,1
05547212,1,0,200,D,,A,0,D,20241,1
05547262,2,0,0,D,,A,100,D,20241,1
05547302,1,0,200,D,,A,100,D,20241,1
05547312,6,0,100,D,,A,400,D,20241,1
05547322,3,0,300,D,,A,0,D,20241,1
05547342,3,0,100,D,40,D,0,D,20241,1
05547382,13,0,1340,D,140,D,80,D,20241,1
05547392,1,0,0,D,,A,0,D,20241,1
05547402,2,0,800,D,,A,150,D,20241,1
05547464,1,0,200,D,0,D,0,D,20241,1
05547502,1,0,0,D,,A,0,D,20241,1
05547512,2,0,200,D,,A,75,D,20241,1
05547542,2,0,0,D,,A,300,F,20241,1
05547552,2,0,150,D,,A,0,D,20241,1
05547592,1,0,70,D,,A,0,D,20241,1
05547602,1,0,0,D,,A,0,D,20241,1
05547612,2,0,15,D,,A,0,D,20241,1
05547632,1,0,1000,D,,A,600,D,20241,1
05547662,1,0,200,D,100,D,0,D,20241,1
05547692,1,0,500,D,100,D,0,D,20241,1
05547702,1,0,300,D,,A,30,D,20241,1
05547712,3,0,240,D,,A,70,D,20241,1
05547762,5,0,500,D,500,D,0,D,20241,1
