QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,RENTCODE,RENT_ODE,BSNSPCTZ,BSNS_CTZ,QADRENTX,QADR_NTX,ANYVACAT,ANYV_CAT
20243,05592413,13,0,1,105,D,,A,346,F,2,D
20243,05592463,58,0,1,105,D,,A,349,D,1,D
20243,05592473,36,0,1,105,D,,A,200,D,2,D
20243,05592833,19,0,1,105,D,,A,115,D,1,D
20243,05592833,20,0,1,105,D,1.0,D,0,D,1,D
20243,05593153,16,0,1,105,D,,A,908,D,2,D
20243,05595153,27,0,1,200,D,,A,382,D,1,D
20243,05595343,46,0,1,105,D,,A,238,D,1,D
20243,05595423,27,0,1,105,D,,A,260,D,2,D
20243,05596253,30,0,1,105,D,,A,600,D,2,D
20243,05596603,24,0,1,200,D,,A,600,D,1,D
20243,05597183,17,0,1,125,D,,A,1500,D,1,D
20243,05598123,27,0,1,105,D,,A,850,D,1,D
20243,05600063,30,0,1,105,D,,A,400,D,1,D
20243,05600543,17,0,1,165,D,,A,85,D,2,D
20243,05601593,19,0,1,105,D,,A,875,D,1,D
20243,05601823,55,0,1,180,D,,A,800,D,1,D
20243,05602073,33,0,1,105,D,,A,200,D,1,D
20243,05602423,60,0,1,125,D,,A,1500,D,1,D
20243,05603593,27,0,1,105,D,,A,100,D,1,D
20243,05604023,21,0,1,105,D,,A,1200,D,2,D
20243,05605193,29,0,1,105,D,,A,58,D,2,D
20243,05605303,45,0,1,105,D,,A,1400,D,1,D
20243,05605543,14,0,1,105,D,,A,450,D,1,D
20243,05605543,15,0,1,105,D,,A,223,D,1,D
20243,05605953,48,0,1,105,D,,A,80,D,1,D
20243,05607123,30,0,1,105,D,,A,425,D,1,D
20243,05607873,40,0,1,105,D,,A,100,D,2,D
20243,05654572,23,0,1,105,D,,A,800,D,2,D
20243,05655072,46,0,1,105,D,,A,1500,D,1,D
20243,05655852,22,0,1,105,D,,A,50,D,1,D
20243,05656962,37,0,1,105,D,,A,435,D,1,D
20243,05657582,30,0,1,105,D,,A,428,D,1,D
20243,05657972,26,0,1,105,D,,A,1550,D,2,D
20243,05659622,25,0,1,105,D,,A,50,D,2,D
20243,05659712,21,0,1,105,D,.75,D,175,D,2,D
20243,05660122,16,0,1,105,D,,A,1290,D,2,D
20243,05660122,17,0,1,105,D,,A,2100,D,1,D
20243,05660322,27,0,1,105,D,,A,200,D,1,D
20243,05662412,65,0,1,105,D,,A,60,D,2,D
20243,05662972,22,0,1,105,D,,A,1193,D,1,D
20243,05663422,40,0,1,105,D,,A,515,D,2,D
20243,05663602,24,0,1,105,D,,A,287,D,1,D
20243,05664322,39,0,1,180,D,,A,36,D,2,D
20243,05664672,16,0,1,105,D,,A,250,D,1,D
20243,05664812,18,0,1,105,D,,A,120,D,1,D
20243,05664812,19,0,1,105,D,,A,1600,D,1,D
20243,05665542,23,0,1,105,D,,A,650,D,1,D
20243,05665762,45,0,1,165,D,,A,180,D,1,D
20243,05665952,36,0,1,105,D,,A,471,D,1,D
20243,05666522,25,0,1,105,D,,A,30,D,2,D
20243,05667202,10,0,1,105,D,,A,346,F,2,D
20243,05667232,30,0,1,105,D,,A,1000,D,2,D
20243,05667452,26,0,1,105,D,,A,1000,D,2,D
20243,05668232,38,0,1,105,D,,A,375,D,1,D
20243,05668252,48,0,1,105,D,,A,450,D,2,D
20243,05668412,35,0,1,105,D,,A,3800,D,1,D
20243,05668422,21,0,1,105,D,,A,300,D,2,D
20243,05668682,32,0,1,165,D,,A,500,D,1,D
20243,05668682,33,0,1,165,D,,A,350,D,1,D
20243,05668722,62,0,1,105,D,,A,184,D,1,D
20243,05668722,63,0,1,125,D,,A,1488,D,1,D
20243,05669462,28,0,1,105,D,,A,390,D,1,D
20243,05673112,37,0,1,105,D,,A,432,D,1,D
20243,05673202,36,0,1,200,D,,A,450,D,2,D
20243,05673212,42,0,1,105,D,,A,800,D,1,D
20243,05673212,43,0,1,165,D,,A,1750,D,1,D
20243,05673432,31,0,1,105,D,,A,565,D,1,D
20243,05674222,27,0,1,105,D,,A,585,D,1,D
20243,05674542,51,0,1,105,D,,A,256,D,1,D
20243,05675962,49,0,1,200,D,,A,112,D,2,D
20243,05676132,30,0,1,105,D,,A,48,D,2,D
20243,05676612,19,0,1,105,D,,A,1000,D,1,D
20243,05676612,20,0,1,165,D,,A,300,D,1,D
20243,05676822,24,0,1,105,D,,A,300,D,1,D
20243,05676982,33,0,1,105,D,,A,440,D,1,D
20243,05677123,29,0,1,165,D,,A,70,D,2,D
20243,05677772,24,0,1,105,D,,A,450,D,1,D
20243,05677892,24,0,1,105,D,,A,280,D,1,D
20243,05678232,26,0,1,105,D,,A,500,D,1,D
20243,05679972,28,0,1,105,D,,A,650,D,1,D
20243,05680312,38,0,1,105,D,,A,480,D,1,D
20243,05681412,38,0,1,105,D,,A,592,D,1,D
20243,05681912,28,0,1,105,D,,A,2500,D,1,D
20243,05682972,9,0,1,105,D,,A,160,D,2,D
20243,05683172,53,0,1,105,D,,A,435,D,1,D
20243,05683172,54,0,1,105,D,,A,231,D,1,D
20243,05683812,28,0,1,105,D,,A,500,D,1,D
20243,05684462,22,0,1,105,D,,A,300,D,1,D
20243,05684462,23,0,1,165,D,,A,50,D,1,D
20243,05684992,20,0,1,105,D,,A,240,D,2,D
20243,05685982,39,0,1,105,D,,A,600,D,1,D
20243,05686292,21,0,1,105,D,,A,250,D,1,D
20243,05686292,23,0,1,105,D,,A,650,D,1,D
20243,05686462,42,0,1,125,D,,A,600,D,1,D
20243,05687312,25,0,1,105,D,,A,2059,D,1,D
20243,05687322,27,0,1,105,D,,A,65,D,2,D
20243,05688032,44,0,1,105,D,,A,640,D,1,D
20243,05688372,21,0,1,105,D,,A,584,F,1,D
20243,05688832,38,0,1,105,D,,A,1100,D,1,D
20243,05688912,29,0,1,105,D,,A,415,D,1,D
20243,05689062,14,0,1,105,D,,A,40,D,2,D
20243,05795881,24,0,1,105,D,,A,390,D,1,D
20243,05796121,36,0,1,150,D,,A,150,D,2,D
20243,05797311,22,0,1,200,D,,A,1,D,2,D
20243,05797721,34,0,1,105,D,,A,1239,D,1,D
20243,05798031,23,0,1,105,D,,A,450,D,1,D
20243,05799041,21,0,1,105,D,,A,788,D,2,D
20243,05799071,33,0,1,105,D,,A,60,D,2,D
20243,05799341,25,0,1,180,D,,A,35,D,2,D
20243,05799921,43,0,1,165,D,,A,150,D,2,D
20243,05800151,18,0,1,105,D,,A,400,D,2,D
20243,05800371,39,0,1,105,D,,A,650,D,1,D
20243,05800773,33,0,1,200,D,,A,2000,D,1,D
20243,05801781,18,0,1,105,D,.80,D,200,D,1,D
20243,05802541,14,0,1,105,D,,A,1500,D,1,D
20243,05802571,31,0,1,105,D,,A,275,D,1,D
20243,05802604,12,0,1,105,D,,A,450,D,1,D
20243,05803041,29,0,1,165,D,,A,549,D,1,D
20243,05805211,19,0,1,165,D,,A,315,D,1,D
20243,05805551,33,0,1,105,D,,A,2000,D,2,D
20243,05806281,25,0,1,105,D,1.0,D,0,D,2,D
20243,05806581,24,0,1,180,D,,A,250,D,1,D
20243,05806821,28,0,1,105,D,,A,596,D,1,D
20243,05807241,49,0,1,105,D,,A,887,D,1,D
20243,05808171,16,0,1,105,D,,A,50,D,1,D
20243,05808762,24,0,1,105,D,,A,350,D,1,D
20243,05808871,30,0,1,105,D,,A,1000,D,1,D
20243,05809121,26,0,1,105,D,,A,250,D,1,D
20243,05809721,17,0,1,105,D,,A,250,D,2,D
20243,05810332,15,0,1,105,D,,A,145,D,2,D
20243,05811391,28,0,1,105,D,,A,423,D,1,D
20243,05812351,30,0,1,105,D,,A,1000,D,1,D
20243,05812591,26,0,1,105,D,,A,300,D,1,D
20243,05813741,22,0,1,105,D,,A,200,D,1,D
20243,05814271,40,0,1,105,D,,A,620,D,2,D
20243,05814281,31,0,1,165,D,,A,800,D,1,D
20243,05814341,16,0,1,105,D,,A,869,D,1,D
20243,05814571,30,0,1,105,D,,A,200,D,2,D
20243,05814851,22,0,1,105,D,,A,200,D,1,D
20243,05815181,33,0,1,105,D,,A,380,D,1,D
20243,05815901,26,0,1,105,D,,A,900,D,1,D
20243,05816381,21,0,1,105,D,,A,612,D,1,D
20243,05816931,24,0,1,105,D,1.0,D,0,D,1,D
20243,05817051,27,0,1,125,D,,A,350,D,1,D
20243,05818021,19,0,1,105,D,,A,100,D,1,D
20243,05818562,21,0,1,105,D,,A,3600,D,1,D
20243,05819351,41,0,1,200,D,,A,400,D,2,D
20243,05819541,28,0,1,105,D,,A,650,D,1,D
20243,05820401,9,0,1,105,D,,A,485,D,2,D
20243,05821281,18,0,1,105,D,,A,900,D,1,D
20243,05821831,14,0,1,105,D,,A,40,D,2,D
20243,05822061,24,0,1,105,D,,A,300,D,1,D
20243,05822784,11,0,1,105,D,,A,90,D,2,D
20243,05823641,26,0,1,165,D,,A,1400,D,1,D
20243,05823901,12,0,1,105,D,,A,365,D,2,D
20243,05824031,33,0,1,105,D,,A,600,D,1,D
20243,05824961,20,0,1,200,D,,A,14,D,2,D
20243,05825251,32,0,1,105,D,,A,250,D,1,D
20243,05827441,16,0,1,105,D,,A,2000,D,1,D
20243,05827881,37,0,1,105,D,,A,250,D,1,D
20243,05827881,38,0,1,105,D,,A,180,D,1,D
20243,05827881,39,0,1,105,D,,A,140,D,1,D
20243,05827881,40,0,1,105,D,,A,240,D,1,D
20243,05829084,13,0,1,105,D,,A,575,F,2,D
20243,05829301,23,0,1,105,D,,A,120,D,1,D
20243,05829431,13,0,1,105,D,,A,250,D,1,D
20243,05829671,23,0,1,180,D,1.0,D,0,D,1,D
20244,05574774,45,0,1,105,D,,A,6000,D,1,D
20244,05575764,17,0,1,105,D,,A,200,D,2,D
20244,05576234,23,0,1,165,D,,A,65,D,2,D
20244,05579124,31,0,1,200,D,,A,300,D,2,D
20244,05580504,30,0,1,105,D,,A,650,D,2,D
20244,05580994,43,0,1,105,D,,A,968,D,1,D
20244,05582024,39,0,1,105,D,,A,200,D,1,D
20244,05582494,43,0,1,105,D,,A,600,D,1,D
20244,05583224,37,0,1,105,D,,A,800,D,1,D
20244,05583224,38,0,1,105,D,,A,400,D,1,D
20244,05584144,8,0,1,105,D,,A,120,D,1,D
20244,05584664,30,0,1,105,D,,A,390,D,1,D
20244,05585034,40,0,1,105,D,,A,280,D,1,D
20244,05585224,20,0,1,105,D,,A,85,D,1,D
20244,05586724,20,0,1,105,D,,A,150,D,1,D
20244,05587194,22,0,1,105,D,,A,50,D,2,D
20244,05587384,35,0,1,105,D,,A,400,D,1,D
20244,05590494,24,0,1,105,D,,A,270,D,1,D
20244,05591264,31,0,1,105,D,,A,350,D,2,D
20244,05592664,36,0,1,105,D,,A,79,D,2,D
20244,05594044,27,0,1,200,D,,A,304,F,2,D
20244,05594674,51,0,1,105,D,,A,380,D,1,D
20244,05594884,34,0,1,105,D,,A,125,D,1,D
20244,05597504,38,0,1,105,D,,A,400,D,1,D
20244,05600754,26,0,1,200,D,,A,275,D,2,D
20244,05601954,10,0,1,105,D,,A,100,D,2,D
20244,05602014,40,0,1,105,D,,A,550,D,1,D
20244,05602734,35,0,1,105,D,,A,505,D,1,D
20244,05603454,25,0,1,105,D,,A,120,D,2,D
20244,05604024,21,0,1,105,D,,A,2100,D,2,D
20244,05605244,13,0,1,105,D,,A,480,D,1,D
20244,05605304,48,0,1,105,D,,A,2500,D,1,D
20244,05605454,53,0,1,105,D,,A,350,D,1,D
20244,05654573,29,0,1,105,D,,A,200,D,2,D
20244,05655073,51,0,1,105,D,,A,1400,D,1,D
20244,05656393,51,0,1,165,D,,A,635,D,1,D
20244,05657153,16,0,1,105,D,,A,420,D,1,D
20244,05657453,48,0,1,105,D,,A,330,D,1,D
20244,05660943,13,0,1,105,D,,A,250,D,2,D
20244,05661023,36,0,1,105,D,,A,388,D,1,D
20244,05661753,39,0,1,105,D,,A,314,D,2,D
20244,05662413,70,0,1,105,D,,A,95,D,1,D
20244,05663603,27,0,1,105,D,,A,244,D,1,D
20244,05664463,17,0,1,125,D,,A,1200,D,1,D
20244,05666563,34,0,1,105,D,,A,240,D,1,D
20244,05666613,17,0,1,105,D,,A,500,D,1,D
20244,05667343,21,0,1,105,D,,A,400,D,2,D
20244,05668233,36,0,1,105,D,,A,258,D,1,D
20244,05668253,43,0,1,105,D,,A,600,D,1,D
20244,05668723,84,0,1,105,D,,A,1200,D,1,D
20244,05668723,85,0,1,105,D,,A,82,D,2,D
20244,05668853,34,0,1,105,D,,A,2386,D,1,D
20244,05672073,29,0,1,105,D,,A,200,D,1,D
20244,05673393,14,0,1,105,D,,A,535,D,2,D
20244,05673933,12,0,1,105,D,,A,85,D,2,D
20244,05675413,46,0,1,105,D,,A,96,D,1,D
20244,05676573,43,0,1,105,D,,A,300,D,2,D
20244,05676983,29,0,1,105,D,,A,240,D,1,D
20244,05677833,19,0,1,105,D,,A,700,D,1,D
20244,05678783,26,0,1,105,D,,A,150,D,1,D
20244,05681413,37,0,1,105,D,,A,400,D,1,D
20244,05681873,13,0,1,105,D,,A,1500,D,1,D
20244,05682983,43,0,1,105,D,,A,441,D,1,D
20244,05683053,42,0,1,180,D,,A,500,D,2,D
20244,05684103,37,0,1,105,D,,A,1225,D,1,D
20244,05684103,38,0,1,105,D,,A,44,D,1,D
20244,05684103,39,0,1,105,D,,A,250,D,1,D
20244,05686843,11,0,1,105,D,,A,850,D,1,D
20244,05687473,19,0,1,105,D,,A,90,D,2,D
20244,05689373,33,0,1,105,D,,A,200,D,1,D
20244,05795502,25,0,1,105,D,,A,400,D,1,D
20244,05795882,35,0,1,105,D,,A,390,D,1,D
20244,05797162,28,0,1,105,D,,A,150,D,1,D
20244,05797992,40,0,1,180,D,,A,140,D,1,D
20244,05798302,62,0,1,105,D,,A,417,F,2,D
20244,05798602,53,0,1,105,D,,A,225,D,1,D
20244,05800392,38,0,1,165,D,,A,316,D,1,D
20244,05800582,29,0,1,105,D,,A,600,D,1,D
20244,05800692,14,0,1,105,D,,A,631,D,1,D
20244,05801722,26,0,1,105,D,,A,200,D,1,D
20244,05803412,28,0,1,105,D,,A,205,D,2,D
20244,05803662,19,0,1,105,D,,A,450,D,1,D
20244,05803792,28,0,1,105,D,,A,417,F,2,D
20244,05804092,38,0,1,105,D,,A,370,D,1,D
20244,05804712,38,0,1,200,D,,A,321,D,2,D
20244,05805672,23,0,1,165,D,,A,350,D,1,D
20244,05807242,31,0,1,105,D,,A,154,D,1,D
20244,05807242,32,0,1,105,D,,A,296,D,1,D
20244,05807522,17,0,1,105,D,,A,300,D,1,D
20244,05807582,68,0,1,200,D,,A,100,D,2,D
20244,05807932,14,0,1,105,D,,A,500,D,1,D
20244,05808552,42,0,1,105,D,,A,400,D,1,D
20244,05810172,25,0,1,105,D,,A,120,D,1,D
20244,05810842,17,0,1,105,D,,A,180,D,1,D
20244,05812032,34,0,1,105,D,,A,1400,D,1,D
20244,05812372,19,0,1,105,D,,A,100,D,2,D
20244,05812412,42,0,1,105,D,,A,700,D,1,D
20244,05812582,26,0,1,105,D,,A,79,D,2,D
20244,05812712,42,0,1,105,D,,A,900,D,1,D
20244,05813292,19,0,1,105,D,,A,600,D,1,D
20244,05813852,48,0,1,105,D,,A,750,D,1,D
20244,05813862,23,0,1,105,D,,A,500,D,1,D
20244,05814082,26,0,1,105,D,,A,200,D,1,D
20244,05815322,28,0,1,105,D,,A,300,D,1,D
20244,05815902,28,0,1,105,D,,A,860,D,1,D
20244,05816362,29,0,1,105,D,,A,240,D,1,D
20244,05817972,33,0,1,165,D,,A,450,D,1,D
20244,05818322,39,0,1,105,D,,A,1700,D,1,D
20244,05819942,23,0,1,200,D,,A,1200,D,1,D
20244,05820652,50,0,1,105,D,,A,50,D,2,D
20244,05824652,19,0,1,105,D,,A,434,F,,C
20244,05826582,49,0,1,105,D,,A,700,D,1,D
20244,05827882,37,0,1,105,D,,A,200,D,1,D
20244,05829302,30,0,1,105,D,,A,120,D,1,D
20244,05829302,31,0,1,105,D,,A,240,D,1,D
20244,05829802,25,0,1,105,D,,A,400,D,1,D
20244,05829842,47,0,1,105,D,,A,450,D,2,D
20244,05830561,29,0,1,105,D,,A,278,D,1,D
20244,05830991,51,0,1,105,D,,A,400,D,1,D
20244,05831411,35,0,1,105,D,,A,100,D,2,D
20244,05832381,20,0,1,105,D,,A,432,F,1,D
20244,05833091,41,0,1,105,D,,A,231,D,1,D
20244,05833223,18,0,1,105,D,,A,1000,D,1,D
20244,05835511,10,0,1,105,D,,A,250,D,1,D
20244,05835511,11,0,1,165,D,,A,150,D,1,D
20244,05835511,12,0,1,165,D,,A,100,D,1,D
20244,05835841,28,0,1,105,D,,A,280,D,2,D
20244,05836071,38,0,1,105,D,,A,700,D,1,D
20244,05836421,14,0,1,105,D,,A,500,D,2,D
20244,05836661,14,0,1,105,D,,A,600,D,1,D
20244,05836901,11,0,1,105,D,,A,700,D,2,D
20244,05837441,55,0,1,200,D,,A,75,D,2,D
20244,05838161,30,0,1,105,D,,A,300,D,1,D
20244,05838501,20,0,1,105,D,,A,417,F,1,D
20244,05839241,10,0,1,105,D,,A,417,F,,C
20244,05839431,14,0,1,105,D,,A,630,D,1,D
20244,05839931,23,0,1,105,D,,A,400,D,1,D
20244,05841121,12,0,1,105,D,,A,101,D,1,D
20244,05841641,20,0,1,105,D,,A,434,F,2,D
20244,05842031,27,0,1,165,D,,A,250,D,1,D
20244,05842201,27,0,1,105,D,,A,320,D,2,D
20244,05842241,17,0,1,105,D,,A,399,D,2,D
20244,05842781,17,0,1,105,D,,A,119,D,1,D
20244,05842821,25,0,1,165,D,,A,1400,D,1,D
20244,05843013,27,0,1,105,D,,A,70,D,2,D
20244,05843304,25,0,1,105,D,,A,100,D,2,D
20244,05844163,16,0,1,105,D,,A,100,D,1,D
20244,05844911,35,0,1,105,D,,A,800,D,1,D
20244,05845971,12,0,1,105,D,,A,650,D,2,D
20244,05846451,13,0,1,105,D,,A,650,D,1,D
20244,05846451,14,0,1,105,D,.10,D,90,D,1,D
20244,05846911,36,0,1,105,D,,A,375,D,1,D
20244,05850541,18,0,1,105,D,,A,450,D,1,D
20244,05851321,26,0,1,105,D,,A,800,D,2,D
20244,05852391,32,0,1,105,D,,A,300,D,1,D
20244,05853111,37,0,1,105,D,,A,220,D,1,D
20244,05853151,36,0,1,105,D,,A,284,D,2,D
20244,05853781,22,0,1,105,D,,A,500,D,1,D
20244,05853781,23,0,1,105,D,,A,400,D,1,D
20244,05854071,19,0,1,105,D,,A,175,D,1,D
20244,05854171,25,0,1,105,D,,A,300,D,1,D
20244,05854511,28,0,1,105,D,,A,439,F,,C
20244,05854801,29,0,1,105,D,,A,3000,D,1,D
20244,05854901,23,0,1,105,D,,A,4000,D,1,D
20244,05855091,30,0,1,105,D,,A,350,D,1,D
20244,05855171,14,0,1,105,D,,A,180,D,2,D
20244,05856264,23,0,1,105,D,,A,200,D,1,D
20244,05856264,24,0,1,180,D,,A,150,D,1,D
20244,05856451,22,0,1,105,D,,A,300,D,1,D
20244,05856804,24,0,1,105,D,,A,963,D,2,D
20244,05857681,18,0,1,105,D,,A,225,D,1,D
20244,05857731,24,0,1,105,D,,A,429,D,1,D
20244,05857881,23,0,1,105,D,,A,475,D,1,D
20244,05858491,26,0,1,105,D,,A,103,D,1,D
20244,05858641,30,0,1,105,D,,A,1445,D,1,D
20244,05858651,41,0,1,105,D,,A,87,D,1,D
20244,05859311,18,0,1,200,D,,A,120,D,1,D
20244,05860481,29,0,1,105,D,,A,400,D,1,D
20244,05861321,19,0,1,105,D,,A,350,D,1,D
20244,05861681,30,0,1,105,D,,A,350,D,2,D
20244,05861711,25,0,1,105,D,,A,240,D,1,D
20244,05863211,16,0,1,105,D,,A,300,D,1,D
20244,05863211,17,0,1,105,D,,A,300,D,1,D
20244,05863821,28,0,1,105,D,,A,500,D,1,D
20251,05657184,37,0,1,105,D,,A,180,D,2,D
20251,05657814,39,0,1,105,D,,A,480,D,1,D
20251,05658644,29,0,1,105,D,,A,50,D,1,D
20251,05659554,33,0,1,180,D,,A,60,D,1,D
20251,05661884,39,0,1,105,D,,A,775,D,1,D
20251,05663584,39,0,1,105,D,,A,89,D,1,D
20251,05663604,21,0,1,105,D,,A,25,D,1,D
20251,05663824,25,0,1,105,D,,A,278,D,2,D
20251,05665284,29,0,1,105,D,,A,368,D,1,D
20251,05665954,39,0,1,105,D,,A,161,D,1,D
20251,05668854,30,0,1,105,D,,A,160,D,2,D
20251,05673964,38,0,1,105,D,,A,338,D,2,D
20251,05674844,32,0,1,105,D,,A,400,D,2,D
20251,05675204,41,0,1,105,D,,A,1980,D,2,D
20251,05675964,49,0,1,105,D,,A,106,D,2,D
20251,05675964,50,0,1,105,D,,A,115,D,2,D
20251,05677034,38,0,1,105,D,,A,1200,D,1,D
20251,05677444,25,0,1,105,D,,A,635,D,1,D
20251,05678784,23,0,1,105,D,,A,150,D,1,D
20251,05679424,39,0,1,105,D,,A,1200,D,2,D
20251,05680254,36,0,1,105,D,,A,250,D,2,D
20251,05680314,36,0,1,105,D,,A,400,D,1,D
20251,05680474,33,0,1,105,D,1.0,D,0,D,2,D
20251,05682664,18,0,1,165,D,,A,65,D,2,D
20251,05682984,44,0,1,105,D,,A,120,D,1,D
20251,05683024,70,0,1,105,D,1.0,D,0,D,1,D
20251,05683424,44,0,1,105,D,,A,1800,D,1,D
20251,05683994,57,0,1,105,D,,A,120,D,1,D
20251,05683994,58,0,1,105,D,,A,79,D,1,D
20251,05684004,30,0,1,105,D,,A,150,D,1,D
20251,05685484,49,0,1,105,D,,A,404,D,1,D
20251,05685484,50,0,1,105,D,,A,137,D,1,D
20251,05686064,20,0,1,105,D,,A,50,D,1,D
20251,05686224,13,0,1,105,D,,A,100,D,1,D
20251,05687314,28,0,1,105,D,,A,400,D,1,D
20251,05687484,31,0,1,105,D,,A,375,F,2,D
20251,05688684,22,0,1,105,D,,A,800,D,1,D
20251,05688834,33,0,1,105,D,,A,410,D,1,D
20251,05688834,34,0,1,105,D,,A,289,D,1,D
20251,05796633,33,0,1,105,D,,A,500,D,1,D
20251,05796933,23,0,1,105,D,,A,375,F,2,D
20251,05798203,44,0,1,105,D,,A,340,D,1,D
20251,05798533,52,0,1,105,D,,A,87,D,1,D
20251,05799093,38,0,1,105,D,,A,700,D,1,D
20251,05800153,24,0,1,105,D,,A,600,D,2,D
20251,05800603,19,0,1,105,D,,A,2500,D,2,D
20251,05800653,30,0,1,105,D,,A,208,D,2,D
20251,05801833,47,0,1,105,D,,A,720,D,1,D
20251,05804033,41,0,1,105,D,,A,200,D,1,D
20251,05804493,40,0,1,105,D,,A,1500,D,2,D
20251,05805303,21,0,1,105,D,,A,417,F,2,D
20251,05805733,25,0,1,105,D,,A,500,D,1,D
20251,05807703,37,0,1,105,D,,A,399,F,2,D
20251,05808473,34,0,1,105,D,,A,169,D,1,D
20251,05810483,43,0,1,105,D,,A,180,D,1,D
20251,05812183,12,0,1,105,D,,A,40,D,2,D
20251,05812483,51,0,1,105,D,,A,300,D,1,D
20251,05812483,52,0,1,105,D,,A,400,D,1,D
20251,05812593,38,0,1,105,D,,A,300,D,1,D
20251,05813043,39,0,1,105,D,,A,56,D,2,D
20251,05813993,51,0,1,105,D,,A,75,D,2,D
20251,05815863,8,0,1,105,D,,A,1000,D,2,D
20251,05818293,34,0,1,105,D,,A,75,D,2,D
20251,05819233,20,0,1,105,D,,A,1000,D,1,D
20251,05819693,46,0,1,105,D,,A,199,D,2,D
20251,05823023,12,0,1,105,D,,A,40,D,1,D
20251,05823783,9,0,1,105,D,,A,120,D,1,D
20251,05825373,30,0,1,105,D,,A,350,D,2,D
20251,05826963,50,0,1,105,D,,A,1050,D,1,D
20251,05827643,38,0,1,105,D,,A,604,D,1,D
20251,05827883,43,0,1,105,D,,A,440,D,1,D
20251,05828223,21,0,1,105,D,,A,25,D,2,D
20251,05828573,25,0,1,105,D,,A,1100,D,2,D
20251,05829633,31,0,1,105,D,,A,395,D,1,D
20251,05829733,23,0,1,105,D,,A,477,F,2,D
20251,05830172,10,0,1,105,D,,A,477,F,2,D
20251,05830862,21,0,1,105,D,,A,90,D,1,D
20251,05830892,24,0,1,105,D,,A,200,D,1,D
20251,05831412,51,0,1,105,D,,A,150,D,2,D
20251,05832672,37,0,1,105,D,,A,200,D,1,D
20251,05833392,17,0,1,180,D,,A,130,D,1,D
20251,05833912,29,0,1,105,D,,A,1200,D,1,D
20251,05834002,23,0,1,105,D,1.0,D,0,D,2,D
20251,05835282,39,0,1,105,D,,A,470,D,1,D
20251,05835542,26,0,1,105,D,,A,3100,D,1,D
20251,05835542,27,0,1,105,D,,A,80,D,1,D
20251,05835752,43,0,1,105,D,,A,570,D,1,D
20251,05835992,26,0,1,105,D,,A,477,F,2,D
20251,05836142,21,0,1,105,D,,A,300,D,2,D
20251,05836372,29,0,1,105,D,,A,50,D,2,D
20251,05836592,31,0,1,105,D,,A,250,D,1,D
20251,05836662,22,0,1,105,D,,A,500,D,2,D
20251,05836742,28,0,1,105,D,,A,100,D,1,D
20251,05836872,28,0,1,105,D,,A,420,D,2,D
20251,05837672,30,0,1,105,D,,A,300,D,1,D
20251,05838132,21,0,1,105,D,,A,500,D,1,D
20251,05838342,17,0,1,105,D,,A,400,D,1,D
20251,05838952,45,0,1,105,D,,A,500,D,1,D
20251,05839352,30,0,1,105,D,,A,350,D,1,D
20251,05839702,22,0,1,105,D,,A,425,D,1,D
20251,05839802,26,0,1,105,D,,A,200,D,2,D
20251,05840482,25,0,1,105,D,,A,900,D,1,D
20251,05840932,6,0,1,105,D,,A,150,D,1,D
20251,05841472,13,0,1,105,D,,A,30,D,2,D
20251,05842242,27,0,1,105,D,,A,399,D,2,D
20251,05843772,23,0,1,105,D,,A,80,D,1,D
20251,05844322,42,0,1,105,D,,A,240,D,2,D
20251,05844962,30,0,1,105,D,1.0,D,0,D,2,D
20251,05845632,43,0,1,105,D,,A,416,D,2,D
20251,05845882,31,0,1,105,D,,A,100,D,1,D
20251,05846452,21,0,1,105,D,,A,168,D,1,D
20251,05846742,43,0,1,105,D,,A,150,D,2,D
20251,05848082,32,0,1,105,D,,A,400,D,1,D
20251,05848392,35,0,1,105,D,,A,266,D,1,D
20251,05848472,12,0,1,105,D,,A,300,D,2,D
20251,05851322,47,0,1,105,D,,A,3377,D,2,D
20251,05852022,40,0,1,105,D,,A,740,D,1,D
20251,05852182,9,0,1,105,D,,A,465,D,1,D
20251,05852392,43,0,1,105,D,,A,250,D,1,D
20251,05852392,44,0,1,105,D,,A,300,D,1,D
20251,05852392,45,0,1,105,D,,A,250,D,1,D
20251,05853842,27,0,1,105,D,,A,417,F,2,D
20251,05853912,17,0,1,105,D,,A,320,D,1,D
20251,05854612,11,0,1,105,D,,A,477,F,2,D
20251,05854762,46,0,1,105,D,,A,130,D,1,D
20251,05854892,17,0,1,105,D,,A,384,D,1,D
20251,05854942,79,0,1,105,D,,A,339,D,1,D
20251,05854942,80,0,1,105,D,,A,153,D,1,D
20251,05855612,31,0,1,105,D,,A,250,D,1,D
20251,05855732,21,0,1,105,D,,A,500,D,1,D
20251,05856512,33,0,1,105,D,,A,440,D,1,D
20251,05857192,22,0,1,105,D,,A,600,D,1,D
20251,05857652,28,0,1,105,D,.60,D,36,D,2,D
20251,05857732,43,0,1,105,D,,A,349,D,1,D
20251,05858982,7,0,1,105,D,,A,477,F,2,D
20251,05859102,45,0,1,105,D,,A,297,D,1,D
20251,05860122,20,0,1,105,D,,A,730,D,1,D
20251,05861463,33,0,1,105,D,,A,920,D,2,D
20251,05861942,18,0,1,105,D,,A,150,D,1,D
20251,05862572,18,0,1,105,D,,A,41,D,2,D
20251,05862572,19,0,1,105,D,,A,31,D,2,D
