QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VTRCODE,VTRCODE_,VTRMO,VTRMO_,VTREXPX,VTREXPX_,VTRLIMO,VTRLIMO_,VTRPURCH
20242,05434864,45,0,1,110,D,03,D,20,D,,A,1
20242,05434864,46,0,1,110,D,04,D,20,D,,A,1
20242,05434864,47,0,2,100,D,02,D,18,D,,A,
20242,05435754,34,0,1,100,D,13,D,90,D,,A,
20242,05435754,35,0,1,110,D,05,D,50,D,,A,
20242,05436124,30,0,1,100,D,13,D,300,D,1,D,
20242,05436144,61,0,1,110,D,04,D,300,D,,A,
20242,05436244,43,0,1,100,D,05,D,38,D,,A,
20242,05436354,72,0,1,100,D,05,D,50,D,2,D,1
20242,05436894,35,0,1,100,D,03,D,30,D,,A,
20242,05436894,36,0,1,100,D,05,D,40,D,,A,
20242,05436954,37,0,1,100,D,03,D,150,D,,A,
20242,05437234,57,0,1,100,D,13,D,200,D,,A,
20242,05437354,15,0,1,100,D,13,D,200,D,,A,
20242,05437384,65,0,1,100,D,03,D,38,D,,A,
20242,05437384,66,0,1,100,D,04,D,62,D,,A,
20242,05437384,67,0,1,100,D,05,D,49,D,,A,
20242,05437424,43,0,1,100,D,05,D,34,D,,A,
20242,05437484,45,0,1,100,D,04,D,125,D,,A,
20242,05437944,45,0,1,100,D,13,D,30,D,,A,
20242,05438454,41,0,1,100,D,13,D,120,D,,A,
20242,05438954,47,0,1,100,D,05,D,40,D,,A,
20242,05439944,51,0,1,100,D,04,D,14,D,,A,
20242,05440054,52,0,1,100,D,05,D,250,D,,A,
20242,05440184,21,0,2,100,D,03,D,200,D,,A,
20242,05440284,40,0,1,100,D,05,D,85,D,,A,
20242,05440364,60,0,1,100,D,03,D,296,D,,A,
20242,05440364,61,0,1,100,D,04,D,14,D,,A,
20242,05440364,62,0,1,100,D,05,D,73,D,,A,
20242,05441504,38,0,1,100,D,05,D,8,D,,A,
20242,05441694,48,0,1,100,D,05,D,112,D,,A,
20242,05441744,56,0,1,100,D,05,D,80,D,1,D,
20242,05441974,63,0,1,100,D,13,D,50,D,,A,
20242,05442674,66,0,1,100,D,04,D,20,D,,A,
20242,05442754,39,0,1,100,D,13,D,30,D,,A,
20242,05443114,41,0,1,100,D,13,D,38,D,,A,
20242,05443544,29,0,1,100,D,13,D,70,D,1,D,
20242,05443634,42,0,1,100,D,05,D,60,D,,A,
20242,05444384,44,0,1,100,D,13,D,200,D,,A,
20242,05444734,59,0,1,100,D,04,D,15,D,,A,
20242,05444984,45,0,1,100,D,03,D,50,D,,A,
20242,05444984,46,0,1,100,D,04,D,50,D,,A,
20242,05444984,47,0,1,100,D,05,D,50,D,,A,
20242,05445754,45,0,1,100,D,13,D,50,D,,A,
20242,05445984,47,0,1,100,D,13,D,600,D,1,D,
20242,05446204,28,0,1,100,D,03,D,180,D,,A,
20242,05446204,29,0,1,100,D,04,D,65,D,,A,
20242,05446204,30,0,1,100,D,05,D,22,D,,A,
20242,05446484,22,0,1,100,D,13,D,150,D,,A,
20242,05446534,57,0,1,100,D,04,D,200,D,,A,
20242,05538433,25,0,1,100,D,13,D,20,D,1,D,
20242,05538733,56,0,1,100,D,03,D,210,D,1,D,
20242,05538733,57,0,1,100,D,13,D,30,D,2,D,2
20242,05538993,35,0,1,100,D,13,D,10,F,,A,
20242,05539103,18,0,1,100,D,03,D,26,D,,A,
20242,05539273,24,0,1,100,D,13,D,30,D,,A,
20242,05539313,29,0,1,100,D,01,D,150,D,1,D,
20242,05539543,15,0,1,100,D,13,D,500,D,,A,
20242,05539793,27,0,1,110,D,03,D,30,D,,A,
20242,05540034,27,0,2,100,D,01,D,100,D,,A,
20242,05540323,39,0,1,100,D,01,D,60,D,2,D,1
20242,05540323,40,0,1,100,D,03,D,10,D,2,D,1
20242,05541144,10,0,1,100,D,13,D,20,D,,A,
20242,05541923,42,0,1,100,D,13,D,20,D,,A,
20242,05542623,44,0,1,100,D,13,D,35,D,2,D,1
20242,05543123,27,0,1,100,D,01,D,80,D,1,D,
20242,05543343,35,0,1,100,D,03,D,13,D,,A,
20242,05543533,45,0,1,100,D,13,D,33,D,2,D,1
20242,05543943,48,0,1,100,D,13,D,150,D,,A,
20242,05544073,43,0,1,100,D,02,D,150,D,,A,
20242,05544113,62,0,1,100,D,13,D,100,D,,A,
20242,05545163,56,0,1,100,D,02,D,95,D,,A,
20242,05545503,24,0,1,100,D,13,D,200,D,,A,
20242,05545503,25,0,2,100,D,01,D,50,D,,A,
20242,05545653,38,0,1,100,D,01,D,41,D,,A,
20242,05545653,39,0,1,100,D,02,D,33,D,,A,
20242,05545653,40,0,1,100,D,03,D,40,D,,A,
20242,05545753,47,0,1,100,D,13,D,50,D,,A,
20242,05545853,21,0,1,100,D,01,D,200,D,,A,
20242,05545853,22,0,1,100,D,02,D,200,D,,A,
20242,05545853,23,0,1,100,D,03,D,200,D,,A,
20242,05545993,34,0,1,100,D,13,D,30,D,,A,
20242,05546193,57,0,1,100,D,13,D,75,D,,A,
20242,05546423,25,0,1,100,D,01,D,128,D,2,D,1
20242,05546423,26,0,1,100,D,02,D,135,D,2,D,1
20242,05546423,27,0,1,100,D,03,D,105,D,2,D,1
20242,05546423,28,0,2,100,D,01,D,100,D,,A,
20242,05546443,28,0,1,100,D,13,D,17,D,,A,
20242,05546513,37,0,1,100,D,13,D,30,D,,A,
20242,05546723,24,0,1,100,D,01,D,40,D,2,D,4
20242,05546723,25,0,1,100,D,03,D,20,D,2,D,4
20242,05546783,29,0,1,100,D,13,D,20,D,,A,
20242,05546933,52,0,1,100,D,02,D,50,D,,A,
20242,05547113,52,0,1,100,D,01,D,170,D,,A,
20242,05547303,33,0,1,100,D,03,D,25,D,1,D,
20242,05547393,39,0,1,110,D,02,D,200,D,,A,
20242,05547403,52,0,1,100,D,13,D,50,D,,A,
20242,05547693,28,0,1,100,D,13,D,100,D,,A,
20242,05548023,37,0,1,100,D,13,D,70,D,,A,
20242,05548073,26,0,1,100,D,01,D,10,D,,A,
20242,05548683,27,0,1,100,D,03,D,120,D,,A,
20242,05548983,93,0,1,100,D,02,D,14,D,,A,
20242,05549103,40,0,1,100,D,02,D,100,D,,A,
20242,05549123,18,0,1,100,D,13,D,60,D,,A,
20242,05549303,16,0,1,100,D,13,D,130,D,,A,
20242,05549363,49,0,1,100,D,13,D,60,D,,A,
20242,05549743,46,0,1,100,D,02,D,30,D,,A,
20242,05549743,47,0,1,100,D,03,D,20,D,,A,
20242,05549823,53,0,1,100,D,13,D,50,D,,A,
20242,05549883,25,0,1,100,D,13,D,100,D,,A,
20242,05549923,48,0,1,100,D,04,D,50,D,,A,
20242,05550103,39,0,1,100,D,02,D,260,D,,A,
20242,05550103,40,0,1,100,D,03,D,521,D,,A,
20242,05550103,41,0,1,100,D,04,D,315,D,,A,
20242,05550103,42,0,2,100,D,02,D,80,D,,A,
20242,05550103,43,0,2,100,D,02,D,275,D,,A,
20242,05550103,44,0,2,100,D,02,D,220,D,,A,
20242,05550293,35,0,1,100,D,13,D,100,D,,A,
20242,05550613,81,0,1,100,D,13,D,400,D,,A,
20242,05551133,28,0,1,100,D,02,D,53,D,,A,
20242,05551133,29,0,1,100,D,03,D,75,D,,A,
20242,05551423,56,0,1,100,D,04,D,60,D,,A,
20242,05551923,15,0,1,100,D,13,D,30,D,2,D,2
20242,05551983,48,0,1,100,D,03,D,50,D,,A,
20242,05551983,49,0,1,100,D,04,D,50,D,,A,
20242,05552183,22,0,1,100,D,03,D,30,D,,A,
20242,05552373,47,0,1,100,D,02,D,32,D,,A,
20242,05552423,42,0,1,100,D,02,D,120,D,,A,
20242,05552423,43,0,1,100,D,03,D,120,D,,A,
20242,05552423,44,0,1,100,D,04,D,120,D,,A,
20242,05552423,45,0,2,100,D,02,D,100,D,2,D,1
20242,05552473,17,0,1,100,D,13,D,25,D,,A,
20242,05552693,40,0,1,100,D,02,D,300,D,,A,
20242,05552693,41,0,2,100,D,02,D,38,D,,A,
20242,05552843,26,0,1,100,D,02,D,70,D,,A,
20242,05552843,27,0,1,100,D,03,D,100,D,,A,
20242,05552843,28,0,1,100,D,04,D,100,D,,A,
20242,05553273,43,0,1,100,D,02,D,50,D,,A,
20242,05553273,44,0,1,100,D,03,D,50,D,,A,
20242,05553273,45,0,1,100,D,04,D,150,D,,A,
20242,05553303,37,0,2,100,D,02,D,400,D,,A,
20242,05553943,49,0,1,100,D,13,D,450,D,,A,
20242,05554053,56,0,1,100,D,04,D,50,D,,A,
20242,05554353,38,0,1,100,D,04,D,30,D,,A,
20242,05554553,64,0,1,100,D,03,D,24,D,,A,
20242,05554553,65,0,1,100,D,04,D,40,D,,A,
20242,05554553,66,0,1,100,D,02,D,38,D,,A,
20242,05555063,66,0,1,100,D,04,D,50,D,,A,
20242,05555083,32,0,1,100,D,02,D,50,D,,A,
20242,05555083,33,0,1,100,D,03,D,100,D,,A,
20242,05555293,37,0,1,100,D,02,D,100,D,,A,
20242,05555293,38,0,2,100,D,02,D,200,D,,A,
20242,05555333,28,0,1,100,D,02,D,29,D,,A,
20242,05555613,26,0,1,100,D,13,D,467,D,,A,
20242,05555793,62,0,1,100,D,13,D,100,D,,A,
20242,05556173,91,0,1,100,D,03,D,75,D,,A,
20242,05556173,92,0,1,100,D,04,D,200,D,,A,
20242,05556173,93,0,2,100,D,02,D,60,D,,A,
20242,05556283,52,0,1,100,D,13,D,150,D,2,D,1
20242,05556283,53,0,1,110,D,04,D,15,D,,A,
20242,05556403,12,0,1,100,D,13,D,40,D,,A,
20242,05556713,3,0,1,110,D,04,D,30,D,,A,
20242,05556713,47,0,1,100,D,04,D,110,D,,A,
20242,05556713,48,0,1,100,D,03,D,30,D,,A,
20242,05556713,49,0,1,100,D,02,D,55,D,,A,
20242,05556713,50,0,1,110,D,03,D,29,D,,A,
20242,05556713,51,0,1,110,D,02,D,7,D,,A,
20242,05556853,22,0,1,100,D,04,D,35,D,,A,
20242,05557213,24,0,1,100,D,04,D,80,D,,A,
20242,05557233,24,0,1,100,D,13,D,120,D,,A,
20242,05557373,31,0,1,100,D,02,D,240,D,,A,
20242,05557373,32,0,1,100,D,03,D,240,D,,A,
20242,05557373,33,0,1,100,D,04,D,240,D,,A,
20242,05557563,35,0,1,100,D,13,D,140,D,,A,
20242,05557873,97,0,1,100,D,03,D,33,D,,A,
20242,05557973,48,0,1,100,D,13,D,144,D,,A,
20242,05558973,64,0,2,100,D,02,D,170,D,,A,
20242,05558983,35,0,1,100,D,04,D,15,D,,A,
20242,05559013,24,0,1,100,D,13,D,60,D,,A,
20242,05559103,35,0,1,100,D,03,D,11,D,,A,
20242,05559224,23,0,1,100,D,04,D,30,D,,A,
20242,05559383,30,0,1,100,D,03,D,50,D,,A,
20242,05559593,29,0,1,100,D,03,D,40,D,,A,
20242,05560103,36,0,1,100,D,03,D,40,D,,A,
20242,05560253,32,0,1,100,D,02,D,149,D,,A,
20242,05560253,33,0,1,100,D,03,D,163,D,,A,
20242,05560253,34,0,1,100,D,04,D,177,D,,A,
20242,05560373,69,0,1,100,D,03,D,57,D,,A,
20242,05560473,12,0,1,100,D,04,D,100,D,1,D,
20242,05560733,44,0,1,100,D,13,D,40,D,,A,
20242,05560893,47,0,1,100,D,04,D,40,D,,A,
20242,05561093,18,0,1,100,D,13,D,50,D,,A,
20242,05561173,42,0,1,100,D,13,D,50,D,,A,
20242,05561353,48,0,1,100,D,04,D,55,D,,A,
20242,05561593,83,0,1,110,D,04,D,16,D,,A,
20242,05561633,39,0,1,100,D,02,D,12,D,,A,
20242,05561733,41,0,1,100,D,03,D,40,D,,A,
20242,05561733,42,0,1,100,D,04,D,40,D,,A,
20242,05561803,28,0,1,100,D,13,D,120,D,,A,
20242,05561833,54,0,1,100,D,13,D,100,D,2,D,1
20242,05562063,12,0,1,100,D,13,D,120,D,,A,
20242,05562483,21,0,1,100,D,03,D,60,D,,A,
20242,05562483,22,0,1,100,D,04,D,60,D,,A,
20242,05562483,23,0,1,100,D,05,D,60,D,,A,
20242,05563113,44,0,1,100,D,03,D,35,D,,A,
20242,05563113,45,0,2,100,D,03,D,42,D,,A,
20242,05563603,48,0,1,100,D,13,D,30,D,,A,
20242,05563983,16,0,1,100,D,04,D,285,D,,A,
20242,05563983,17,0,1,100,D,05,D,109,D,,A,
20242,05563993,80,0,1,100,D,13,D,40,D,,A,
20242,05564223,20,0,1,100,D,13,D,40,D,,A,
20242,05564233,30,0,1,100,D,05,D,18,D,,A,
20242,05564353,30,0,1,100,D,03,D,150,D,2,D,1
20242,05564353,31,0,1,100,D,05,D,50,D,2,D,1
20242,05564743,33,0,1,100,D,04,D,80,D,,A,
20242,05564803,20,0,1,100,D,13,D,100,D,,A,
20242,05564853,48,0,1,100,D,03,D,30,D,,A,
20242,05564983,51,0,1,100,D,04,D,50,D,2,D,1
20242,05565203,36,0,1,100,D,13,D,10,D,,A,
20242,05565293,12,0,1,100,D,13,D,20,D,,A,
20242,05565473,56,0,1,100,D,05,D,40,D,,A,
20242,05565723,57,0,1,100,D,03,D,100,D,,A,
20242,05565723,58,0,1,100,D,05,D,100,D,,A,
20242,05565753,19,0,1,100,D,13,D,240,D,,A,
20242,05565943,46,0,1,100,D,05,D,40,D,,A,
20242,05566183,42,0,1,100,D,05,D,60,D,,A,
20242,05566573,61,0,1,100,D,04,D,140,D,,A,
20242,05566893,59,0,1,100,D,13,D,100,D,,A,
20242,05567133,25,0,1,100,D,13,D,26,D,,A,
20242,05567233,64,0,1,100,D,04,D,4,D,,A,
20242,05567293,16,0,1,100,D,13,D,15,D,,A,
20242,05567333,35,0,1,100,D,13,D,100,D,,A,
20242,05567373,57,0,1,100,D,13,D,60,D,,A,
20242,05568173,24,0,1,100,D,04,D,50,D,,A,
20242,05568333,21,0,1,100,D,13,D,60,D,2,D,1
20242,05568333,22,0,1,100,D,13,D,10,D,2,D,1
20242,05568573,60,0,1,110,D,05,D,1,D,,A,
20242,05568793,52,0,1,100,D,05,D,60,D,2,D,1
20242,05568843,22,0,1,100,D,13,D,7,D,,A,
20242,05569223,53,0,1,100,D,04,D,100,D,2,D,2
20242,05569493,43,0,1,100,D,04,D,6,D,,A,
20242,05569493,44,0,2,100,D,03,D,30,D,,A,
20242,05569793,25,0,2,100,D,03,D,300,D,,A,
20242,05570153,48,0,1,100,D,13,D,20,D,,A,
20242,05570283,49,0,2,100,D,03,D,45,D,2,D,2
20242,05570673,31,0,1,100,D,03,D,28,D,,A,
20242,05570853,38,0,1,100,D,05,D,25,D,,A,
20242,05571013,38,0,1,100,D,04,D,20,D,,A,
20242,05571223,34,0,1,100,D,05,D,400,D,,A,
20242,05571843,25,0,1,100,D,13,D,100,D,,A,
20242,05572373,29,0,1,100,D,05,D,250,D,,A,
20242,05572523,49,0,1,100,D,03,D,120,D,2,D,2
20242,05572523,50,0,1,110,D,03,D,60,D,,A,
20242,05572533,31,0,1,100,D,03,D,25,D,,A,
20242,05572733,81,0,1,100,D,05,D,50,D,,A,
20242,05573313,49,0,1,100,D,03,D,1000,D,,A,
20242,05573463,40,0,1,100,D,13,D,35,D,,A,
20242,05573503,24,0,1,100,D,03,D,350,D,,A,
20242,05573503,25,0,1,100,D,04,D,350,D,,A,
20242,05573503,26,0,1,100,D,05,D,350,D,,A,
20242,05573992,11,0,1,100,D,13,D,160,D,,A,
20242,05574352,46,0,1,100,D,03,D,10,D,,A,
20242,05574412,41,0,1,100,D,01,D,100,D,,A,
20242,05574412,42,0,1,100,D,03,D,150,D,,A,
20242,05574462,30,0,1,100,D,01,D,20,D,,A,
20242,05574472,47,0,1,100,D,03,D,86,D,,A,
20242,05574472,48,0,1,100,D,13,D,10,D,,A,
20242,05574642,71,0,1,100,D,01,D,73,D,,A,
20242,05574642,72,0,1,100,D,03,D,76,D,,A,
20242,05574642,73,0,2,100,D,01,D,66,D,,A,
20242,05574702,38,0,1,100,D,02,D,120,D,,A,
20242,05575092,38,0,1,100,D,13,D,150,D,,A,
20242,05575232,29,0,1,100,D,03,D,5,D,,A,
20242,05575422,20,0,1,100,D,13,D,75,D,,A,
20242,05575782,56,0,1,100,D,02,D,30,D,,A,
20242,05575892,26,0,1,100,D,01,D,50,D,,A,
20242,05575992,47,0,1,100,D,02,D,30,D,,A,
20242,05576272,67,0,1,100,D,13,D,30,D,,A,
20242,05576502,59,0,1,100,D,01,D,150,D,2,D,1
20242,05576652,23,0,1,100,D,13,D,100,D,,A,
20242,05576892,21,0,1,100,D,13,D,300,D,,A,
20242,05577132,31,0,1,100,D,13,D,50,D,,A,
20242,05577252,22,0,1,100,D,13,D,95,D,,A,
20242,05577252,23,0,2,100,D,01,D,150,D,,A,
20242,05577492,36,0,1,100,D,03,D,34,D,,A,
20242,05577552,12,0,1,100,D,13,D,60,D,,A,
20242,05577562,42,0,1,100,D,03,D,65,D,,A,
20242,05577892,13,0,1,100,D,01,D,40,D,,A,
20242,05578082,45,0,1,100,D,01,D,25,D,,A,
20242,05578082,46,0,1,100,D,03,D,13,D,,A,
20242,05578372,46,0,1,100,D,13,D,200,D,2,D,1
20242,05578782,19,0,1,100,D,13,D,500,D,,A,
20242,05578962,20,0,1,100,D,01,D,30,D,,A,
20242,05578962,21,0,1,100,D,02,D,40,D,,A,
20242,05579002,24,0,1,100,D,01,D,100,D,,A,
20242,05579002,25,0,1,100,D,02,D,30,D,,A,
20242,05579002,26,0,1,100,D,03,D,200,D,,A,
20242,05579022,11,0,1,100,D,13,D,100,D,,A,
20242,05579072,16,0,1,100,D,13,D,15,D,,A,
20242,05579472,34,0,1,100,D,13,D,40,D,,A,
20242,05579602,54,0,1,100,D,01,D,30,D,,A,
20242,05579602,55,0,1,100,D,02,D,60,D,,A,
20242,05579602,56,0,1,100,D,03,D,80,D,,A,
20242,05580083,25,0,1,100,D,01,D,45,F,1,D,
20242,05580112,17,0,1,100,D,03,D,21,D,,A,
20242,05580382,45,0,1,100,D,03,D,18,D,2,D,1
20242,05580422,48,0,1,100,D,01,D,80,D,,A,
20242,05580442,29,0,1,100,D,01,D,100,D,,A,
20242,05580452,28,0,1,100,D,13,D,150,D,,A,
20242,05580452,29,0,1,100,D,13,D,150,D,,A,
20242,05580452,30,0,2,100,D,01,D,70,D,,A,
20242,05580452,31,0,2,100,D,01,D,10,D,,A,
20242,05580452,32,0,2,100,D,01,D,10,D,,A,
20242,05580572,48,0,1,100,D,13,D,70,D,,A,
20242,05580772,50,0,1,100,D,01,D,40,D,,A,
20242,05580772,51,0,1,100,D,02,D,60,D,,A,
20242,05580772,52,0,1,100,D,03,D,90,D,,A,
20242,05580772,53,0,2,100,D,01,D,14,D,,A,
20242,05580982,44,0,1,100,D,03,D,75,D,,A,
20242,05580992,57,0,1,100,D,03,D,110,D,,A,
20242,05581792,52,0,1,100,D,03,D,220,D,,A,
20242,05582022,48,0,1,100,D,01,D,150,D,,A,
20242,05582432,18,0,1,100,D,03,D,40,D,,A,
20242,05582462,25,0,1,100,D,03,D,35,D,,A,
20242,05582652,41,0,1,100,D,01,D,100,D,,A,
20242,05582922,41,0,1,100,D,03,D,200,D,,A,
20242,05582992,44,0,1,100,D,01,D,16,D,,A,
20242,05582992,45,0,1,100,D,02,D,86,D,,A,
20242,05582992,46,0,1,100,D,03,D,25,D,,A,
20242,05583162,31,0,1,100,D,03,D,30,D,2,D,1
20242,05583302,41,0,1,100,D,01,D,80,D,,A,
20242,05583302,42,0,1,100,D,03,D,20,D,,A,
20242,05583312,26,0,1,100,D,01,D,20,D,,A,
20242,05583312,27,0,1,100,D,02,D,40,D,,A,
20242,05583312,28,0,1,100,D,03,D,20,D,,A,
20242,05583332,39,0,1,100,D,13,D,30,D,,A,
20242,05583442,63,0,1,100,D,03,D,40,D,,A,
20242,05583532,17,0,1,100,D,13,D,20,D,,A,
20242,05583802,27,0,1,100,D,01,D,106,D,,A,
20242,05583802,28,0,1,100,D,02,D,214,D,,A,
20242,05583802,29,0,1,100,D,03,D,180,D,,A,
20242,05583972,21,0,1,100,D,13,D,100,D,,A,
20242,05584042,34,0,1,100,D,13,D,50,D,,A,
20242,05584382,33,0,1,100,D,13,D,50,D,,A,
20242,05584662,36,0,1,100,D,03,D,65,D,,A,
20242,05584662,37,0,1,110,D,01,D,6,D,,A,1
20242,05584662,38,0,1,110,D,02,D,9,D,,A,1
20242,05584662,39,0,1,110,D,03,D,28,D,,A,1
20242,05584862,50,0,1,100,D,02,D,150,D,,A,
20242,05584912,24,0,1,100,D,03,D,100,D,,A,
20242,05585032,79,0,1,100,D,13,D,30,D,,A,
20242,05585222,29,0,1,100,D,01,D,50,D,,A,
20242,05585222,30,0,1,100,D,03,D,50,D,,A,
20242,05585322,27,0,1,100,D,02,D,10,D,1,D,
20242,05586062,20,0,1,100,D,13,D,14,D,,A,
20242,05586122,29,0,1,100,D,04,D,50,D,,A,
20242,05586312,36,0,1,100,D,02,D,30,D,,A,
20242,05586312,37,0,1,100,D,03,D,50,D,,A,
20242,05586312,38,0,1,100,D,04,D,50,D,,A,
20242,05586782,52,0,1,100,D,02,D,80,D,,A,
20242,05587292,56,0,1,100,D,04,D,200,D,,A,
20242,05588142,48,0,1,100,D,04,D,150,D,,A,
20242,05588302,35,0,1,100,D,04,D,75,D,,A,
20242,05588402,35,0,1,100,D,13,D,40,D,,A,
20242,05588652,31,0,1,100,D,03,D,120,D,,A,
20242,05588652,32,0,1,100,D,02,D,80,D,,A,
20242,05588692,29,0,1,100,D,04,D,150,D,2,D,1
20242,05588932,34,0,1,100,D,03,D,120,D,,A,
20242,05589212,13,0,1,100,D,04,D,15,D,,A,
20242,05589262,35,0,1,100,D,04,D,15,D,,A,
20242,05589262,36,0,2,100,D,02,D,37,D,2,D,1
20242,05589262,37,0,2,100,D,02,D,39,D,2,D,1
20242,05589322,27,0,1,100,D,13,D,20,D,1,D,
20242,05589332,21,0,1,100,D,04,D,40,D,,A,
20242,05589512,25,0,1,100,D,04,D,20,D,,A,
20242,05589592,31,0,1,100,D,03,D,80,D,,A,
20242,05589612,43,0,1,100,D,13,D,75,D,,A,
20242,05589892,24,0,1,100,D,13,D,50,D,,A,
20242,05589952,62,0,1,100,D,03,D,250,D,,A,
20242,05590282,44,0,1,100,D,13,D,100,D,,A,
20242,05590322,55,0,1,100,D,03,D,100,D,,A,
20242,05590492,38,0,1,100,D,03,D,55,D,,A,
20242,05590562,23,0,1,100,D,03,D,30,D,,A,
20242,05590732,75,0,1,100,D,03,D,22,D,,A,
20242,05590852,27,0,1,100,D,13,D,25,D,,A,
20242,05591052,40,0,1,100,D,02,D,100,D,,A,
20242,05591242,28,0,1,100,D,02,D,42,D,,A,
20242,05591242,29,0,1,100,D,03,D,26,D,,A,
20242,05591242,30,0,1,100,D,04,D,70,D,,A,
20242,05591452,65,0,2,100,D,02,D,25,D,,A,
20242,05591542,50,0,1,100,D,04,D,42,D,2,D,1
20242,05591642,35,0,1,100,D,04,D,7,D,,A,
20242,05591712,16,0,1,100,D,02,D,45,F,,A,
20242,05591712,17,0,1,100,D,03,D,42,F,,A,
20242,05591712,18,0,1,100,D,04,D,42,F,,A,
20242,05591732,18,0,1,100,D,02,D,20,D,,A,
20242,05592302,40,0,1,100,D,04,D,200,D,,A,
20242,05592412,24,0,1,100,D,02,D,200,D,,A,
20242,05592412,25,0,1,100,D,03,D,200,D,,A,
20242,05592412,26,0,1,100,D,04,D,200,D,,A,
20242,05592472,61,0,1,100,D,13,D,80,D,,A,
20242,05592792,26,0,1,100,D,03,D,70,D,,A,
20242,05592832,27,0,1,100,D,02,D,65,D,,A,
20242,05592832,28,0,1,100,D,03,D,45,D,,A,
20242,05592832,29,0,1,100,D,04,D,15,D,,A,
20242,05592932,20,0,1,100,D,13,D,120,D,,A,
20242,05593012,39,0,1,100,D,04,D,15,D,,A,
20242,05593652,77,0,1,100,D,13,D,50,D,,A,
20242,05593732,25,0,1,100,D,13,D,100,D,,A,
20242,05593792,16,0,1,100,D,13,D,16,D,,A,
20242,05593832,28,0,1,100,D,13,D,100,D,,A,
20242,05594352,46,0,1,100,D,04,D,50,D,,A,
20242,05594542,29,0,1,100,D,13,D,72,D,,A,
20242,05594952,16,0,1,100,D,13,D,45,D,,A,
20242,05595352,28,0,1,100,D,13,D,60,D,,A,
20242,05595712,21,0,1,100,D,02,D,100,D,,A,
20242,05595712,22,0,1,100,D,03,D,93,D,,A,
20242,05596062,33,0,1,100,D,13,D,30,D,,A,
20242,05596222,27,0,1,100,D,13,D,120,D,,A,
20242,05596282,34,0,1,100,D,13,D,60,D,2,D,1
20242,05596422,27,0,1,110,D,04,D,50,D,,A,
20242,05596582,48,0,1,100,D,02,D,40,D,,A,
20242,05596582,49,0,1,100,D,02,D,30,D,,A,
20242,05596582,50,0,1,100,D,04,D,30,D,,A,
20242,05596782,13,0,1,100,D,13,D,100,D,,A,
20242,05596952,56,0,1,100,D,04,D,71,D,,A,
20242,05597132,22,0,1,100,D,13,D,45,D,,A,
20242,05597212,61,0,1,100,D,05,D,213,D,2,D,1
20242,05597222,16,0,1,100,D,03,D,30,D,,A,
20242,05597342,17,0,1,100,D,04,D,100,D,,A,
20242,05597342,18,0,2,100,D,03,D,50,D,,A,
20242,05597502,59,0,1,100,D,04,D,20,D,,A,
20242,05597792,87,0,1,100,D,04,D,15,D,,A,
20242,05597942,31,0,1,100,D,13,D,200,D,,A,
20242,05598102,57,0,1,100,D,05,D,11,D,,A,
20242,05598244,44,0,1,100,D,13,D,8,D,,A,
20242,05598252,38,0,1,100,D,03,D,50,D,,A,
20242,05598382,82,0,1,100,D,05,D,120,D,,A,
20242,05598412,53,0,1,100,D,03,D,300,D,,A,
20242,05598522,27,0,1,100,D,13,D,80,D,,A,
20242,05598532,75,0,2,100,D,03,D,40,D,,A,
20242,05598722,41,0,1,100,D,13,D,100,D,,A,
20242,05598792,20,0,1,100,D,13,D,50,D,,A,
20242,05598962,57,0,1,100,D,13,D,232,D,,A,
20242,05599522,31,0,1,100,D,03,D,235,D,,A,
20242,05599522,32,0,1,100,D,04,D,235,D,,A,
20242,05599522,33,0,1,100,D,05,D,235,D,,A,
20242,05599562,31,0,1,100,D,05,D,76,D,,A,
20242,05599872,30,0,1,100,D,05,D,220,D,,A,
20242,05599932,31,0,1,100,D,13,D,40,D,,A,
20242,05600062,33,0,1,100,D,05,D,70,D,,A,
20242,05600512,20,0,1,100,D,13,D,100,D,1,D,
20242,05600562,54,0,1,100,D,13,D,35,D,,A,
20242,05600752,42,0,1,100,D,05,D,38,D,2,D,1
20242,05600782,74,0,1,100,D,03,D,35,D,,A,
20242,05600802,46,0,1,100,D,03,D,26,D,,A,
20242,05600992,44,0,1,100,D,05,D,17,D,2,D,1
20242,05601452,34,0,1,100,D,13,D,40,D,,A,
20242,05601482,46,0,1,100,D,05,D,125,D,,A,
20242,05601702,30,0,1,100,D,13,D,100,D,,A,
20242,05601742,45,0,1,100,D,05,D,180,D,,A,
20242,05602502,23,0,1,100,D,05,D,50,D,,A,
20242,05602562,28,0,1,100,D,03,D,200,D,1,D,
20242,05602702,30,0,1,110,D,05,D,10,D,,A,4
20242,05603352,54,0,1,100,D,13,D,30,D,,A,
20242,05603692,27,0,1,100,D,04,D,100,D,,A,
20242,05604162,19,0,1,100,D,13,D,15,D,,A,
20242,05604442,46,0,1,100,D,05,D,600,D,,A,
20242,05604902,40,0,1,100,D,13,D,300,D,,A,
20242,05605162,67,0,1,100,D,13,D,150,D,,A,
20242,05605192,40,0,1,100,D,03,D,7,D,,A,
20242,05605192,41,0,1,100,D,04,D,15,D,,A,
20242,05605192,42,0,1,100,D,05,D,82,D,,A,
20242,05605302,75,0,1,100,D,03,D,30,D,2,D,1
20242,05605392,18,0,1,100,D,13,D,40,D,,A,
20242,05605482,73,0,1,100,D,05,D,30,D,,A,
