QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VQBCODE,VQBCODE_,VQBLABOR,VQBL_BOR,VQBMO,VQBMO_,VQBEXPX,VQBEXPX_,VQBPURCH
20241,05353684,15,0,1,250,D,,A,13,D,230,D,
20241,05353694,68,0,1,190,D,1,D,12,D,600,D,
20241,05353694,69,0,1,190,D,1,D,12,D,70,D,
20241,05353694,70,0,1,250,D,,A,12,D,15,D,
20241,05353724,18,0,5,210,D,,A,01,D,105,D,
20241,05353724,42,0,1,190,D,1,D,01,D,60,D,
20241,05353734,41,0,1,140,D,,A,01,D,800,D,
20241,05353734,42,0,1,190,D,1,D,12,D,200,D,2
20241,05353734,43,0,1,200,D,,A,01,D,800,D,
20241,05353774,14,0,1,190,D,1,D,01,D,117,D,
20241,05353824,16,0,1,190,D,1,D,12,D,85,D,
20241,05353894,48,0,1,190,D,1,D,01,D,500,D,
20241,05353894,49,0,2,420,D,,A,11,D,800,D,
20241,05353954,41,0,1,220,D,,A,11,D,150,D,
20241,05353954,42,0,1,367,D,1,D,13,D,50,D,
20241,05353954,43,0,1,190,D,1,D,11,D,1000,D,
20241,05353954,44,0,1,250,D,,A,12,D,40,D,
20241,05353954,45,0,1,260,D,,A,12,D,40,D,
20241,05354134,47,0,1,420,D,,A,12,D,572,D,
20241,05354134,48,0,1,367,D,2,D,13,D,9,D,
20241,05354194,40,0,1,420,D,,A,11,D,137,D,
20241,05354194,41,0,2,260,D,,A,11,D,3,D,
20241,05354224,31,0,1,420,D,,A,01,D,350,D,
20241,05354224,32,0,1,140,D,,A,01,D,600,D,
20241,05354274,75,0,1,410,D,,A,11,D,20,D,
20241,05354274,76,0,1,250,D,,A,11,D,12,D,
20241,05354274,77,0,1,260,D,,A,12,D,15,D,
20241,05354274,78,0,2,140,D,,A,11,D,100,D,2
20241,05354324,42,0,1,260,D,,A,13,D,200,D,
20241,05354324,43,0,1,250,D,,A,13,D,10,D,
20241,05354344,55,0,1,420,D,,A,11,D,200,D,
20241,05354344,56,0,1,190,D,1,D,12,D,125,D,
20241,05354434,25,0,1,250,D,,A,12,D,50,D,
20241,05354464,49,0,1,420,D,,A,01,D,75,D,
20241,05354464,50,0,1,420,D,,A,01,D,75,D,
20241,05354464,51,0,1,410,D,,A,01,D,25,D,
20241,05354464,52,0,1,410,D,,A,01,D,25,D,
20241,05354464,53,0,1,190,D,1,D,12,D,100,D,
20241,05354464,54,0,1,190,D,1,D,01,D,100,D,
20241,05354464,55,0,1,210,D,,A,12,D,153,D,
20241,05354464,56,0,2,190,D,1,D,11,D,100,D,
20241,05354494,57,0,1,190,D,1,D,12,D,100,D,
20241,05354514,29,0,1,420,D,,A,12,D,427,D,
20241,05354514,30,0,1,190,D,1,D,12,D,120,D,
20241,05354524,24,0,2,280,D,,A,11,D,30,D,
20241,05354534,36,0,1,190,D,1,D,01,D,3755,D,
20241,05354534,37,0,1,250,D,,A,13,D,275,D,
20241,05354564,31,0,1,190,D,1,D,11,D,50,D,2
20241,05354624,31,0,1,140,D,,A,01,D,700,D,
20241,05354624,32,0,1,410,D,,A,01,D,42,D,
20241,05354624,33,0,1,420,D,,A,01,D,36,D,
20241,05354654,22,0,1,420,D,,A,01,D,900,D,
20241,05354674,50,0,1,250,D,,A,01,D,45,D,
20241,05354734,25,0,1,410,D,,A,01,D,37,D,
20241,05354734,26,0,1,250,D,,A,13,D,100,D,
20241,05354754,47,0,1,190,D,1,D,12,D,115,D,
20241,05354794,47,0,1,190,D,1,D,01,D,719,D,
20241,05354794,48,0,1,190,D,1,D,12,D,440,D,
20241,05354794,49,0,1,190,D,1,D,12,D,300,D,
20241,05354924,22,0,1,190,D,1,D,11,D,350,D,
20241,05354974,58,0,1,420,D,,A,01,D,873,D,
20241,05355014,44,0,1,250,D,,A,13,D,30,D,
20241,05355034,56,0,1,190,D,1,D,11,D,748,D,
20241,05355034,57,0,1,250,D,,A,13,D,25,D,
20241,05355114,37,0,1,900,D,1,D,12,D,,H,
20241,05355114,37,1,1,140,D,1,D,12,D,284,E,
20241,05355114,37,2,1,190,D,1,D,12,D,66,E,
20241,05355144,30,0,1,420,D,,A,12,D,270,D,
20241,05355154,29,0,1,400,D,,A,01,D,25,D,
20241,05355154,30,0,1,410,D,,A,01,D,20,D,
20241,05355164,56,0,1,140,D,,A,01,D,700,D,
20241,05355164,57,0,1,190,D,1,D,01,D,50,D,
20241,05355164,58,0,1,260,D,,A,11,D,10,D,
20241,05355164,59,0,1,260,D,,A,11,D,20,D,
20241,05355194,19,0,1,190,D,1,D,01,D,60,D,
20241,05355194,20,0,1,260,D,,A,01,D,3,D,
20241,05355264,26,0,1,367,D,1,D,11,D,10,D,
20241,05355264,27,0,1,367,D,1,D,12,D,10,D,
20241,05355264,28,0,1,367,D,1,D,01,D,10,D,
20241,05355264,29,0,1,190,D,1,D,12,D,1300,D,
20241,05355264,30,0,1,260,D,,A,01,D,30,D,
20241,05355294,32,0,1,420,D,,A,12,D,230,D,
20241,05355294,33,0,1,190,D,1,D,11,D,100,D,2
20241,05355324,56,0,1,260,D,,A,12,D,10,D,
20241,05355364,27,0,1,420,D,,A,02,D,72,D,
20241,05355364,28,0,1,140,D,,A,02,D,457,D,
20241,05355364,29,0,1,190,D,1,D,13,D,60,D,
20241,05355404,34,0,1,190,D,1,D,02,D,105,D,
20241,05355434,44,0,1,367,D,1,D,01,D,14,D,
20241,05355434,45,0,1,260,D,,A,13,D,75,D,
20241,05355514,34,0,1,367,D,1,D,13,D,30,D,
20241,05355524,34,0,2,190,D,2,D,12,D,95,D,
20241,05355534,26,0,1,190,D,2,D,02,D,48,D,
20241,05355534,27,0,1,420,D,,A,01,D,391,D,
20241,05355544,36,0,1,190,D,1,D,12,D,85,D,
20241,05355544,37,0,1,190,D,1,D,02,D,90,D,
20241,05355594,32,0,1,367,D,1,D,13,D,20,D,
20241,05355594,33,0,1,190,D,1,D,12,D,108,D,
20241,05355604,56,0,1,190,D,1,D,12,D,592,D,
20241,05355604,57,0,1,190,D,1,D,01,D,44,D,
20241,05355784,41,0,1,367,D,1,D,13,D,72,D,
20241,05355784,42,0,2,420,D,,A,12,D,65,D,
20241,05355784,43,0,2,420,D,,A,12,D,45,D,
20241,05355784,44,0,2,190,D,1,D,12,D,400,D,
20241,05355884,26,0,1,190,D,1,D,02,D,40,D,
20241,05356124,42,0,1,420,D,,A,01,D,700,D,
20241,05356124,43,0,1,190,D,1,D,02,D,100,D,
20241,05356174,19,0,1,190,D,1,D,12,D,45,D,
20241,05356214,38,0,1,420,D,,A,12,D,27,D,
20241,05356214,39,0,1,420,D,,A,01,D,70,D,
20241,05356214,40,0,1,420,D,,A,02,D,50,D,
20241,05356214,41,0,2,420,D,,A,12,D,57,D,
20241,05356224,51,0,1,410,D,,A,01,D,20,D,
20241,05356224,52,0,1,420,D,,A,01,D,75,D,
20241,05356254,43,0,1,410,D,,A,12,D,40,D,
20241,05356254,44,0,1,420,D,,A,01,D,150,D,
20241,05356254,45,0,1,210,D,,A,12,D,125,F,
20241,05356254,46,0,1,367,D,1,D,02,D,18,D,
20241,05356254,47,0,1,250,D,,A,01,D,170,D,
20241,05356254,48,0,1,260,D,,A,02,D,65,D,
20241,05356294,37,0,1,900,D,,A,13,D,,H,
20241,05356294,37,1,1,260,D,,A,13,D,10,E,
20241,05356294,37,2,1,210,D,,A,13,D,55,E,
20241,05356294,38,0,1,260,D,,A,13,D,180,D,
20241,05356294,39,0,2,190,D,1,D,12,D,65,D,
20241,05356454,31,0,1,410,D,,A,02,D,7,D,
20241,05356454,32,0,1,420,D,,A,02,D,76,D,
20241,05356534,42,0,1,190,D,1,D,12,D,36,D,
20241,05356544,30,0,1,190,D,1,D,01,D,90,D,
20241,05356554,43,0,1,250,D,,A,13,D,30,D,
20241,05356554,44,0,1,260,D,,A,01,D,140,D,
20241,05356554,45,0,1,280,D,,A,02,D,30,D,
20241,05356694,22,0,1,420,D,,A,01,D,47,D,
20241,05356744,38,0,1,420,D,,A,01,D,175,D,
20241,05356744,39,0,1,140,D,,A,12,D,450,D,
20241,05356744,40,0,1,190,D,1,D,12,D,225,D,
20241,05356744,41,0,1,190,D,1,D,12,D,300,D,
20241,05356834,15,0,1,420,D,,A,02,D,200,D,
20241,05356914,43,0,1,367,D,1,D,13,D,20,D,
20241,05356934,35,0,1,190,D,1,D,02,D,175,D,
20241,05357034,51,0,1,420,D,,A,02,D,150,D,
20241,05357034,52,0,1,367,D,1,D,13,D,12,D,
20241,05357034,53,0,2,367,D,1,D,12,D,12,D,
20241,05357054,32,0,1,420,D,,A,12,D,166,D,
20241,05357054,33,0,1,367,D,1,D,13,D,13,D,
20241,05357054,34,0,2,190,D,1,D,12,D,130,D,
20241,05357104,42,0,1,140,D,,A,01,D,300,F,
20241,05357114,45,0,1,420,D,,A,02,D,1114,D,
20241,05357114,46,0,1,240,D,2,D,02,D,80,D,
20241,05357114,47,0,1,240,D,2,D,02,D,177,D,
20241,05357114,48,0,1,250,D,,A,01,D,25,D,
20241,05357184,32,0,1,200,D,,A,13,D,99,D,
20241,05357184,33,0,1,260,D,,A,13,D,14,D,
20241,05357214,20,0,1,140,D,,A,02,D,180,D,
20241,05357224,42,0,1,400,D,,A,02,D,32,D,
20241,05357224,43,0,1,420,D,,A,02,D,154,D,
20241,05357224,44,0,1,220,D,,A,02,D,390,D,
20241,05357224,45,0,1,367,D,1,D,02,D,50,D,
20241,05357224,46,0,1,190,D,1,D,12,D,582,D,
20241,05357224,47,0,1,190,D,1,D,01,D,399,D,
20241,05357234,79,0,1,250,D,,A,01,D,18,D,
20241,05357234,80,0,1,260,D,,A,13,D,10,D,
20241,05357274,29,0,1,367,D,2,D,13,D,49,D,
20241,05357334,32,0,1,420,D,,A,12,D,85,D,
20241,05357464,36,0,1,190,D,1,D,13,D,100,D,
20241,05357464,37,0,1,320,D,1,D,12,D,500,D,
20241,05357484,76,0,1,420,D,,A,01,D,960,D,
20241,05357484,77,0,1,367,D,1,D,01,D,40,D,
20241,05357484,78,0,1,190,D,1,D,01,D,698,D,
20241,05357484,79,0,1,260,D,,A,12,D,80,D,
20241,05357484,80,0,1,260,D,,A,01,D,97,D,
20241,05357484,81,0,1,260,D,,A,02,D,110,D,
20241,05357484,82,0,1,250,D,,A,01,D,25,D,
20241,05357524,28,0,1,420,D,,A,12,D,830,D,
20241,05357544,30,0,2,140,D,,A,12,D,150,D,2
20241,05357614,53,0,1,250,D,,A,13,D,35,D,
20241,05357614,54,0,2,420,D,,A,12,D,1078,D,
20241,05357614,55,0,2,367,D,1,D,12,D,30,D,
20241,05357674,41,0,1,420,D,,A,01,D,135,D,
20241,05357714,40,0,1,420,D,,A,01,D,135,D,
20241,05357824,47,0,2,420,D,,A,12,D,135,D,
20241,05357864,32,0,1,210,D,,A,12,D,35,D,
20241,05357874,52,0,1,420,D,,A,02,D,125,D,
20241,05357874,53,0,1,250,D,,A,13,D,20,D,
20241,05357924,21,0,1,367,D,1,D,13,D,10,D,
20241,05357924,22,0,1,190,D,1,D,02,D,725,D,
20241,05357924,23,0,1,190,D,1,D,12,D,150,D,
20241,05357924,24,0,1,190,D,1,D,01,D,397,D,
20241,05357954,34,0,1,190,D,1,D,02,D,91,D,
20241,05357964,17,0,2,190,D,1,D,12,D,58,D,
20241,05357974,30,0,1,420,D,,A,01,D,160,D,
20241,05357974,31,0,1,190,D,1,D,01,D,90,D,
20241,05358004,36,0,1,190,D,1,D,02,D,421,D,
20241,05358134,58,0,1,230,D,2,D,12,D,404,D,
20241,05358134,59,0,1,230,D,2,D,01,D,813,D,
20241,05358134,60,0,1,230,D,2,D,02,D,303,D,
20241,05358154,34,0,1,190,D,1,D,01,D,216,D,
20241,05358194,30,0,2,190,D,1,D,12,D,50,D,
20241,05358204,58,0,1,367,D,1,D,12,D,60,D,
20241,05358204,59,0,1,367,D,1,D,02,D,60,D,
20241,05358214,24,0,1,190,D,1,D,02,D,85,D,
20241,05358234,29,0,1,400,D,,A,02,D,26,D,
20241,05358414,49,0,1,420,D,,A,02,D,95,D,
20241,05358414,50,0,1,190,D,1,D,01,D,172,D,2
20241,05358414,51,0,1,367,D,2,D,02,D,5,D,
20241,05358554,20,0,1,367,D,1,D,02,D,18,D,
20241,05358564,17,0,1,320,D,1,D,02,D,2900,D,
20241,05358574,55,0,1,190,D,1,D,02,D,125,D,
20241,05358574,56,0,1,250,D,,A,13,D,50,D,
20241,05358574,57,0,2,420,D,,A,12,D,2500,D,
20241,05358594,64,0,1,400,D,,A,02,D,48,D,
20241,05358594,65,0,1,190,D,1,D,02,D,78,D,
20241,05358594,66,0,1,367,D,1,D,02,D,18,D,
20241,05358594,67,0,1,250,D,,A,12,D,80,D,
20241,05358594,68,0,1,260,D,,A,02,D,30,D,
20241,05358604,31,0,1,420,D,,A,01,D,60,D,
20241,05358604,32,0,1,420,D,,A,02,D,70,D,
20241,05358604,33,0,1,367,D,2,D,13,D,20,D,
20241,05358664,73,0,1,420,D,,A,01,D,39,D,
20241,05358664,74,0,1,190,D,2,D,02,D,55,D,
20241,05358794,16,0,1,420,D,,A,12,D,85,D,
20241,05358794,17,0,1,190,D,1,D,01,D,5250,D,
20241,05358794,18,0,1,190,D,1,D,01,D,1075,D,
20241,05358804,16,0,2,190,D,1,D,12,D,74,D,
20241,05358874,47,0,1,420,D,,A,02,D,190,D,
20241,05358894,23,0,1,190,D,1,D,02,D,1500,D,2
20241,05358894,24,0,1,190,D,1,D,02,D,800,D,2
20241,05358914,47,0,1,420,D,,A,12,D,395,D,
20241,05358914,48,0,1,367,D,1,D,13,D,16,D,
20241,05358934,75,0,1,367,D,1,D,13,D,30,D,
20241,05358934,76,0,1,260,D,,A,02,D,100,D,
20241,05358934,77,0,1,260,D,,A,12,D,140,D,
20241,05358954,27,0,1,367,D,1,D,02,D,10,D,
20241,05358984,44,0,1,367,D,1,D,13,D,24,D,
20241,05358984,45,0,1,250,D,,A,13,D,30,D,
20241,05358994,20,0,1,140,D,,A,02,D,500,D,
20241,05359034,41,0,1,410,D,,A,01,D,40,D,
20241,05359034,42,0,1,250,D,,A,13,D,10,D,
20241,05359034,43,0,1,260,D,,A,13,D,65,D,
20241,05359064,55,0,1,190,D,1,D,01,D,100,D,2
20241,05359094,86,0,1,250,D,,A,01,D,40,D,
20241,05359214,50,0,1,210,D,,A,01,D,139,D,
20241,05359214,51,0,1,260,D,,A,13,D,90,D,
20241,05359214,52,0,1,260,D,,A,12,D,27,D,
20241,05359214,53,0,1,260,D,,A,02,D,24,D,
20241,05359244,16,0,1,190,D,1,D,01,D,45,D,
20241,05359314,60,0,1,420,D,,A,12,D,255,D,
20241,05359314,61,0,1,410,D,,A,12,D,80,D,
20241,05359314,62,0,1,250,D,,A,13,D,10,D,
20241,05359384,24,0,1,900,D,,A,12,D,,H,
20241,05359384,24,1,1,420,D,,A,12,D,186,E,
20241,05359384,24,2,1,400,D,,A,12,D,44,E,
20241,05359384,25,0,1,367,D,2,D,13,D,20,D,
20241,05359464,43,0,1,367,D,1,D,13,D,20,D,
20241,05359464,44,0,1,190,D,1,D,01,D,100,D,
20241,05359484,24,0,1,420,D,,A,01,D,70,D,
20241,05359504,23,0,1,410,D,,A,01,D,14,D,
20241,05359504,24,0,1,420,D,,A,01,D,158,D,
20241,05359504,25,0,1,140,D,,A,12,D,500,D,
20241,05359504,26,0,1,190,D,1,D,12,D,60,D,
20241,05359554,39,0,1,190,D,1,D,01,D,60,D,
20241,05359554,40,0,1,260,D,,A,01,D,25,D,
20241,05359614,35,0,1,410,D,,A,12,D,50,D,
20241,05359614,36,0,1,410,D,,A,02,D,50,D,
20241,05359614,37,0,1,420,D,,A,02,D,152,D,
20241,05359614,38,0,1,140,D,,A,12,D,90,D,
20241,05359614,39,0,1,190,D,1,D,02,D,100,D,
20241,05359624,18,0,1,400,D,,A,02,D,18,D,
20241,05359764,48,0,1,210,D,,A,12,D,131,D,
20241,05359764,49,0,2,210,D,,A,12,D,131,D,
20241,05359764,50,0,2,250,D,,A,12,D,7,D,
20241,05359764,51,0,2,260,D,,A,12,D,224,D,
20241,05359864,48,0,1,190,D,1,D,12,D,100,D,
20241,05359864,49,0,1,260,D,,A,12,D,40,D,
20241,05359864,50,0,1,260,D,,A,02,D,40,D,
20241,05359894,13,0,1,190,D,2,D,02,D,90,D,
20241,05359904,36,0,1,410,D,,A,02,D,28,D,
20241,05359904,37,0,1,410,D,,A,12,D,45,D,
20241,05359904,38,0,1,410,D,,A,12,D,54,D,
20241,05359914,49,0,1,190,D,1,D,01,D,80,D,
20241,05359914,50,0,1,250,D,,A,02,D,20,D,
20241,05359924,27,0,1,140,D,,A,12,D,350,D,2
20241,05359974,48,0,1,260,D,,A,13,D,20,D,
20241,05359974,49,0,2,260,D,,A,12,D,3,D,
20241,05360064,19,0,1,250,D,,A,13,D,25,D,
20241,05360064,20,0,1,230,D,1,D,01,D,350,D,
20241,05360194,61,0,1,190,D,1,D,02,D,95,D,
20241,05360194,62,0,1,420,D,,A,01,D,250,D,
20241,05360204,65,0,1,420,D,,A,01,D,270,D,
20241,05360204,66,0,2,420,D,,A,12,D,300,D,
20241,05360374,38,0,1,140,D,,A,12,D,250,D,
20241,05360374,39,0,1,250,D,,A,13,D,15,D,
20241,05360454,51,0,1,367,D,1,D,02,D,30,D,
20241,05360454,52,0,1,250,D,,A,12,D,15,D,
20241,05360454,53,0,1,250,D,,A,12,D,6,D,
20241,05360454,54,0,1,250,D,,A,02,D,6,D,
20241,05360454,55,0,1,260,D,,A,12,D,20,D,
20241,05360474,20,0,1,900,D,,A,02,D,,H,
20241,05360474,20,1,1,420,D,,A,02,D,65,E,
20241,05360474,20,2,1,410,D,,A,02,D,15,E,
20241,05360554,41,0,1,250,D,,A,13,D,120,D,
20241,05360554,42,0,2,140,D,,A,12,D,1500,D,
20241,05360584,34,0,1,210,D,,A,02,D,300,D,
20241,05360594,30,0,1,250,D,,A,13,D,10,D,
20241,05360594,31,0,1,260,D,,A,13,D,10,D,
20241,05360594,32,0,2,140,D,,A,12,D,130,D,
20241,05360604,35,0,1,210,D,,A,01,D,500,D,
20241,05360624,21,0,1,367,D,1,D,13,D,30,D,
20241,05360624,22,0,1,190,D,1,D,02,D,65,D,
20241,05360624,23,0,1,260,D,,A,02,D,55,D,
20241,05360644,29,0,1,367,D,1,D,13,D,20,D,
20241,05360644,30,0,2,200,D,,A,12,D,260,D,
20241,05360654,56,0,1,367,D,1,D,13,D,180,D,
20241,05360664,32,0,1,260,D,,A,02,D,120,D,
20241,05360694,41,0,1,190,D,1,D,01,D,1200,D,
20241,05360694,42,0,1,140,D,,A,01,D,800,D,
20241,05360774,29,0,1,420,D,,A,02,D,420,D,
20241,05360774,30,0,1,367,D,1,D,13,D,22,D,
20241,05360844,52,0,1,190,D,1,D,01,D,656,D,
20241,05360844,53,0,1,260,D,,A,01,D,17,D,
20241,05360884,51,0,1,367,D,1,D,02,D,7,D,
20241,05360884,52,0,1,250,D,,A,12,D,55,D,
20241,05360884,53,0,1,250,D,,A,01,D,55,D,
20241,05360904,43,0,1,420,D,,A,01,D,68,D,
20241,05360924,30,0,1,250,D,,A,13,D,90,D,
20241,05360934,29,0,1,400,D,,A,01,D,35,D,
20241,05360934,30,0,1,190,D,1,D,01,D,80,D,
20241,05361044,101,0,1,190,D,1,D,12,D,129,D,
20241,05361044,102,0,1,190,D,1,D,01,D,10,D,
20241,05361114,37,0,1,367,D,2,D,01,D,10,D,
20241,05361174,58,0,1,420,D,,A,02,D,70,D,
20241,05361434,42,0,1,140,D,,A,02,D,1900,D,2
20241,05361464,25,0,1,410,D,,A,12,D,7,D,
20241,05361474,33,0,1,190,D,1,D,12,D,50,D,
20241,05361474,34,0,1,260,D,,A,13,D,7,D,
20241,05361474,35,0,2,260,D,,A,12,D,2,D,
20241,05361524,17,0,1,190,D,1,D,01,D,39,D,
20241,05361524,18,0,1,367,D,1,D,01,D,14,D,
20241,05361554,30,0,1,190,D,1,D,02,D,1500,D,
20241,05361624,40,0,1,190,D,1,D,01,D,518,D,2
20241,05361624,41,0,1,260,D,,A,13,D,5,D,
20241,05361784,16,0,1,420,D,,A,02,D,35,D,
20241,05361834,46,0,1,410,D,,A,02,D,35,D,
20241,05361884,31,0,1,250,D,,A,13,D,60,D,
20241,05361994,35,0,1,420,D,,A,02,D,190,D,
20241,05362004,19,0,1,210,D,,A,02,D,65,D,
20241,05362004,20,0,1,250,D,,A,01,D,20,D,
20241,05362074,37,0,1,367,D,1,D,13,D,12,D,
20241,05362084,29,0,1,190,D,2,D,01,D,80,D,
20241,05362084,30,0,2,367,D,1,D,12,D,50,D,
20241,05362114,25,0,1,190,D,1,D,01,D,45,D,
20241,05362114,26,0,1,250,D,,A,12,D,7,D,
20241,05362114,27,0,1,250,D,,A,01,D,7,D,
20241,05362444,31,0,1,420,D,,A,12,D,90,D,
20241,05362444,32,0,1,140,D,,A,12,D,460,D,
20241,05362444,33,0,1,367,D,1,D,13,D,40,D,
20241,05362444,34,0,2,367,D,1,D,12,D,24,D,
20241,05362504,45,0,1,420,D,,A,02,D,100,D,
20241,05362624,40,0,1,420,D,,A,02,D,250,D,
20241,05362634,27,0,1,140,D,,A,01,D,200,D,
20241,05362634,28,0,1,190,D,1,D,02,D,250,D,
20241,05362764,24,0,1,420,D,,A,12,D,270,D,
20241,05362794,45,0,1,190,D,1,D,02,D,1200,D,
20241,05362794,46,0,2,420,D,,A,12,D,50,D,
20241,05362794,47,0,2,200,D,,A,12,D,1500,D,
20241,05362824,52,0,1,400,D,,A,01,D,45,D,
20241,05362824,53,0,1,190,D,1,D,12,D,4000,D,
20241,05362824,54,0,1,140,D,,A,12,D,1100,D,
20241,05362824,55,0,1,320,D,1,D,02,D,650,D,
20241,05362824,56,0,2,420,D,,A,12,D,337,D,
20241,05362944,39,0,1,200,D,,A,02,D,1200,D,
20241,05362944,40,0,1,367,D,1,D,13,D,17,D,
20241,05363004,34,0,1,190,D,2,D,12,D,55,D,2
20241,05363004,35,0,1,250,D,,A,12,D,35,D,
20241,05363044,38,0,1,420,D,,A,01,D,700,D,
20241,05363044,39,0,1,190,D,1,D,01,D,350,D,
20241,05363104,44,0,1,140,D,,A,01,D,2000,D,
20241,05363104,45,0,1,250,D,,A,13,D,10,D,
20241,05363104,46,0,1,260,D,,A,02,D,100,D,
20241,05363154,63,0,1,367,D,1,D,12,D,12,D,
20241,05363154,64,0,1,190,D,1,D,02,D,30,D,
20241,05363174,74,0,1,250,D,,A,13,D,24,D,
20241,05363174,75,0,1,260,D,,A,02,D,10,D,
20241,05363214,38,0,1,900,D,,A,02,D,,H,
20241,05363214,38,1,1,420,D,,A,02,D,77,E,
20241,05363214,38,2,1,410,D,,A,02,D,18,E,
20241,05363214,39,0,1,190,D,1,D,02,D,471,D,
20241,05363214,40,0,1,190,D,1,D,02,D,40,D,
20241,05363334,26,0,1,410,D,,A,02,D,20,D,
20241,05363354,32,0,2,140,D,,A,12,D,330,D,
20241,05363384,23,0,1,420,D,,A,02,D,150,D,
20241,05363384,24,0,1,260,D,,A,02,D,5,D,
20241,05363394,58,0,2,400,D,,A,12,D,25,D,
20241,05363394,59,0,2,420,D,,A,12,D,400,D,
20241,05363554,36,0,1,190,D,1,D,01,D,60,D,
20241,05363554,37,0,1,250,D,,A,02,D,40,D,
20241,05363614,29,0,1,140,D,,A,12,D,600,D,
20241,05363674,30,0,1,190,D,1,D,02,D,500,D,
20241,05363744,41,0,1,420,D,,A,01,D,165,D,
20241,05363764,34,0,1,260,D,,A,02,D,10,D,
20241,05363794,53,0,1,200,D,,A,13,D,128,D,
20241,05363794,54,0,1,367,D,1,D,13,D,27,D,
20241,05363794,55,0,1,260,D,,A,12,D,6,D,
20241,05363864,24,0,1,140,D,,A,12,D,300,D,
20241,05363864,25,0,2,140,D,,A,12,D,300,D,
20241,05363934,48,0,2,190,D,1,D,12,D,120,D,
20241,05364054,12,0,1,190,D,1,D,02,D,400,D,
20241,05364164,49,0,1,367,D,1,D,13,D,30,D,
20241,05364164,50,0,1,367,D,1,D,13,D,20,D,
20241,05364164,51,0,1,140,D,,A,02,D,1800,D,
20241,05364184,24,0,1,420,D,,A,02,D,184,D,
20241,05364184,25,0,1,250,D,,A,13,D,140,D,
20241,05364224,27,0,1,367,D,1,D,13,D,25,D,
20241,05364224,28,0,2,900,D,,A,12,D,,H,
20241,05364224,28,1,2,190,D,,A,12,D,169,E,
20241,05364224,28,2,2,140,D,,A,12,D,731,E,
20241,05364334,37,0,1,367,D,1,D,13,D,40,D,
20241,05364334,38,0,1,190,D,1,D,01,D,30,D,
20241,05364334,39,0,1,250,D,,A,01,D,40,D,
20241,05364564,35,0,2,250,D,,A,12,D,5,D,
20241,05364604,52,0,1,190,D,1,D,02,D,400,D,
20241,05364604,53,0,2,190,D,2,D,12,D,115,D,
20241,05364654,39,0,1,190,D,1,D,12,D,65,D,
20241,05364654,40,0,1,210,D,,A,13,D,48,D,
20241,05364694,32,0,1,420,D,,A,02,D,180,D,
20241,05364874,36,0,1,140,D,,A,12,D,600,D,
20241,05364874,37,0,1,250,D,,A,12,D,40,D,
20241,05365024,30,0,1,367,D,1,D,13,D,40,D,
20241,05365024,31,0,1,190,D,1,D,01,D,60,D,2
20241,05365024,32,0,1,250,D,,A,01,D,20,D,
20241,05365054,39,0,1,400,D,,A,02,D,55,F,
20241,05365074,67,0,1,420,D,,A,02,D,580,D,
20241,05365074,68,0,1,190,D,1,D,01,D,2200,D,
20241,05365074,69,0,1,260,D,,A,02,D,20,D,
20241,05365074,70,0,1,280,D,,A,02,D,25,D,
20241,05365104,59,0,1,400,D,,A,02,D,35,D,
20241,05365104,60,0,1,900,D,,A,12,D,,H,
20241,05365104,60,1,1,420,D,,A,12,D,81,E,
20241,05365104,60,2,1,410,D,,A,12,D,19,E,
20241,05365134,39,0,1,400,D,,A,02,D,11,D,
20241,05365134,40,0,1,367,D,1,D,12,D,20,D,
20241,05365134,41,0,1,367,D,1,D,02,D,44,D,
20241,05365134,42,0,1,260,D,,A,12,D,14,D,
20241,05365134,43,0,1,260,D,,A,01,D,10,D,
20241,05365134,44,0,1,260,D,,A,02,D,2,D,
20241,05365234,28,0,1,420,D,,A,02,D,315,D,
20241,05365324,38,0,1,420,D,,A,01,D,597,D,
20241,05365324,39,0,1,260,D,,A,13,D,20,D,
20241,05365354,36,0,1,367,D,1,D,13,D,20,D,
20241,05365354,37,0,1,190,D,1,D,02,D,68,D,
20241,05365354,38,0,1,260,D,,A,02,D,15,D,
20241,05365374,31,0,1,420,D,,A,02,D,5,D,
20241,05365374,32,0,1,190,D,1,D,02,D,60,D,
20241,05365404,46,0,1,190,D,1,D,13,D,114,D,
20241,05365404,47,0,1,190,D,1,D,02,D,2500,D,
20241,05365414,48,0,1,260,D,,A,13,D,36,D,
20241,05365434,60,0,1,900,D,1,D,02,D,,H,
20241,05365434,60,1,1,410,D,1,D,02,D,65,E,
20241,05365434,60,2,1,190,D,1,D,02,D,193,E,
20241,05365434,61,0,1,420,D,,A,02,D,576,D,
20241,05365434,62,0,1,420,D,,A,01,D,101,D,
20241,05365454,56,0,1,400,D,,A,01,D,75,D,
20241,05365454,57,0,2,260,D,,A,12,D,4,D,
20241,05365524,20,0,1,200,D,,A,12,D,120,D,
20241,05365524,21,0,1,190,D,1,D,12,D,100,D,
20241,05365634,40,0,1,420,D,,A,02,D,341,D,
20241,05365634,41,0,1,410,D,,A,02,D,25,D,
20241,05365634,42,0,1,320,D,1,D,02,D,500,D,
20241,05365644,67,0,1,190,D,1,D,01,D,2018,D,2
20241,05365644,68,0,1,260,D,,A,13,D,17,D,
20241,05365654,36,0,1,220,D,,A,12,D,130,D,
