QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,OTHLNDRX,OTHL_DRX,OTHDCLNX,OTHD_LNX,SAFDPSTX,SAFD_STX,JLDRYNET,JLDR_NET,JDRYCNET,JDRY_NET,JBNKSCQV,JBNK_CQV,SALONX,SALONX_,WIGSX,WIGSX_,JMLPAYQV,JMLP_YQV
20242,05561463,46,0,1,,A,,A,,A,,A,,A,,A,80,D,,A,,A
20242,05561473,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05561523,51,0,1,,A,,A,,A,,A,150,D,,A,650,D,,A,,A
20242,05561553,23,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,,A
20242,05561593,84,0,1,,A,,A,,A,,A,,A,,A,450,D,,A,,A
20242,05561613,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05561633,40,0,1,80,D,,A,,A,0,D,,A,21,D,120,D,,A,,A
20242,05561663,28,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20242,05561723,50,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20242,05561733,43,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
20242,05561773,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05561803,29,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,113,D
20242,05561833,55,0,1,,A,,A,,A,,A,,A,,A,400,D,,A,,A
20242,05561873,10,0,1,,A,,A,,A,22,F,,A,,A,,A,,A,,A
20242,05561883,40,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05561903,42,0,1,,A,,A,,A,800,D,,A,,A,60,D,,A,,A
20242,05561963,46,0,1,,A,,A,,A,,A,,A,,A,330,D,,A,,A
20242,05561983,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05562003,25,0,1,,A,,A,,A,,A,,A,,A,35,D,,A,,A
20242,05562033,53,0,1,30,D,,A,,A,96,D,,A,138,D,93,D,,A,,A
20242,05562063,13,0,1,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20242,05562103,60,0,1,,A,,A,,A,,A,,A,,A,335,D,,A,,A
20242,05562123,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05562133,22,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20242,05562143,30,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20242,05562233,10,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05562343,22,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20242,05562423,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05562433,58,0,1,,A,,A,,A,,A,360,D,,A,420,D,,A,,A
20242,05562453,42,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20242,05562463,32,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20242,05562483,24,0,1,20,D,,A,,A,40,D,,A,,A,,A,,A,,A
20242,05562513,63,0,1,,A,,A,,A,,A,,A,75,D,50,D,,A,,A
20242,05562563,33,0,1,,A,,A,,A,,A,,A,,A,28,D,,A,,A
20242,05562573,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05562583,24,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20242,05562593,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05562603,59,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,,A
20242,05562643,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05562663,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05562673,42,0,1,,A,,A,,A,,A,,A,,A,450,D,,A,,A
20242,05562693,29,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20242,05562713,31,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,,A
20242,05562723,27,0,1,,A,,A,,A,200,D,,A,,A,36,D,,A,,A
20242,05562743,33,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,,A
20242,05562843,47,0,1,,A,,A,,A,,A,,A,,A,105,D,,A,,A
20242,05562853,29,0,1,,A,,A,,A,,A,,A,12,D,,A,,A,,A
20242,05562873,35,0,1,,A,,A,,A,320,D,,A,,A,505,D,,A,,A
20242,05562883,28,0,1,,A,,A,,A,,A,,A,,A,90,D,,A,125,D
20242,05562963,25,0,1,,A,,A,,A,180,D,,A,,A,120,D,,A,260,D
20242,05563023,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05563053,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,125,D
20242,05563073,19,0,1,,A,,A,,A,75,D,,A,,A,30,D,,A,,A
20242,05563083,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,180,D
20242,05563103,49,0,1,,A,,A,15,D,,A,60,D,60,D,690,D,,A,,A
20242,05563113,46,0,1,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20242,05563173,34,0,1,,A,,A,,A,22,D,,A,,A,,A,,A,,A
20242,05563183,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05563223,18,0,1,,A,,A,,A,90,D,,A,,A,,A,,A,,A
20242,05563233,29,0,1,,A,,A,,A,,A,,A,,A,220,D,,A,,A
20242,05563243,43,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20242,05563253,30,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20242,05563283,52,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20242,05563333,29,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20242,05563363,50,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05563373,30,0,1,,A,,A,,A,,A,,A,18,D,20,D,,A,,A
20242,05563393,49,0,1,,A,,A,,A,,A,,A,24,D,40,D,,A,,A
20242,05563423,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05563433,29,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20242,05563443,45,0,1,,A,,A,,A,,A,,A,,A,250,D,,A,,A
20242,05563483,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05563513,36,0,1,,A,,A,,A,240,D,,A,,A,,A,,A,,A
20242,05563523,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05563553,46,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05563563,22,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20242,05563583,32,0,1,,A,,A,,A,,A,,A,6,D,,A,,A,,A
20242,05563603,49,0,1,,A,,A,,A,,A,150,D,,A,500,D,,A,,A
20242,05563683,54,0,1,,A,,A,,A,,A,,A,,A,6,D,,A,,A
20242,05563693,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05563703,12,0,1,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20242,05563723,23,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20242,05563783,33,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20242,05563833,37,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20242,05563863,47,0,1,,A,,A,,A,,A,,A,,A,400,D,,A,,A
20242,05563893,60,0,1,,A,,A,,A,,A,22,D,,A,287,D,,A,,A
20242,05563914,13,0,1,,A,,A,,A,,A,,A,,A,250,D,,A,,A
20242,05563923,23,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,450,D
20242,05563933,14,0,1,,A,,A,,A,,A,210,F,,A,20,F,,A,,A
20242,05563943,44,0,1,,A,,A,,A,,A,,A,,A,80,D,,A,,A
20242,05563953,19,0,1,,A,,A,,A,,A,,A,,A,130,D,,A,,A
20242,05563963,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05563983,18,0,1,,A,,A,,A,120,D,,A,45,D,,A,,A,,A
20242,05563993,81,0,1,,A,,A,,A,,A,,A,,A,660,D,,A,,A
20242,05564053,42,0,1,120,D,,A,,A,0,D,,A,18,D,120,D,,A,,A
20242,05564073,65,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20242,05564153,90,0,1,,A,,A,,A,,A,,A,,A,290,D,,A,,A
20242,05564163,20,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,,A
20242,05564173,32,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20242,05564183,55,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05564223,21,0,1,20,D,,A,,A,20,D,,A,,A,,A,,A,,A
20242,05564233,31,0,1,,A,,A,,A,,A,,A,,A,35,D,,A,,A
20242,05564243,40,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05564313,31,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A
20242,05564343,15,0,1,200,D,,A,,A,280,D,,A,,A,40,D,,A,,A
20242,05564353,32,0,1,,A,,A,,A,,A,,A,,A,180,D,,A,,A
20242,05564363,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05564373,35,0,1,,A,,A,,A,,A,,A,,A,250,D,,A,,A
20242,05564403,47,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20242,05564413,44,0,1,,A,,A,50,D,,A,,A,,A,120,D,,A,,A
20242,05564433,45,0,1,,A,,A,,A,,A,,A,120,D,,A,,A,,A
20242,05564453,44,0,1,,A,,A,,A,,A,,A,30,D,900,D,,A,,A
20242,05564563,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05564573,40,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20242,05564593,31,0,1,20,D,,A,,A,100,D,,A,,A,,A,,A,90,D
20242,05564603,48,0,1,,A,,A,,A,,A,,A,,A,400,D,,A,,A
20242,05564633,44,0,1,,A,,A,,A,,A,,A,,A,270,D,,A,,A
20242,05564663,23,0,1,,A,,A,,A,10,D,,A,,A,,A,,A,,A
20242,05564673,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05564723,80,0,1,,A,,A,,A,,A,,A,12,D,30,D,,A,,A
20242,05564743,34,0,1,,A,,A,,A,,A,,A,,A,93,D,,A,,A
20242,05564773,41,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05564803,21,0,1,4,D,,A,,A,8,D,,A,,A,,A,,A,,A
20242,05564833,31,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20242,05564853,49,0,1,,A,,A,,A,,A,20,D,,A,400,D,,A,,A
20242,05564863,44,0,1,,A,,A,,A,,A,,A,,A,305,D,,A,,A
20242,05564883,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05564933,16,0,1,36,D,,A,,A,36,D,,A,9,D,25,D,,A,,A
20242,05564973,36,0,1,,A,,A,,A,,A,,A,,A,360,D,,A,,A
20242,05564983,52,0,1,,A,,A,,A,,A,,A,,A,500,D,,A,,A
20242,05564993,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05565103,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05565193,49,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20242,05565203,37,0,1,,A,,A,,A,,A,,A,,A,400,D,,A,,A
20242,05565223,52,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20242,05565293,13,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05565333,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05565353,46,0,1,,A,,A,,A,,A,,A,,A,45,D,,A,,A
20242,05565383,31,0,1,,A,,A,,A,,A,,A,1152,D,,A,,A,,A
20242,05565393,35,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05565413,35,0,1,,A,,A,,A,,A,,A,,A,25,D,,A,,A
20242,05565443,42,0,1,,A,,A,,A,,A,50,D,,A,80,D,,A,,A
20242,05565453,40,0,1,,A,,A,,A,,A,,A,,A,450,D,,A,,A
20242,05565473,57,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20242,05565483,15,0,1,100,D,,A,,A,200,D,,A,,A,260,D,,A,,A
20242,05565493,94,0,1,,A,,A,,A,,A,300,D,,A,1000,D,,A,,A
20242,05565533,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05565573,32,0,1,20,D,,A,,A,50,D,,A,15,D,60,D,,A,,A
20242,05565623,39,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20242,05565633,19,0,1,,A,,A,,A,,A,,A,135,D,,A,,A,,A
20242,05565643,49,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20242,05565653,44,0,1,,A,,A,,A,,A,,A,,A,123,D,,A,,A
20242,05565683,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05565703,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05565723,59,0,1,,A,,A,,A,,A,,A,75,D,600,D,,A,,A
20242,05565753,20,0,1,,A,,A,,A,50,D,,A,210,D,,A,,A,,A
20242,05565773,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05565813,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,390,D
20242,05565873,32,0,1,,A,,A,,A,,A,,A,,A,27,D,,A,,A
20242,05565923,58,0,1,,A,,A,,A,,A,,A,9,D,200,D,,A,,A
20242,05565933,21,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20242,05565943,47,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A
20242,05565983,33,0,1,,A,,A,,A,,A,30,D,,A,55,D,,A,,A
20242,05566013,33,0,1,,A,,A,,A,3,D,,A,,A,,A,,A,,A
20242,05566023,46,0,1,,A,,A,,A,,A,,A,,A,450,D,,A,,A
20242,05566063,24,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20242,05566083,34,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20242,05566103,19,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20242,05566133,15,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05566143,45,0,1,,A,,A,,A,,A,,A,15,D,120,D,,A,,A
20242,05566183,43,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20242,05566193,38,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05566203,20,0,1,,A,,A,,A,,A,,A,,A,50,F,,A,,A
20242,05566243,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05566283,23,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,,A
20242,05566313,23,0,1,,A,,A,,A,90,D,,A,,A,735,D,,A,1040,D
20242,05566333,71,0,1,,A,,A,,A,,A,,A,240,D,,A,,A,,A
20242,05566383,43,0,1,,A,,A,,A,,A,,A,,A,180,D,,A,,A
20242,05566393,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05566423,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05566433,43,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20242,05566443,37,0,1,,A,,A,,A,,A,,A,105,D,400,D,,A,,A
20242,05566503,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05566513,26,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20242,05566553,56,0,1,,A,,A,,A,,A,,A,,A,260,D,,A,26,D
20242,05566573,62,0,1,,A,,A,,A,,A,,A,,A,45,D,,A,,A
20242,05566583,23,0,1,,A,,A,,A,,A,,A,9,D,,A,,A,,A
20242,05566593,49,0,1,,A,,A,,A,,A,90,D,,A,,A,,A,,A
20242,05566663,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05566703,35,0,1,,A,,A,,A,,A,,A,,A,155,D,,A,,A
20242,05566713,33,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,,A
20242,05566733,32,0,1,,A,,A,,A,,A,,A,,A,125,D,,A,,A
20242,05566743,42,0,1,,A,,A,,A,,A,,A,,A,15,D,,A,,A
20242,05566783,26,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20242,05566823,40,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05566843,39,0,1,,A,,A,,A,,A,,A,,A,240,D,,A,,A
20242,05566853,35,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05566893,60,0,1,,A,,A,,A,,A,400,D,,A,300,D,,A,,A
20242,05566923,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05566953,19,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20242,05566963,40,0,1,,A,,A,,A,,A,,A,,A,,A,,A,15,D
20242,05567003,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05567073,51,0,1,,A,,A,,A,,A,,A,,A,105,D,,A,,A
20242,05567123,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,549,F
20242,05567133,26,0,1,,A,,A,,A,,A,,A,,A,15,D,,A,,A
20242,05567163,31,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20242,05567183,22,0,1,,A,,A,,A,,A,100,D,,A,200,D,,A,,A
20242,05567213,49,0,1,,A,,A,,A,,A,300,D,,A,,A,,A,23,D
20242,05567223,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05567233,65,0,1,,A,,A,,A,,A,60,D,,A,240,D,,A,,A
20242,05567263,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05567293,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05567333,36,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
20242,05567373,58,0,1,,A,,A,,A,240,D,,A,,A,340,D,,A,,A
20242,05567453,29,0,1,,A,,A,,A,,A,,A,12,D,45,D,,A,,A
20242,05567513,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05567523,9,0,1,,A,,A,,A,,A,,A,,A,15,D,,A,,A
20242,05567543,12,0,1,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20242,05567573,49,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20242,05567583,43,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20242,05567643,21,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
20242,05567653,76,0,1,,A,,A,,A,35,D,,A,,A,60,D,,A,,A
20242,05567673,43,0,1,,A,,A,,A,,A,,A,,A,750,D,,A,,A
20242,05567743,30,0,1,,A,,A,,A,,A,,A,,A,80,D,,A,,A
20242,05567753,26,0,1,,A,,A,,A,,A,,A,,A,15,D,,A,,A
20242,05567773,30,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20242,05567813,58,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20242,05567853,20,0,1,,A,,A,,A,,A,200,D,,A,,A,,A,,A
20242,05567883,62,0,1,,A,,A,,A,,A,250,D,,A,150,D,,A,,A
20242,05567893,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05567913,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05567933,41,0,1,,A,,A,,A,300,D,,A,270,D,,A,,A,,A
20242,05568023,43,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20242,05568053,38,0,1,,A,,A,,A,,A,,A,,A,250,D,,A,,A
20242,05568073,75,0,1,,A,,A,,A,,A,,A,,A,372,D,,A,,A
20242,05568173,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05568183,55,0,1,,A,,A,,A,,A,20,D,75,D,150,D,,A,,A
20242,05568223,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05568233,37,0,1,,A,,A,,A,,A,,A,,A,40,D,,A,,A
20242,05568263,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05568313,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05568333,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05568393,36,0,1,,A,,A,,A,,A,,A,,A,520,D,,A,,A
20242,05568423,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05568483,34,0,1,,A,,A,,A,10,D,,A,,A,40,D,,A,,A
20242,05568503,34,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20242,05568573,61,0,1,,A,,A,,A,,A,,A,,A,440,D,,A,,A
20242,05568663,20,0,1,,A,,A,,A,180,D,,A,,A,255,D,,A,,A
20242,05568683,51,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20242,05568723,47,0,1,,A,,A,,A,,A,,A,75,D,420,D,,A,,A
20242,05568733,61,0,1,,A,,A,,A,,A,,A,,A,80,D,,A,,A
20242,05568753,33,0,1,,A,,A,,A,,A,,A,,A,15,D,,A,,A
20242,05568773,23,0,1,,A,30,D,,A,,A,0,D,,A,,A,,A,,A
20242,05568793,53,0,1,,A,,A,,A,,A,45,D,,A,,A,,A,,A
20242,05568823,37,0,1,,A,,A,,A,,A,,A,,A,45,D,,A,,A
20242,05568843,23,0,1,,A,,A,,A,91,D,,A,,A,,A,,A,,A
20242,05568853,19,0,1,,A,,A,,A,,A,,A,,A,160,D,,A,,A
20242,05568863,50,0,1,,A,,A,,A,,A,,A,,A,260,D,,A,,A
20242,05568903,30,0,1,,A,,A,,A,,A,,A,,A,350,D,,A,,A
20242,05568933,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05568963,18,0,1,,A,,A,,A,120,D,,A,,A,25,D,,A,,A
20242,05568983,28,0,1,,A,,A,,A,,A,,A,,A,80,D,,A,,A
20242,05569033,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05569053,30,0,1,,A,,A,,A,24,D,,A,,A,88,D,,A,,A
20242,05569063,30,0,1,,A,,A,,A,,A,,A,,A,180,D,,A,,A
20242,05569103,60,0,1,,A,,A,,A,,A,,A,,A,300,D,,A,,A
20242,05569113,41,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05569173,22,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,,A
20242,05569203,45,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05569223,54,0,1,,A,,A,,A,,A,,A,,A,600,D,,A,,A
20242,05569243,16,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20242,05569273,27,0,1,,A,,A,,A,,A,12,D,,A,,A,,A,,A
20242,05569293,39,0,1,,A,,A,,A,,A,,A,,A,43,D,,A,,A
20242,05569303,41,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05569363,18,0,1,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20242,05569373,29,0,1,,A,,A,,A,,A,,A,,A,180,D,,A,,A
20242,05569393,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05569403,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05569453,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05569473,44,0,1,,A,,A,,A,,A,120,D,,A,,A,,A,,A
20242,05569493,45,0,1,,A,,A,,A,,A,2,D,,A,255,F,,A,,A
20242,05569503,37,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20242,05569543,49,0,1,,A,,A,,A,,A,,A,,A,75,D,,A,,A
20242,05569563,24,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,,A
20242,05569613,14,0,1,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20242,05569773,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05569783,34,0,1,,A,,A,,A,,A,,A,,A,66,D,,A,,A
20242,05569793,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05569823,47,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20242,05569833,45,0,1,,A,,A,,A,,A,,A,,A,245,D,,A,,A
20242,05569843,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05569853,74,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,,A
20242,05569893,36,0,1,,A,,A,,A,,A,,A,18,D,,A,,A,,A
20242,05569963,53,0,1,,A,,A,,A,,A,,A,,A,18,D,,A,,A
20242,05570053,44,0,1,40,D,,A,,A,0,D,,A,180,D,400,D,,A,,A
20242,05570063,38,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20242,05570113,23,0,1,,A,,A,6,D,,A,,A,,A,,A,,A,,A
20242,05570133,86,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20242,05570143,55,0,1,,A,,A,,A,,A,,A,,A,0,D,,A,,A
20242,05570153,49,0,1,,A,,A,,A,,A,30,D,,A,150,D,,A,,A
20242,05570203,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05570283,50,0,1,,A,,A,,A,,A,,A,,A,575,D,,A,,A
20242,05570323,52,0,1,,A,,A,,A,,A,,A,,A,120,D,,A,,A
20242,05570333,35,0,1,,A,,A,,A,,A,,A,,A,45,D,,A,529,D
20242,05570343,45,0,1,,A,,A,,A,,A,,A,45,D,25,D,,A,,A
20242,05570443,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05570483,17,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20242,05570573,53,0,1,,A,,A,,A,,A,,A,,A,400,D,,A,,A
20242,05570633,57,0,1,,A,,A,,A,,A,,A,,A,70,D,,A,,A
20242,05570673,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05570683,37,0,1,,A,,A,,A,,A,78,D,,A,130,D,,A,,A
20242,05570703,22,0,1,,A,,A,,A,,A,,A,,A,100,D,,A,,A
20242,05570743,63,0,1,,A,,A,,A,,A,,A,,A,220,D,,A,,A
20242,05570763,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05570793,57,0,1,,A,,A,,A,,A,,A,,A,200,D,,A,,A
20242,05570843,40,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05570853,39,0,1,,A,,A,,A,,A,,A,,A,260,D,,A,,A
20242,05570883,28,0,1,,A,,A,,A,,A,,A,42,D,,A,,A,,A
20242,05570893,21,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A
20242,05570903,44,0,1,,A,,A,,A,,A,10,D,,A,40,D,,A,,A
20242,05570963,37,0,1,,A,,A,,A,,A,,A,,A,50,D,,A,,A
20242,05570983,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05571013,39,0,1,,A,,A,,A,,A,,A,,A,180,D,,A,,A
20242,05571043,27,0,1,,A,,A,,A,,A,,A,,A,150,D,,A,,A
20242,05571053,26,0,1,,A,,A,,A,,A,,A,,A,80,D,,A,,A
20242,05571063,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05571073,56,0,1,,A,,A,,A,,A,26,D,,A,300,D,,A,,A
20242,05571083,19,0,1,,A,,A,,A,,A,,A,,A,30,D,,A,,A
20242,05571133,43,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05571183,15,0,1,,A,,A,,A,,A,,A,,A,160,D,,A,,A
20242,05571203,95,0,1,,A,,A,,A,,A,,A,,A,80,D,,A,,A
20242,05571223,35,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05571253,30,0,1,,A,,A,,A,,A,,A,,A,189,D,,A,,A
20242,05571283,24,0,1,,A,,A,,A,,A,,A,,A,290,D,,A,,A
20242,05571313,12,0,1,,A,,A,,A,,A,,A,,A,20,D,,A,,A
20242,05571423,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05571453,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A
