QYEAR,NEWID,OUTCOME,HSG_UNIT,CONVREF,TELPV,HOW_INTV,SNGL_INT,TELSCT01,TELSCT02,TELSCT03,TELSCT04,TELSCT05,TELSCT06,TELSCT07,TELSCT08,TELSCT09,TELSCT10,TEL_RESN,INFOBOOK,LANGUAGE,RESPON,RECORDS,TYPEREC1,TYPEREC2,TYPEREC3,TYPEREC4,TYPEREC5,TYPEREC6,TYPEREC7,TYPEREC8,TYPEREC9,SECTNO,GENINTRO,EXPNSUM,NUMEXPN,NUMDK,NUMRF,SECT_01,SECT_02,SECT_03,SECT_04,SECT_05,SECT_06,SECT_07,SECT_08,SECT_09,SECT_10,SECT_11,SECT_12,SECT_13,SECT_14,SECT_15,SECT_16,SECT_17,SECT_18,SECT_19,SECT_20,SECT_21,SECT_22,BACK,FRONT,COVERAGE,CONTROL,TOT_TIME,CUID
20232,05218383,321,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,34,0,56,521838
20233,05218384,324,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,46,0,76,521838
20231,05218392,324,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,170,138,0,434,521839
20232,05218393,321,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,38,0,85,521839
20233,05218394,321,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,43,0,79,521839
20231,05218412,216,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,63,0,93,521841
20232,05218413,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,4,,,,,,,,,,21,1,8015,27,0,0,62,71,538,268,78,295,35,78,23,171,275,199,109,266,35,120,31,44,225,469,730,0,161,224,5,411,4923,521841
20233,05218414,324,01,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,1641,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,17,133,0,187,521841
20231,05218432,201,01,2,,1,1,,,,,,,,,,,,5,1,1,3,1,,,,,,,,,21,1,10517,31,0,0,0,0,279,760,295,153,32,85,29,36,434,92,152,121,18,210,49,146,340,436,19,0,1613,111,0,59,5469,521843
20232,05218433,201,01,2,,1,1,,,,,,,,,,,,3,1,1,2,,,,,,,7,,,21,1,8124,26,0,0,0,0,609,190,73,109,25,68,57,24,253,113,147,93,46,324,665,75,314,623,19,0,895,451,0,56,5229,521843
20233,05218434,201,01,2,,1,1,,,,,,,,,,,,3,1,1,3,,,3,,,,7,,,22,1,10909,43,2,0,0,0,201,335,162,152,37,50,18,24,162,108,119,71,43,132,51,86,228,401,224,294,630,99,0,71,3698,521843
20231,05218442,201,01,1,,6,2,,,,,,,,,,,4,5,1,1,4,,,,,,,,,,21,1,13175,36,3,0,31,31,320,170,36,148,68,339,436,365,324,117,282,150,124,256,88,107,431,301,313,0,99,412,101,2527,7576,521844
20232,05218443,217,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,5670,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,30,0,61,521844
20233,05218444,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,4,,,,,,,,,,22,1,12351,20,3,0,0,0,37,58,202,524,29,91,64,176,118,70,107,91,127,131,141,48,137,133,131,184,97,38,0,14,2748,521844
20231,05218452,201,01,2,,1,1,,,,,,,,,,,,5,1,2,3,,,,,,,7,,,21,1,3824,35,0,0,0,0,159,517,153,88,24,78,19,16,133,69,136,28,18,157,146,113,141,320,820,0,157,205,0,20,3517,521845
20232,05218453,201,01,2,,6,1,,,,,,,,,,,8,5,1,2,3,1,,,,,,,,,21,1,5541,34,0,0,0,0,106,318,68,169,21,51,12,7,208,38,79,26,23,43,90,69,165,176,4,0,360,114,0,13,2160,521845
20233,05218454,201,01,2,,6,1,,,,,,,,,,,8,5,1,2,3,,,,4,,,7,,,22,1,16638,42,0,0,0,0,102,441,139,152,19,98,22,13,106,42,321,35,31,72,208,81,238,400,243,111,389,104,0,9,3376,521845
20231,05218462,216,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,151,89,0,411,521846
20232,05218463,216,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,34,20,0,148,521846
20233,05218464,324,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,81,0,107,521846
20231,05218472,324,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,885,208,0,1197,521847
20233,05218474,201,01,2,,4,,,,03,04,,06,07,08,09,10,5,5,2,1,4,,,,,,,,,,22,1,14004,39,1,0,31,121,25,246,99,155,19,101,35,244,222,141,130,78,37,123,26,101,186,233,223,161,762,280,4,120,3903,521847
20231,05218484,216,01,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,1,,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,390,45,133,722,521848
20231,05218493,216,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,38,0,102,521849
20231,05218502,324,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,42,41,2,366,521850
20232,05218503,324,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,85,0,124,521850
20233,05218504,216,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,33,0,74,521850
20231,05218512,201,01,1,,6,1,,,,,,,,,,,7,4,1,1,2,1,,,,,,,,,21,1,8821,35,0,0,57,40,492,352,76,202,22,67,17,403,123,314,50,300,29,102,33,76,306,185,386,0,284,666,0,320,4902,521851
20232,05218513,322,01,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,1,5075,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,196,39,2,398,521851
20233,05218514,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,2,,2,,,,,,,,22,1,7724,23,0,0,0,0,96,196,79,56,36,36,17,104,104,59,26,88,30,64,221,50,93,176,418,181,263,1199,0,62,3654,521851
20231,05218532,322,01,,2,,,,,,,,,,,,,,5,1,1,4,,,,,,,,,,21,1,3390,22,0,0,35,47,388,896,53,53,175,54,28,159,163,407,259,213,13,162,309,175,0,0,0,0,624,512,35,294,5054,521853
20232,05218533,201,01,2,,1,1,,,,,,,,,,,,3,1,1,3,1,,,,,,,,,21,1,3581,24,0,0,0,0,227,201,57,73,20,46,26,21,180,270,321,230,12,54,577,57,54,220,735,0,1171,143,0,83,4778,521853
20233,05218534,216,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,2420,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,11,0,33,521853
20231,05218542,201,01,2,,6,1,,,,,,,,,,,3,5,1,1,2,,,,,,,7,,,21,1,5699,51,1,0,0,0,200,353,389,278,89,363,14,15,255,186,301,186,86,410,32,81,728,484,0,0,215,87,0,30,4782,521854
20232,05218543,201,01,2,,6,1,,,,,,,,,,,3,5,1,1,3,,,,,,,7,,,21,1,4904,33,1,0,0,0,944,1120,115,208,22,89,13,13,255,50,264,229,31,202,275,51,283,251,0,0,202,89,0,33,4739,521854
20233,05218544,201,01,2,,6,1,,,,,,,,,,,3,5,1,1,2,,,,,,,7,,,22,1,6183,40,2,0,0,0,158,341,510,181,21,128,19,17,203,52,141,104,40,133,25,207,581,314,283,1087,251,61,0,29,4886,521854
20231,05218552,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,3,1,,,,,,,,,21,1,4988,21,2,0,0,87,11,216,83,51,50,19,10,59,112,30,8,55,19,45,17,82,52,153,0,0,175,2467,0,158,3959,521855
20232,05218553,216,01,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,1,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,111,19,454,609,521855
20233,05218554,201,01,1,,1,1,,,,,,,,,,,,2,2,4,4,,,,,,,,,,22,1,8455,25,10,0,0,128,1,226,24,205,8,38,44,48,239,44,12,31,32,74,14,52,94,234,296,66,301,1321,0,161,3693,521855
20231,05218562,324,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,41,172,0,240,521856
20232,05218563,324,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,87,53,0,167,521856
20233,05218564,201,01,2,,6,1,,,,,,,,,,,8,5,1,1,3,,,,,,,,8,,22,1,5083,28,1,0,48,38,476,267,57,97,15,55,21,364,277,361,60,267,16,30,396,97,339,306,825,176,244,90,14,325,5261,521856
20231,05218582,322,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,669,16,0,701,521858
20232,05218583,322,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,532,18,0,567,521858
20233,05218584,321,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,59,0,113,521858
20231,05218592,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,1,1,,,4,,,,,,21,1,16534,40,0,1,0,37,2,96,12,1879,6,150,10,7,325,18,81,21,95,325,183,29,140,215,12,0,1477,1249,0,29,6398,521859
20232,05218593,201,01,2,,6,1,,,,,,,,,,,3,1,1,1,2,,,,4,5,,,,,21,1,11162,27,0,1,0,29,1,144,9,140,6,44,54,6,57,7,27,23,5,360,2,164,178,354,3,0,1146,1558,0,30,4347,521859
20233,05218594,201,01,2,,6,1,,,,,,,,,,,3,5,1,1,1,1,,,,,,7,,,22,1,13644,40,0,1,0,68,2,392,5,15,3,36,6,4,101,5,17,10,29,204,150,33,102,603,936,296,1216,23,0,28,4284,521859
20231,05218602,201,05,1,,6,1,,,,,,,,,,,7,5,1,1,4,,,,,,,,,,21,1,9705,42,1,0,26,43,481,337,38,201,10,81,32,240,119,99,127,89,36,222,25,58,185,301,300,0,173,140,16,122,3501,521860
20232,05218603,324,05,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,2897,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,118,28,0,351,521860
20233,05218604,201,05,2,,1,1,,,,,,,,,,,,1,1,2,4,,,,,,,,,,22,2,5332,21,1,0,0,0,152,232,117,213,24,310,39,40,163,320,157,254,8,178,29,76,146,213,222,154,300,524,0,50,3921,521860
20231,05218622,321,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,16,57,0,177,521862
20232,05218623,216,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,73,31,10,283,521862
20233,05218624,216,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,576,40,0,786,521862
20231,05218632,324,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,37,753,0,936,521863
20232,05218633,324,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,72,0,121,521863
20233,05218634,216,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,59,134,0,210,521863
20231,05218642,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,3,,,,,,,7,,,21,1,7188,51,0,0,0,122,6,249,63,748,23,491,25,31,193,96,165,98,32,280,45,112,253,365,0,0,321,100,0,71,3889,521864
20232,05218643,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,2,,,,,,,7,,,21,1,5588,33,0,0,0,66,6,188,38,340,25,252,26,41,179,37,141,73,79,187,36,75,192,252,0,0,373,76,0,24,2706,521864
20233,05218644,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,3,,,,,,,7,8,,22,1,5292,29,0,0,0,64,7,208,44,272,15,171,24,50,223,18,78,57,15,249,157,61,167,394,329,169,286,65,0,49,3172,521864
20231,05218652,216,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,310,17,0,351,521865
20232,05218653,201,01,1,,6,1,,,,,,,,,,,7,5,1,1,1,1,,,,,,,,,21,1,29680,49,0,0,39,44,496,409,108,319,41,92,42,379,228,227,112,151,117,334,251,97,309,417,610,0,193,126,11,185,5337,521865
20233,05218654,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,1,1,,3,,,,,,,22,1,30929,54,1,0,0,0,195,311,89,222,50,101,47,30,367,52,136,61,80,256,298,101,261,424,553,259,301,215,0,63,4472,521865
20231,05218672,201,01,2,,6,1,,,,,,,,,,,8,5,1,1,3,,,,,,,,,9,21,1,9268,40,4,0,69,50,776,274,217,405,51,200,43,319,172,451,117,131,83,413,45,102,218,462,622,0,306,126,4,258,5914,521867
20232,05218673,201,01,2,,6,1,,,,,,,,,,,8,5,1,1,3,,,,,,,,,9,21,1,6150,28,7,0,0,0,352,219,31,127,28,37,21,23,237,202,429,70,92,298,262,101,226,749,0,0,479,84,0,49,4116,521867
20233,05218674,201,01,2,,1,1,,,,,,,,,,,,5,1,1,2,,,3,4,,,,8,,22,1,9249,52,6,0,0,0,302,177,226,271,29,106,33,27,272,172,497,147,64,383,786,70,271,323,611,106,503,179,0,135,5690,521867
20231,05218682,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,4,,,,,,,,,,21,1,6850,30,0,0,0,0,144,256,12,81,6,38,93,7,91,28,82,18,4,109,28,15,197,158,551,0,231,28,0,48,2225,521868
20231,05218692,324,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,432,230,0,705,521869
20232,05218693,321,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,349,46,0,411,521869
20233,05218694,324,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,973,62,0,1069,521869
20232,05218703,201,01,1,,1,1,,,,,,,,,,,,5,1,1,4,,,,,,,,,,21,1,8645,32,2,0,51,179,53,175,32,153,55,165,58,41,258,164,112,122,29,241,35,93,163,272,452,0,290,260,5,451,3909,521870
20231,05218712,201,01,2,,1,1,,,,,,,,,,,,1,1,1,1,1,,3,,,,,,,21,1,6617,31,1,0,0,0,426,155,178,176,44,234,36,16,213,250,280,135,253,98,56,88,293,574,5,0,1680,467,0,56,5713,521871
20232,05218713,201,01,2,,1,1,,,,,,,,,,,,5,1,1,2,1,2,,,,,,,,21,1,3462,27,1,0,0,0,235,145,116,107,69,83,29,15,360,114,235,116,54,103,48,126,203,420,4,0,766,258,0,31,3637,521871
20233,05218714,201,01,2,,1,1,,,,,,,,,,,,1,1,1,1,,,3,,,,,,,22,1,3535,28,1,0,0,0,253,136,103,182,31,157,29,16,183,112,272,122,28,105,51,191,387,331,229,199,170,125,0,37,3449,521871
20231,05218732,216,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2488,49,0,2590,521873
20232,05218733,321,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,417,74,3,540,521873
20233,05218734,321,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,511,111,10,694,521873
20231,05218742,324,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,55,0,77,521874
20232,05218743,216,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,20,17,0,86,521874
20233,05218744,216,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,38,35,0,119,521874
20231,05218752,321,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,876,150,0,1057,521875
20232,05218753,324,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,57,0,83,521875
20233,05218754,324,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,16,39,0,88,521875
20231,05218762,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,4,,,,,,,,,,21,1,4085,22,0,0,33,128,45,150,32,22,7,66,22,13,21,54,21,8,3,13,9,19,28,162,168,0,357,681,16,164,2242,521876
20232,05218763,216,01,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,18,0,34,521876
20233,05218764,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,4,,,,,,,,,,22,1,857,18,0,0,0,75,32,430,126,168,44,135,40,40,197,103,85,22,41,89,64,120,148,402,201,102,238,519,0,82,3503,521876
20231,05218774,216,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,18,521877
20232,05218783,201,01,1,,6,1,,,,,,,,,,,7,5,1,1,4,,,,,,,,,,21,1,3682,39,4,0,37,32,478,183,47,108,30,54,40,120,113,225,86,44,17,98,358,45,92,170,188,0,161,58,3,88,2875,521878
20231,05218792,216,05,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,520,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,510,4,0,521,521879
20232,05218793,216,05,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,520,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,115,8,0,129,521879
20233,05218794,324,05,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,520,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,16,0,43,521879
20231,05218802,216,05,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,426,24,0,483,521880
20232,05218803,201,05,2,,6,1,,,,,,,,,,,3,5,1,1,3,1,,,,,,,,,21,1,3048,15,0,0,0,160,14,273,101,154,34,143,76,44,248,48,154,90,41,95,86,130,139,207,0,0,287,1187,0,46,3757,521880
20233,05218804,201,05,2,,1,1,,,,,,,,,,,,1,1,1,4,,,,,,,,,,22,1,2991,16,0,0,0,121,9,123,205,155,28,100,59,18,117,37,79,46,29,78,67,80,139,210,374,200,153,429,0,45,2901,521880
20231,05218812,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,3,1,,,,,,,,,21,1,13926,34,1,0,0,146,11,299,33,44,17,68,39,32,225,166,221,174,17,169,67,98,344,331,20,0,264,124,0,133,3042,521881
20232,05218813,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,4,,,,,,,,,,21,1,11407,30,0,0,0,120,10,264,48,112,53,43,64,27,119,157,290,123,79,143,61,86,123,275,23,0,241,71,0,40,2572,521881
20231,05218822,216,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,100,49,0,203,521882
20232,05218823,324,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,322,249,0,637,521882
20233,05218824,321,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,78,37,0,155,521882
20231,05218832,201,01,2,,1,1,,,,,,,,,,,,1,1,1,3,,,,4,,,,,,21,1,6240,39,0,0,0,0,178,185,191,201,22,54,26,10,56,112,245,81,4,85,9,20,268,200,20,0,291,274,0,30,2562,521883
20232,05218833,201,01,2,,1,1,,,,,,,,,,,,1,1,1,3,,,3,,,,,,,21,1,6285,28,0,0,0,0,84,219,34,94,28,124,13,11,77,94,81,133,5,30,9,26,194,121,7,0,443,50,0,44,1921,521883
20233,05218834,201,01,2,,1,1,,,,,,,,,,,,1,1,1,4,,,,,,,,,,22,1,9279,31,0,0,0,0,73,191,21,36,13,40,22,12,47,95,31,54,6,17,7,19,169,114,132,18,327,98,0,19,1561,521883
20231,05218852,324,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,881,23,0,1264,521885
20232,05218853,324,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,462,65,0,641,521885
20233,05218854,201,01,2,,1,1,,,,,,,,,,,,1,1,1,1,,,,,,6,,,,22,1,12759,33,0,0,56,59,631,197,124,111,17,114,31,189,206,36,98,78,136,434,91,32,103,176,263,157,92,544,17,116,4108,521885
20231,05218862,201,01,1,,6,1,,,,,,,,,,,7,5,1,1,4,,,,,,,,,,21,1,5553,32,1,2,46,45,338,332,51,70,13,45,30,263,265,116,128,90,55,73,43,72,90,314,304,0,272,85,5,143,3288,521886
20232,05218863,322,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,175,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,12,0,41,521886
20233,05218864,322,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,25,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,23,0,42,521886
20231,05218872,322,01,,1,,,,,,,,,,,,,,5,1,1,4,,,,,,,,,,21,1,2484,4,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,302,25,30,687,521887
20232,05218873,324,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,2484,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,195,131,0,369,521887
20233,05218874,324,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,2484,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,36,0,67,521887
20231,05218882,216,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,114,11,0,137,521888
20232,05218883,201,01,2,,1,1,,,,,,,,,,,,5,1,1,3,1,,,4,,,,,,21,1,6826,41,2,0,41,69,450,758,132,413,63,188,61,368,209,318,233,211,80,226,42,73,260,271,451,0,290,608,46,315,6176,521888
20231,05218892,201,01,2,,1,1,,,,,,,,,,,,4,1,1,4,,,,,,,,,,21,1,2808,24,0,0,0,75,8,183,23,260,19,136,11,5,54,11,78,11,4,172,32,49,130,709,10,0,265,738,0,142,3125,521889
20232,05218893,201,01,2,,1,1,,,,,,,,,,,,5,1,1,4,,,,,,,,,,21,1,2877,23,0,0,0,49,4,517,10,52,7,91,10,5,173,56,17,17,22,269,13,70,90,407,6,0,146,829,0,16,2876,521889
20233,05218894,324,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2123,27,0,2205,521889
20231,05218912,324,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,14948,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,205,102,0,443,521891
20232,05218913,324,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,14948,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,84,25,0,145,521891
20233,05218914,321,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,14948,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,21,0,38,521891
20231,05218922,324,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,92,61,0,201,521892
20232,05218923,201,01,1,,1,1,,,,,,,,,,,,4,1,1,4,,,,,,,,,,21,1,4665,26,0,0,14,28,217,245,34,85,13,57,25,180,193,183,129,108,4,92,7,613,240,179,576,0,92,107,3,110,3534,521892
